state_2019,constituency_id_2019,constituency_id,constituency_2019,party_2019,winner_2019,vote_share_2019,state_2024,constituency_id_2024,constituency_2024,party_2024,winner_2024,vote_share_2024,state,constituency,seat_flipped,max_positive_swing,max_negative_swing,avg_abs_swing,swing_range,top2_margin_pct,effective_num_parties,winner_vote_share,margin_votes,winner_vote_share_change,flip_score,close_margin_score,fragmentation_score,swing_score,volatility_score
Kerala,KERALA__KOLLAM,KERALA__KOLLAM,Kollam,RSP,N.K.Premachandran,51.61296653421105,Kerala,KERALA__KOLLAM,Kollam,RSP,N K PREMACHANDRAN,48.44734741304654,Kerala,Kollam,False,7.149537964073794,-4.203939243936446,0.5624532503890617,11.35347720801024,16.414052338616415,2.708840407855445,48.44734741304654,150302.0,-3.1656191211645037,0,3.5859476613835852,13.544202039277224,1.1249065007781234,18.255056201438933
West Bengal,WEST_BENGAL__ULUBERIA,WEST_BENGAL__ULUBERIA,Uluberia,AITC,SAJDA AHMED,53.00476928134336,West Bengal,WEST_BENGAL__ULUBERIA,Uluberia,AITC,SAJDA AHMED,52.10131766458584,West Bengal,Uluberia,False,3.5479936159548107,-6.201972543644683,0.7116124298703519,9.749966159599493,15.722889227304693,2.4514755987012733,52.10131766458584,218673.0,-0.9034516167575148,0,4.277110772695307,12.257377993506367,1.4232248597407038,17.95771362594238
Karnataka,KARNATAKA__BELGAUM,KARNATAKA__BELGAUM,Belgaum,BJP,ANGADI SURESH CHANNABASAPPA,63.22375249848784,Karnataka,KARNATAKA__BELGAUM,Belgaum,BJP,JAGADISH SHETTAR,55.06431512932034,Karnataka,Belgaum,False,11.413872573356064,-8.159437369167499,0.21899027240623567,19.573309942523565,12.893880939873064,2.07836083302846,55.06431512932034,178437.0,-8.159437369167499,0,7.106119060126936,10.3918041651423,0.43798054481247134,17.93590377008171
Uttar Pradesh,UTTAR_PRADESH__MATHURA,UTTAR_PRADESH__MATHURA,Mathura,BJP,HEMA MALINI,60.875499101775496,Uttar Pradesh,UTTAR_PRADESH__MATHURA,Mathura,BJP,HEMAMALINI DHARMENDRA DEOL,53.295661859513544,Uttar Pradesh,Mathura,False,20.091328831620945,-34.262390374443086,2.106134421922437,54.35371920606403,30.657565049119896,2.6709219172350416,53.295661859513544,293407.0,-7.579837242261952,0,0.0,13.354609586175208,4.212268843844874,17.566878430020083
Jharkhand,JHARKHAND__HAZARIBAGH,JHARKHAND__HAZARIBAGH,Hazaribagh,BJP,JAYANT SINHA,67.42329977269551,Jharkhand,JHARKHAND__HAZARIBAGH,Hazaribagh,BJP,MANISH JAISWAL,51.7616890454167,Jharkhand,Hazaribagh,False,12.20960902739992,-15.661610727278813,2.0386453381309755,27.871219754678734,21.8781703009567,2.679581236702276,51.7616890454167,276686.0,-15.661610727278813,0,0.0,13.397906183511381,4.077290676261951,17.475196859773334
Bihar,BIHAR__PATNA_SAHIB,BIHAR__PATNA_SAHIB,Patna Sahib,BJP,RAVI SHANKAR PRASAD,61.84620553098134,Bihar,BIHAR__PATNA_SAHIB,Patna Sahib,BJP,RAVI SHANKAR PRASAD,54.69755350089633,Bihar,Patna Sahib,False,7.52575637847567,-7.148652030085003,0.481938083544845,14.674408408560673,14.304655712341102,2.1618387951475997,54.69755350089633,153846.0,-7.148652030085003,0,5.695344287658898,10.809193975737998,0.96387616708969,17.468414430486586
Karnataka,KARNATAKA__UDUPI_CHIKMAGALUR,KARNATAKA__UDUPI_CHIKMAGALUR,Udupi Chikmagalur,BJP,SHOBHA KARANDLAJE,62.45947044861392,Karnataka,KARNATAKA__UDUPI_CHIKMAGALUR,Udupi Chikmagalur,BJP,KOTA SRINIVAS POOJARY,59.55940127767773,Karnataka,Udupi Chikmagalur,False,38.47828810054839,-32.08628580761973,3.7531460558496934,70.56457390816811,21.08111317712934,1.9884659491219865,59.55940127767773,259175.0,-2.9000691709361917,0,0.0,9.942329745609932,7.506292111699387,17.44862185730932
Rajasthan,RAJASTHAN__JALORE,RAJASTHAN__JALORE,Jalore,BJP,Devaji Patel,56.7583883597394,Rajasthan,RAJASTHAN__JALORE,JALORE,BJP,LUMBARAM,54.9079128897146,Rajasthan,JALORE,False,3.4372288938254627,-1.8504754700247972,0.3113193067962167,5.28770436385026,13.888731922658671,2.127515935747559,54.9079128897146,201543.0,-1.8504754700247972,0,6.111268077341329,10.637579678737794,0.6226386135924334,17.371486369671555
Odisha,ODISHA__MAYURBHANJ,ODISHA__MAYURBHANJ,Mayurbhanj,BJP,BISHWESWAR TUDU,42.05755256846353,Odisha,ODISHA__MAYURBHANJ,Mayurbhanj,BJP,NABA CHARAN MAJHI,49.91022528853115,Odisha,Mayurbhanj,False,7.852672720067623,-8.633662784904754,0.9905147715798166,16.486335504972377,18.68182786082364,2.7734258282954367,49.91022528853115,219334.0,7.852672720067623,0,1.3181721391763617,13.867129141477184,1.9810295431596332,17.16633082381318
Gujarat,GUJARAT__VALSAD,GUJARAT__VALSAD,Valsad,BJP,Dr.K.C.PATEL,61.24992760102731,Gujarat,GUJARAT__VALSAD,Valsad,BJP,DHAVAL LAXMANBHAI PATEL,56.134848330151584,Gujarat,Valsad,False,7.4787648637790625,-5.115079270875725,1.0988469388988278,12.593844134654788,15.476883909414568,2.0803897876000876,56.134848330151584,210704.0,-5.115079270875725,0,4.523116090585432,10.401948938000437,2.1976938777976556,17.122758906383524
Tamil Nadu,TAMIL_NADU__ARAKKONAM,TAMIL_NADU__ARAKKONAM,Arakkonam,DMK,S. JAGATHRAKSHAKAN,57.05906320560922,Tamil Nadu,TAMIL_NADU__ARAKKONAM,ARAKKONAM,DMK,S JAGATHRATCHAKAN,48.39365469977368,Tamil Nadu,ARAKKONAM,False,22.052942803968303,-11.750996590315449,0.707271537861363,33.80393939428375,26.340711895805377,3.120571980783814,48.39365469977368,306559.0,-8.665408505835543,0,0.0,15.602859903919072,1.414543075722726,17.017402979641798
Uttar Pradesh,UTTAR_PRADESH__GHAZIABAD,UTTAR_PRADESH__GHAZIABAD,Ghaziabad,BJP,Vijay Kumar Singh,61.95672423474341,Uttar Pradesh,UTTAR_PRADESH__GHAZIABAD,Ghaziabad,BJP,ATUL GARG,58.089810463605886,Uttar Pradesh,Ghaziabad,False,27.830515049468115,-29.05974327891392,3.0839633811592724,56.89025832838203,22.916085770828943,2.154597373386125,58.089810463605886,336965.0,-3.8669137711375257,0,0.0,10.772986866930625,6.167926762318545,16.94091362924917
Kerala,KERALA__ERNAKULAM,KERALA__ERNAKULAM,Ernakulam,INC,HIBI EDEN,50.7921294702353,Kerala,KERALA__ERNAKULAM,Ernakulam,INC,HIBI EDEN,52.97264585909751,Kerala,Ernakulam,False,25.424387110627407,-7.830265738877813,1.7090124608686101,33.25465284950522,27.499665019956023,2.6833178562395728,52.97264585909751,250385.0,2.180516388862209,0,0.0,13.416589281197863,3.4180249217372203,16.834614202935082
Tamil Nadu,TAMIL_NADU__POLLACHI,TAMIL_NADU__POLLACHI,Pollachi,DMK,SHANMUGA SUNDARAM. K,51.228653957250145,Tamil Nadu,TAMIL_NADU__POLLACHI,POLLACHI,DMK,ESWARASAMY K,47.36728993956725,Tamil Nadu,POLLACHI,False,19.8352641324281,-9.98706749441925,0.7974848922668528,29.82233162684735,22.382942067146523,3.0395999246760512,47.36728993956725,252042.0,-3.861364017682895,0,0.0,15.197999623380255,1.5949697845337056,16.79296940791396
Madhya Pradesh,MADHYA_PRADESH__SIDHI,MADHYA_PRADESH__SIDHI,SIDHI,BJP,Riti Pathak,54.44291555735731,Madhya Pradesh,MADHYA_PRADESH__SIDHI,SIDHI,BJP,DR. RAJESH MISHRA,50.86527599576035,Madhya Pradesh,SIDHI,False,3.114227523696361,-3.5776395615969605,0.6187036580530128,6.691867085293321,17.99202276023653,2.6965984662857325,50.86527599576035,206416.0,-3.5776395615969605,0,2.00797723976347,13.482992331428662,1.2374073161060255,16.728376887298158
Puducherry,PUDUCHERRY__PUDUCHERRY,PUDUCHERRY__PUDUCHERRY,Puducherry,INC,Ve. VAITHILINGAM,56.27257322069907,Puducherry,PUDUCHERRY__PUDUCHERRY,PUDUCHERRY,INC,VE. VAITHILINGAM,52.72730648315469,Puducherry,PUDUCHERRY,False,35.83050721588237,-31.35666953310739,0.6554557614597764,67.18717674898976,16.89679926727232,2.4393296676291056,52.72730648315469,136516.0,-3.545266737544381,0,3.1032007327276787,12.196648338145529,1.3109115229195527,16.61076059379276
Assam,ASSAM__LAKHIMPUR,ASSAM__LAKHIMPUR,Lakhimpur,BJP,PRADAN BARUAH,60.48711854028041,Assam,ASSAM__LAKHIMPUR,Lakhimpur,BJP,PRADAN BARUAH,54.74854154592005,Assam,Lakhimpur,False,4.955505730557661,-5.738576994360365,1.0041657886572903,10.694082724918026,16.616138849121633,2.242527025631334,54.74854154592005,201257.0,-5.738576994360365,0,3.383861150878367,11.21263512815667,2.0083315773145807,16.60482785634962
Uttar Pradesh,UTTAR_PRADESH__HATHRAS,UTTAR_PRADESH__HATHRAS,Hathras,BJP,RAJVIR DILER,59.48905236400434,Uttar Pradesh,UTTAR_PRADESH__HATHRAS,Hathras,BJP,ANOOP PRADHAN BALMIKI,51.2363307226245,Uttar Pradesh,Hathras,False,18.588647110979757,-8.474008234663764,1.6520989143972142,27.06265534564352,22.84228609428107,2.647256050074662,51.2363307226245,247318.0,-8.252721641379836,0,0.0,13.236280250373309,3.3041978287944285,16.540478079167737
Jammu & Kashmir,JAMMU_&_KASHMIR__SRINAGAR,JAMMU_AND_KASHMIR__SRINAGAR,Srinagar,JKN,Farooq Abdullah,57.13689303759527,Jammu and Kashmir,JAMMU_AND_KASHMIR__SRINAGAR,SRINAGAR,JKN,AGA SYED RUHULLAH MEHDI,52.85008930131716,Jammu and Kashmir,SRINAGAR,False,24.946611733274885,-4.2868037362781095,1.1438791947737572,29.233415469552995,27.903477568042277,2.8369683077873873,52.85008930131716,188416.0,-4.2868037362781095,0,0.0,14.184841538936936,2.2877583895475144,16.47259992848445
Haryana,HARYANA__KARNAL,HARYANA__KARNAL,Karnal,BJP,Sanjay Bhatia,70.08369198030017,Haryana,HARYANA__KARNAL,KARNAL,BJP,MANOHAR LAL,54.92899876067322,Haryana,KARNAL,False,18.009242372425042,-15.154693219626957,1.2428800229450085,33.163935592052,17.280509877464162,2.249101299254505,54.92899876067322,232577.0,-15.154693219626957,0,2.719490122535838,11.245506496272526,2.485760045890017,16.450756664698382
Madhya Pradesh,MADHYA_PRADESH__DHAR,MADHYA_PRADESH__DHAR,DHAR,BJP,CHATTARSINGH DARBAR,53.725898944448915,Madhya Pradesh,MADHYA_PRADESH__DHAR,DHAR,BJP,SAVITRI THAKUR,55.74908564226789,Madhya Pradesh,DHAR,False,2.0231866978189785,-1.7130912816490491,0.5996817817210018,3.736277979468028,15.344438487513372,2.108071772588356,55.74908564226789,218665.0,2.0231866978189785,0,4.655561512486628,10.540358862941781,1.1993635634420037,16.395283938870413
Jammu & Kashmir,JAMMU_&_KASHMIR__ANANTNAG,JAMMU_AND_KASHMIR__ANANTNAG-RAJOURI,Anantnag,JKN,HASNAIN MASOODI,32.17076607737638,Jammu and Kashmir,JAMMU_AND_KASHMIR__ANANTNAG-RAJOURI,ANANTNAG-RAJOURI,JKN,MIAN ALTAF AHMAD,50.8538729306104,Jammu and Kashmir,ANANTNAG-RAJOURI,False,18.683106853234023,-1.04700162063466,0.6303711783356457,19.730108473868682,27.46134085921329,2.995924814516862,50.8538729306104,281794.0,18.683106853234023,0,0.0,14.97962407258431,1.2607423566712914,16.2403664292556
Bihar,BIHAR__DARBHANGA,BIHAR__DARBHANGA,Darbhanga,BJP,Gopal Jee Thakur,60.7948633983975,Bihar,BIHAR__DARBHANGA,Darbhanga,BJP,GOPAL JEE THAKUR,55.32501972301852,Bihar,Darbhanga,False,4.905194767755255,-5.469843675378982,1.2662668800065093,10.375038443134237,17.394921225092368,2.217436508259608,55.32501972301852,178156.0,-5.469843675378982,0,2.605078774907632,11.08718254129804,2.5325337600130187,16.22479507621869
Tamil Nadu,TAMIL_NADU__TIRUVANNAMALAI,TAMIL_NADU__TIRUVANNAMALAI,Tiruvannamalai,DMK,ANNADURAI C N,57.849719855973056,Tamil Nadu,TAMIL_NADU__TIRUVANNAMALAI,TIRUVANNAMALAI,DMK,"ANNADURAI, C.N.",47.752934946561595,Tamil Nadu,TIRUVANNAMALAI,False,13.666028947728856,-10.09678490941146,0.34308423863539483,23.762813857140316,20.407965641692684,3.057961877883576,47.752934946561595,233931.0,-10.096784909411461,0,0.0,15.289809389417881,0.6861684772707897,15.975977866688671
Tamil Nadu,TAMIL_NADU__CHENNAI_SOUTH,TAMIL_NADU__CHENNAI_SOUTH,Chennai South,DMK,T.SUMATHY (A) THAMIZHACHI THANGAPANDIAN,50.172624054387015,Tamil Nadu,TAMIL_NADU__CHENNAI_SOUTH,CHENNAI SOUTH,DMK,T.SUMATHY (ALIAS) THAMIZHACHI THANGAPANDIAN,46.99519066769397,Tamil Nadu,CHENNAI SOUTH,False,26.44204922856927,-12.032167495516749,0.20257938862554664,38.47421672408602,20.553141439124698,3.110897306246904,46.99519066769397,225945.0,-3.177433386693046,0,0.0,15.55448653123452,0.4051587772510933,15.959645308485614
Odisha,ODISHA__BARGARH,ODISHA__BARGARH,Bargarh,BJP,Suresh Pujari,46.57740289379379,Odisha,ODISHA__BARGARH,Bargarh,BJP,PRADEEP PUROHIT,54.689570825673506,Odisha,Bargarh,False,8.112167931879718,-5.977369503933268,1.7420400269715652,14.089537435812986,19.213216028534266,2.324337157486566,54.689570825673506,251667.0,8.112167931879718,0,0.7867839714657343,11.62168578743283,3.4840800539431305,15.892549812841693
Tamil Nadu,TAMIL_NADU__SRIPERUMBUDUR,TAMIL_NADU__SRIPERUMBUDUR,Sriperumbudur,DMK,Baalu.T.R.,56.38976046039828,Tamil Nadu,TAMIL_NADU__SRIPERUMBUDUR,SRIPERUMBUDUR,DMK,T R BAALU,52.647135366966594,Tamil Nadu,SRIPERUMBUDUR,False,18.847623244629354,-20.28217591638221,0.6602319746477684,39.12979916101156,33.79951212233724,2.908494038113409,52.647135366966594,487029.0,-3.742625093431684,0,0.0,14.542470190567045,1.3204639492955368,15.862934139862581
Assam,ASSAM__GAUHATI,ASSAM__GUWAHATI,Gauhati,BJP,QUEEN OJA,57.203798482444014,Assam,ASSAM__GUWAHATI,Guwahati,BJP,BIJULI KALITA MEDHI,55.95180409518885,Assam,Guwahati,False,2.6437616761699587,-1.2519943872551664,0.4067268744358036,3.895756063425125,15.699120101488752,2.103670826534538,55.95180409518885,251090.0,-1.2519943872551664,0,4.300879898511248,10.51835413267269,0.8134537488716072,15.632687780055544
Karnataka,KARNATAKA__BANGALORE_NORTH,KARNATAKA__BANGALORE_NORTH,Bangalore North,BJP,D.V. Sadananda Gowda,52.8708994593638,Karnataka,KARNATAKA__BANGALORE_NORTH,Bangalore North,BJP,SHOBHA KARANDLAJE,56.26514975144137,Karnataka,Bangalore North,False,3.3942502920775723,-1.9522018369461944,0.09887084407761106,5.346452129023767,14.80601470809767,2.0469059969442287,56.26514975144137,259476.0,3.3942502920775723,0,5.1939852919023295,10.234529984721144,0.1977416881552221,15.626256964778696
Maharashtra,MAHARASHTRA__THANE,MAHARASHTRA__THANE,Thane,SHS,RAJAN BABURAO VICHARE,63.30265745592977,Maharashtra,MAHARASHTRA__THANE,Thane,SHS,NARESH GANPAT MHASKE,56.08807181903461,Maharashtra,Thane,False,39.51055254578066,-28.092177992991136,0.76413971071467,67.6027305387718,16.577519273253948,2.123228510512383,56.08807181903461,217011.0,-7.214585636895158,0,3.422480726746052,10.616142552561916,1.52827942142934,15.566902700737309
Chhattisgarh,CHHATTISGARH__RAIGARH,CHHATTISGARH__RAIGARH,RAIGARH,BJP,GOMATI SAI,48.76107676035682,Chhattisgarh,CHHATTISGARH__RAIGARH,RAIGARH,BJP,RADHESHYAM RATHIYA,55.629351016714104,Chhattisgarh,RAIGARH,False,6.868274256357282,-4.786144323262796,0.5906647819626374,11.654418579620078,16.544858272566792,2.1617576760531305,55.629351016714104,240391.0,6.868274256357282,0,3.455141727433208,10.808788380265653,1.1813295639252748,15.445259671624136
Tamil Nadu,TAMIL_NADU__THIRUVALLUR,TAMIL_NADU__TIRUVALLUR,Thiruvallur,INC,Dr.K.Jayakumar,54.48785638859557,Tamil Nadu,TAMIL_NADU__TIRUVALLUR,TIRUVALLUR,INC,Sasikanth Senthil,56.21027329434368,Tamil Nadu,TIRUVALLUR,False,15.855487187299868,-29.13934138102201,1.0028517669432029,44.99482856832188,40.35478610704381,2.6766801300619822,56.21027329434368,572155.0,1.722416905748112,0,0.0,13.38340065030991,2.0057035338864058,15.389104184196317
Tamil Nadu,TAMIL_NADU__PERAMBALUR,TAMIL_NADU__PERAMBALUR,Perambalur,DMK,"Dr.PAARIVENDHAR, T. R",61.99831877450087,Tamil Nadu,TAMIL_NADU__PERAMBALUR,PERAMBALUR,DMK,ARUN NEHRU,53.41791634269845,Tamil Nadu,PERAMBALUR,False,14.33424310102672,-8.580402431802426,0.5804540232687282,22.914645532829148,34.45784989010171,2.8408801832751016,53.41791634269845,389107.0,-8.580402431802426,0,0.0,14.204400916375509,1.1609080465374564,15.365308962912964
Tamil Nadu,TAMIL_NADU__KANNIYAKUMARI,TAMIL_NADU__KANNIYAKUMARI,Kanniyakumari,INC,Vasanthakumar. H,59.82914543146216,Tamil Nadu,TAMIL_NADU__KANNIYAKUMARI,KANNIYAKUMARI,INC,VIJAYAKUMAR (Alias) VIJAY VASANTH,53.08248830237451,Tamil Nadu,KANNIYAKUMARI,False,4.022428344451948,-6.746657129087652,0.3600376766221241,10.7690854735396,17.48273901783675,2.4224505081077896,53.08248830237451,179907.0,-6.746657129087652,0,2.5172609821632506,12.112252540538949,0.7200753532442482,15.349588875946447
Maharashtra,MAHARASHTRA__RAVER,MAHARASHTRA__RAVER,Raver,BJP,Khadse Raksha Nikhil,59.96371358434944,Maharashtra,MAHARASHTRA__RAVER,Raver,BJP,KHADSE RAKSHA NIKHIL,53.84461100689104,Maharashtra,Raver,False,30.61418527122917,-29.23261458904216,1.2006228335743774,59.84679986027133,23.23042573566187,2.5778753768544975,53.84461100689104,272183.0,-6.119102577458399,0,0.0,12.889376884272487,2.4012456671487548,15.290622551421242
Jharkhand,JHARKHAND__KODARMA,JHARKHAND__KODARMA,Kodarma,BJP,ANNPURNA DEVI,62.2563435220468,Jharkhand,JHARKHAND__KODARMA,Kodarma,BJP,ANNPURNA DEVI,57.7867009644049,Jharkhand,Kodarma,False,24.627626466980292,-24.58916233513374,1.7894152743135288,49.21678880211403,27.51999322609937,2.3392343206840205,57.7867009644049,377014.0,-4.469642557641897,0,0.0,11.696171603420103,3.5788305486270575,15.275002152047161
Tamil Nadu,TAMIL_NADU__VELLORE,TAMIL_NADU__VELLORE,Vellore,DMK,D.M.KATHIR ANAND,47.301557908689105,Tamil Nadu,TAMIL_NADU__VELLORE,VELLORE,DMK,DM KATHIR ANAND,50.350876261003066,Tamil Nadu,VELLORE,False,31.253043495198582,-36.08879678057792,0.27259255984066527,67.3418402757765,19.097832765804483,2.7443557067673896,50.350876261003066,215702.0,3.0493183523139606,0,0.9021672341955167,13.721778533836948,0.5451851196813305,15.169130887713795
Goa,GOA__NORTH_GOA,GOA__NORTH_GOA,North Goa,BJP,SHRIPAD YESSO NAIK,57.12272646677305,Goa,GOA__NORTH_GOA,North Goa,BJP,SHRIPAD YESSO NAIK,56.436718698688615,Goa,North Goa,False,10.01466821376185,-7.415062426229454,1.6416929340599788,17.429730639991305,25.450883376754163,2.354186432263914,56.436718698688615,116252.0,-0.686007768084437,0,0.0,11.77093216131957,3.2833858681199577,15.054318029439527
Tamil Nadu,TAMIL_NADU__THOOTHUKKUDI,TAMIL_NADU__THOOTHUKKUDI,Thoothukkudi,DMK,KANIMOZHI KARUNANIDHI,56.810654690026766,Tamil Nadu,TAMIL_NADU__THOOTHUKKUDI,THOOTHUKKUDI,DMK,KANIMOZHI KARUNANIDHI,55.259543435739054,Tamil Nadu,THOOTHUKKUDI,False,15.123869984037215,-21.78372440008353,0.5427436719329087,36.90759438412074,40.13567345170184,2.7837713200007848,55.259543435739054,392738.0,-1.5511112542877115,0,0.0,13.918856600003924,1.0854873438658175,15.004343943869742
Uttar Pradesh,UTTAR_PRADESH__GAUTAM_BUDDHA_NAGAR,UTTAR_PRADESH__GAUTAM_BUDDHA_NAGAR,Gautam Buddha Nagar,BJP,Dr. MAHESH SHARMA,59.64397911772983,Uttar Pradesh,UTTAR_PRADESH__GAUTAM_BUDDHA_NAGAR,Gautam Buddha Nagar,BJP,DR. MAHESH SHARMA,59.68569011246525,Uttar Pradesh,Gautam Buddha Nagar,False,20.758966466375924,-17.949584660826535,1.6357062794427222,38.708551127202455,38.92672364608933,2.3252988109135715,59.68569011246525,559472.0,0.04171099473542483,0,0.0,11.626494054567857,3.2714125588854444,14.897906613453301
Rajasthan,RAJASTHAN__PALI,RAJASTHAN__PALI,Pali,BJP,P. P. CHAUDHARY,66.19721002883514,Rajasthan,RAJASTHAN__PALI,PALI,BJP,P. P. CHAUDHARY,55.9436773271918,Rajasthan,PALI,False,7.040673158730936,-10.253532701643344,1.0164318277596491,17.29420586037428,18.122572648802446,2.190075381913587,55.9436773271918,245351.0,-10.253532701643344,0,1.8774273511975537,10.950376909567936,2.0328636555192983,14.860667916284788
Tamil Nadu,TAMIL_NADU__CHENNAI_NORTH,TAMIL_NADU__CHENNAI_NORTH,Chennai North,DMK,Dr. KALANIDHI VEERASWAMY,61.848055298285274,Tamil Nadu,TAMIL_NADU__CHENNAI_NORTH,CHENNAI NORTH,DMK,DR.KALANIDHI VEERASWAMY,55.106821246574754,Tamil Nadu,CHENNAI NORTH,False,17.51943791004655,-13.549126414768535,0.5167289670612135,31.068564324815085,37.587383336528205,2.764482137934255,55.106821246574754,339222.0,-6.741234051710521,0,0.0,13.822410689671274,1.033457934122427,14.855868623793702
West Bengal,WEST_BENGAL__BOLPUR,WEST_BENGAL__BOLPUR,Bolpur,AITC,ASIT KUMAR MAL,47.84683723530712,West Bengal,WEST_BENGAL__BOLPUR,Bolpur,AITC,ASIT KUMAR MAL,55.979705195391475,West Bengal,Bolpur,False,8.132867960084354,-5.996148185748837,1.664960759365463,14.12901614583319,21.410495462783047,2.286426342421013,55.979705195391475,327253.0,8.132867960084354,0,0.0,11.432131712105065,3.329921518730926,14.76205323083599
West Bengal,WEST_BENGAL__BASIRHAT,WEST_BENGAL__BASIRHAT,Basirhat,AITC,Nusrat Jahan Ruhi,54.56336567971708,West Bengal,WEST_BENGAL__BASIRHAT,Basirhat,AITC,SK NURUL ISLAM,52.76102615135476,West Bengal,Basirhat,False,8.106860898739072,-7.2685526592104175,0.8410650543909827,15.37541355794949,21.894891758637417,2.611236457172108,52.76102615135476,333547.0,-1.8023395283623174,0,0.0,13.05618228586054,1.6821301087819653,14.738312394642506
Karnataka,KARNATAKA__SHIMOGA,KARNATAKA__SHIMOGA,Shimoga,BJP,B.Y.RAGHAVENDRA.,56.862346396047926,Karnataka,KARNATAKA__SHIMOGA,Shimoga,BJP,B.Y.RAGHAVENDRA,56.542799137976104,Karnataka,Shimoga,False,38.846694510116,-39.46097507200581,0.9093403566828664,78.3076695821218,17.6961046278601,2.12243813672544,56.542799137976104,243715.0,-0.3195472580718217,0,2.3038953721398983,10.612190683627201,1.8186807133657328,14.734766769132833
Jharkhand,JHARKHAND__CHATRA,JHARKHAND__CHATRA,Chatra,BJP,SUNIL KUMAR SINGH,57.03163390165854,Jharkhand,JHARKHAND__CHATRA,Chatra,BJP,KALI CHARAN SINGH,52.88715469066562,Jharkhand,Chatra,False,16.326103614250897,-9.009792242884776,0.8102191117122677,25.335895857135675,20.33899709218037,2.5806571344939067,52.88715469066562,220959.0,-4.14447921099292,0,0.0,12.903285672469533,1.6204382234245354,14.523723895894069
Tamil Nadu,TAMIL_NADU__ERODE,TAMIL_NADU__ERODE,Erode,DMK,GANESHAMURTHI A,52.77746302662421,Tamil Nadu,TAMIL_NADU__ERODE,ERODE,DMK,K.E.PRAKASH,51.42922729812708,Tamil Nadu,ERODE,False,7.12542172608405,-4.4686443860307925,0.32712100440085023,11.594066112114842,21.63535978299342,2.7449687525308257,51.42922729812708,236566.0,-1.34823572849713,0,0.0,13.724843762654128,0.6542420088017005,14.379085771455829
Jharkhand,JHARKHAND__PALAMAU,JHARKHAND__PALAMU,Palamau,BJP,VISHNU DAYAL RAM,62.46421772486313,Jharkhand,JHARKHAND__PALAMU,Palamu,BJP,VISHNU DAYAL RAM,55.392316884992,Jharkhand,Palamu,False,11.641467909941555,-7.071900839871134,1.3373045060494897,18.713368749812687,20.76645637064638,2.334059553492403,55.392316884992,288807.0,-7.071900839871134,0,0.0,11.670297767462014,2.6746090120989794,14.344906779560993
Gujarat,GUJARAT__BARDOLI,GUJARAT__BARDOLI,Bardoli,BJP,PARBHUBHAI NAGARBHAI VASAVA,55.063210384277006,Gujarat,GUJARAT__BARDOLI,Bardoli,BJP,PARBHUBHAI NAGARBHAI VASAVA,57.03958612234597,Gujarat,Bardoli,False,1.9763757380689668,-0.8739367881320853,0.5307428562559349,2.8503125262010522,17.191617021308367,2.063359638498746,57.03958612234597,230253.0,1.9763757380689668,0,2.8083829786916326,10.31679819249373,1.0614857125118697,14.186666883697232
Rajasthan,RAJASTHAN__BHILWARA,RAJASTHAN__BHILWARA,Bhilwara,BJP,SUBHASH CHANDRA BAHERIA,71.58723339638752,Rajasthan,RAJASTHAN__BHILWARA,BHILWARA,BJP,DAMODAR AGARWAL,61.91682734141115,Rajasthan,BHILWARA,False,9.843386828411294,-9.670406054976368,2.07468729836724,19.513792883387662,27.18547679192269,1.9833264442099907,61.91682734141115,354606.0,-9.670406054976368,0,0.0,9.916632221049953,4.14937459673448,14.066006817784434
Himachal Pradesh,HIMACHAL_PRADESH__HAMIRPUR,HIMACHAL_PRADESH__HAMIRPUR,Hamirpur,BJP,ANURAG SINGH THAKUR,69.04491967252076,Himachal Pradesh,HIMACHAL_PRADESH__HAMIRPUR,HAMIRPUR,BJP,ANURAG SINGH THAKUR,57.96710090970463,Himachal Pradesh,HAMIRPUR,False,11.920678797886875,-11.077818762816136,0.7197656630784605,22.99849756070301,17.412722496641244,1.9979078612256809,57.96710090970463,182357.0,-11.077818762816136,0,2.587277503358756,9.989539306128405,1.439531326156921,14.016348135644082
West Bengal,WEST_BENGAL__JAYNAGAR,WEST_BENGAL__JAYNAGAR,Jaynagar,AITC,PRATIMA MONDAL,56.1316184180836,West Bengal,WEST_BENGAL__JAYNAGAR,Jaynagar,AITC,PRATIMA MONDAL,60.31925678068245,West Bengal,Jaynagar,False,4.40918880018022,-4.168304450803209,1.4334418386282817,8.57749325098343,31.715173903688783,2.229168142844208,60.31925678068245,470219.0,4.187638362598854,0,0.0,11.145840714221041,2.8668836772565633,14.012724391477605
Bihar,BIHAR__MUZAFFARPUR,BIHAR__MUZAFFARPUR,Muzaffarpur,BJP,Ajay Nishad,63.02682390656336,Bihar,BIHAR__MUZAFFARPUR,Muzaffarpur,BJP,RAJ BHUSHAN CHOUDHARY,55.70977832910846,Bihar,Muzaffarpur,False,34.59198532980961,-24.27874482792514,1.1863474062098842,58.870730157734755,21.11779299929885,2.3215275701068987,55.70977832910846,234927.0,-7.317045577454898,0,0.0,11.607637850534493,2.3726948124197684,13.980332662954261
