state,constituency_id,constituency_x,actual_winner,actual_party,actual_vote_share,constituency_y,sim_winner,sim_party,sim_vote_share,sim_alliance,flipped,volatility_score,top2_margin_pct,effective_num_parties
West Bengal,WEST_BENGAL__COOCHBEHAR,Coochbehar,JAGADISH CHANDRA BARMA BASUNIA,AITC,48.57373287789394,Coochbehar,JAGADISH CHANDRA BARMA BASUNIA,AITC,49.82460982875019,INDIA,False,69.5850801725735,2.4182895391879953,2.224657693044728
Bihar,BIHAR__KATIHAR,Katihar,TARIQ ANWAR,INC,48.4054403326886,Katihar,TARIQ ANWAR,INC,48.4054403326886,INDIA,False,69.45799779665593,4.256170905794562,2.325095383515051
Bihar,BIHAR__VAISHALI,Vaishali,VEENA DEVI,LJPRV,48.38003173898947,Vaishali,VEENA DEVI,LJPRV,48.38003173898948,UNKNOWN,False,69.41905515651804,7.6475607050833645,2.4883077145055177
Haryana,HARYANA__SONIPAT,SONIPAT,SATPAL BRAHAMCHARI,INC,48.81755674659947,SONIPAT,SATPAL BRAHAMCHARI,INC,48.81755674659948,INDIA,False,69.40426998482015,1.9410219726249665,2.181705068702626
Tamil Nadu,TAMIL_NADU__COIMBATORE,COIMBATORE,GANAPATHY RAJKUMAR P,DMK,41.388865215215546,COIMBATORE,GANAPATHY RAJKUMAR P,DMK,41.38886521521555,INDIA,False,69.37584494894914,8.600317737117336,3.203071984540085
Karnataka,KARNATAKA__GULBARGA,Gulbarga,RADHAKRISHNA,INC,49.77737114043207,Gulbarga,RADHAKRISHNA,INC,49.77737114043207,INDIA,False,69.35747187000472,2.0759616536574015,2.1034080963206083
Maharashtra,MAHARASHTRA__MUMBAI_NORTH_CENTRAL,Mumbai North Central,GAIKWAD VARSHA EKNATH,INC,48.93077022761767,Mumbai North Central,GAIKWAD VARSHA EKNATH,INC,51.44522245213906,INDIA,False,69.34522546625381,1.8136052240264815,2.1661345760431012
Odisha,ODISHA__KEONJHAR,Keonjhar,ANANTA NAYAK,BJP,45.672143019142695,Keonjhar,ANANTA NAYAK,BJP,45.672143019142695,NDA,False,69.28558904402199,7.722492569323137,2.7710940943844076
West Bengal,WEST_BENGAL__TAMLUK,Tamluk,ABHIJIT GANGOPADHYAY,BJP,48.53704291902906,Tamluk,ABHIJIT GANGOPADHYAY,BJP,47.300540217939364,NDA,False,69.27521972891398,4.928172424221103,2.3320267660157916
Odisha,ODISHA__KENDRAPARA,Kendrapara,BAIJAYANT PANDA,BJP,48.21087958105345,Kendrapara,BAIJAYANT PANDA,BJP,48.21087958105344,NDA,False,69.23243096556803,5.209896109021322,2.3647024219824653
Odisha,ODISHA__CUTTACK,Cuttack,BHARTRUHARI MAHTAB,BJP,47.43070766732543,Cuttack,BHARTRUHARI MAHTAB,BJP,47.430707667325436,NDA,False,69.20565790729732,5.092545916068509,2.4394363778799923
West Bengal,WEST_BENGAL__HOOGHLY,Hooghly,RACHNA BANERJEE,AITC,46.30898886400164,Hooghly,RACHNA BANERJEE,AITC,47.57113319801158,INDIA,False,69.18373890192156,5.06441139471147,2.543067971904918
Uttar Pradesh,UTTAR_PRADESH__ETAWAH,Etawah,JITENDRA KUMAR DOHARE,SP,47.47094170542396,Etawah,JITENDRA KUMAR DOHARE,SP,49.72233005514822,INDIA,False,69.11295431922315,5.650987053388334,2.4449075812651446
Karnataka,KARNATAKA__KOLAR,Kolar,M. MALLESH BABU,JD(S),51.02322266068883,Kolar,M. MALLESH BABU,JD(S),51.02322266068883,UNKNOWN,False,68.95862678298778,5.2676007284383175,2.1285829653076487
Manipur,MANIPUR__INNER_MANIPUR,Inner Manipur,ANGOMCHA BIMOL AKOIJAM,INC,46.93417091543826,Inner Manipur,ANGOMCHA BIMOL AKOIJAM,INC,46.93417091543826,INDIA,False,68.76407799226462,13.778568623046644,2.7815360450094713
Bihar,BIHAR__ARRAH,Arrah,SUDAMA PRASAD,CPI(ML)(L),48.27656646552266,Arrah,SUDAMA PRASAD,CPI(ML)(L),48.27656646552266,UNKNOWN,False,68.68043088987683,5.454142542001769,2.395066836493657
Odisha,ODISHA__BHADRAK,Bhadrak,AVIMANYU SETHI,BJP,44.19062462183313,Bhadrak,AVIMANYU SETHI,BJP,44.19062462183312,NDA,False,68.59304119873649,7.0560831585576125,2.7588103045903036
Maharashtra,MAHARASHTRA__PARBHANI,Parbhani,JADHAV SANJAY ( BANDU ) HARIBHAU,SHSUBT,45.17381623466769,Parbhani,JADHAV SANJAY ( BANDU ) HARIBHAU,SHSUBT,45.71664973729474,INDIA,False,68.51825110053421,10.0708696671214,3.0012546637328334
Maharashtra,MAHARASHTRA__JALNA,Jalna,KALYAN VAIJINATHRAO KALE,INC,44.58654739700266,Jalna,KALYAN VAIJINATHRAO KALE,INC,47.057118582830974,INDIA,False,68.37111700666678,8.064931359555352,2.8886169067321643
West Bengal,WEST_BENGAL__BARRACKPUR,Barrackpur,PARTHA BHOWMICK,AITC,45.55996356821327,Barrackpur,PARTHA BHOWMICK,AITC,46.82583439623211,INDIA,False,68.30078340434747,5.643248734520867,2.65562637310964
Uttar Pradesh,UTTAR_PRADESH__FAIZABAD,Faizabad,AWADHESH PRASAD,SP,48.59366630401144,Faizabad,AWADHESH PRASAD,SP,50.839468959215374,INDIA,False,68.25662339904606,4.7838051796283025,2.325713396564593
Karnataka,KARNATAKA__RAICHUR,Raichur,G. KUMAR NAIK.,INC,51.627900176898,Raichur,G. KUMAR NAIK.,INC,51.62790017689799,INDIA,False,68.16106525108421,6.138799140363453,2.111390876137466
Andhra Pradesh,ANDHRA_PRADESH__ONGOLE,Ongole,MAGUNTA SREENIVASULU REDDY,TDP,49.352207192447835,Ongole,MAGUNTA SREENIVASULU REDDY,TDP,49.352207192447835,NDA,False,68.14001778388045,3.5296375932173376,2.2025808595469316
Bihar,BIHAR__SAMASTIPUR,Samastipur,SHAMBHAVI,LJPRV,52.96822925802491,Samastipur,SHAMBHAVI,LJPRV,52.9682292580249,UNKNOWN,False,67.97006363310041,17.106922031222602,2.43204333274627
Maharashtra,MAHARASHTRA__HINGOLI,Hingoli,AASHTIKAR PATIL NAGESH BAPURAO,SHSUBT,42.485624921288576,Hingoli,AASHTIKAR PATIL NAGESH BAPURAO,SHSUBT,43.055074179493644,INDIA,False,67.8825363402825,9.367910580368466,3.2227987665267768
Maharashtra,MAHARASHTRA__LATUR,Latur,DR. KALGE SHIVAJI BANDAPPA,INC,49.151103359834195,Latur,DR. KALGE SHIVAJI BANDAPPA,INC,51.667781171549706,INDIA,False,67.86651422156189,4.994112562637248,2.28417063132148
Maharashtra,MAHARASHTRA__NANDED,Nanded,CHAVAN VASANTRAO BALWANTRAO,INC,46.87721027357315,Nanded,CHAVAN VASANTRAO BALWANTRAO,INC,49.3709194682557,INDIA,False,67.76939588392952,5.268494505669821,2.5019431639805942
Rajasthan,RAJASTHAN__GANGANAGAR,GANGANAGAR,KULDEEP INDORA,INC,51.396893089040354,GANGANAGAR,KULDEEP INDORA,INC,51.396893089040354,INDIA,False,67.76746432349198,6.236531601832063,2.135098261647966
Karnataka,KARNATAKA__KOPPAL,Koppal,K. RAJASHEKAR BASAVARAJ HITNAL,INC,49.927987502784184,Koppal,K. RAJASHEKAR BASAVARAJ HITNAL,INC,49.92798750278417,INDIA,False,67.75999121497078,3.4882793452807377,2.150216355731352
Maharashtra,MAHARASHTRA__WARDHA,Wardha,AMAR SHARADRAO KALE,NCPSP,48.6849459184009,Wardha,AMAR SHARADRAO KALE,NCPSP,50.190665895258654,INDIA,False,67.74195375871477,7.45635664266694,2.45071717094881
Rajasthan,RAJASTHAN__TONK-SAWAI_MADHOPUR,TONK-SAWAI MADHOPUR,HARISH CHANDRA MEENA,INC,50.85367166048147,TONK-SAWAI MADHOPUR,HARISH CHANDRA MEENA,INC,50.85367166048147,INDIA,False,67.71140907093763,5.295112279305776,2.1441310364886026
Nagaland,NAGALAND__NAGALAND,Nagaland,S SUPONGMEREN JAMIR,INC,52.83295390617195,Nagaland,S SUPONGMEREN JAMIR,INC,52.83295390617195,INDIA,False,67.53567971027839,6.7014022155742055,2.032454691011468
Punjab,PUNJAB__KHADOOR_SAHIB,Khadoor Sahib,AMRITPAL SINGH,IND,38.621420693013995,Khadoor Sahib,AMRITPAL SINGH,IND,38.621420693013995,OTHER,False,67.53551748782503,18.824158561449245,4.221218532132589
Assam,ASSAM__KAZIRANGA,Kaziranga,KAMAKHYA PRASAD TASA,BJP,55.0354400200744,Kaziranga,KAMAKHYA PRASAD TASA,BJP,55.0354400200744,NDA,False,67.37307271077373,15.273412407964235,2.16731251427466
Haryana,HARYANA__HISAR,HISAR,JAI PARKASH (J P) S/O HARIKESH,INC,48.58331594434958,HISAR,JAI PARKASH (J P) S/O HARIKESH,INC,48.58331594434958,INDIA,False,67.22459286762816,5.398193533001461,2.359751032123116
Meghalaya,MEGHALAYA__TURA,Tura,SALENG A SANGMA,INC,56.95654366996214,Tura,SALENG A SANGMA,INC,56.95654366996214,INDIA,False,67.21946938230896,23.03087577293281,2.2476864574045115
Rajasthan,RAJASTHAN__CHURU,CHURU,RAHUL KASWAN,INC,51.115260292915075,CHURU,RAHUL KASWAN,INC,51.115260292915075,INDIA,False,67.05812524107932,5.105622804277552,2.1137466902838074
Odisha,ODISHA__DHENKANAL,Dhenkanal,RUDRA NARAYAN PANY,BJP,50.24205465761161,Dhenkanal,RUDRA NARAYAN PANY,BJP,50.24205465761161,NDA,False,66.9948139603487,6.425168649453333,2.2448826099822248
Uttar Pradesh,UTTAR_PRADESH__KAIRANA,Kairana,IQRA CHOUDHARY,SP,48.898876279628006,Kairana,IQRA CHOUDHARY,SP,51.1431604772418,INDIA,False,66.96011617820098,6.400779399262454,2.354446139428712
Rajasthan,RAJASTHAN__KARAULI-DHOLPUR,KARAULI-DHOLPUR,BHAJAN LAL JATAV,INC,53.638214714377376,KARAULI-DHOLPUR,BHAJAN LAL JATAV,INC,53.638214714377376,INDIA,False,66.87066855259346,10.013439635996365,2.090696291837944
Bihar,BIHAR__KHAGARIA,Khagaria,RAJESH VERMA,LJPRV,50.72606116994728,Khagaria,RAJESH VERMA,LJPRV,50.72606116994728,UNKNOWN,False,66.77343363250569,15.173925081034454,2.5877155160741525
Jharkhand,JHARKHAND__SINGHBHUM,Singhbhum,JOBA MAJHI,JMM,51.62421087002046,Singhbhum,JOBA MAJHI,JMM,51.62421087002045,UNKNOWN,False,66.7440144995532,16.71322959476855,2.553163966736589
Maharashtra,MAHARASHTRA__RAMTEK,Ramtek,Shyamkumar (Babalu) Daulat Barve,INC,48.943642855317954,Ramtek,Shyamkumar (Babalu) Daulat Barve,INC,49.944747897370526,INDIA,False,66.71924972740767,6.12912291459083,2.3595859840443034
Maharashtra,MAHARASHTRA__YAVATMAL-_WASHIM,Yavatmal- Washim,SANJAY UTTAMRAO DESHMUKH,SHSUBT,48.5346747937627,Yavatmal- Washim,SANJAY UTTAMRAO DESHMUKH,SHSUBT,49.044232469071986,INDIA,False,66.66780291670366,7.708746419916281,2.4705570193868684
Uttar Pradesh,UTTAR_PRADESH__GHOSI,Ghosi,RAJEEV RAI,SP,43.728087329109414,Ghosi,RAJEEV RAI,SP,45.10057300400919,INDIA,False,66.37470470379749,14.161690958551702,3.1888499600443136
West Bengal,WEST_BENGAL__BARDHAMAN-DURGAPUR,Bardhaman-Durgapur,AZAD KIRTI JHA,AITC,47.98774515189713,Bardhaman-Durgapur,AZAD KIRTI JHA,AITC,49.24153746457425,INDIA,False,66.35188614577466,9.187873267131586,2.5537561951064225
Uttar Pradesh,UTTAR_PRADESH__ROBERTSGANJ,Robertsganj,CHHOTELAL,SP,46.14435215864573,Robertsganj,CHHOTELAL,SP,47.45790454502022,INDIA,False,65.96686112462484,12.801212427380657,2.948613347359074
Uttar Pradesh,UTTAR_PRADESH__BAGHPAT,Baghpat,DR RAJKUMAR SANGWAN,RLD,52.36465393623504,Baghpat,DR RAJKUMAR SANGWAN,RLD,51.08746725486346,UNKNOWN,False,65.96528520058627,17.076848441751906,2.447276763419556
Telangana,TELANGANA__PEDDAPALLE,Peddapalle,VAMSI KRISHNA GADDAM,INC,43.420904870377385,Peddapalle,VAMSI KRISHNA GADDAM,INC,43.420904870377385,INDIA,False,65.72852655196623,11.99348120825896,3.1378876534996984
Bihar,BIHAR__HAJIPUR,Hajipur,CHIRAG PASWAN,LJPRV,53.29396775276892,Hajipur,CHIRAG PASWAN,LJPRV,53.29396775276892,UNKNOWN,False,65.52300867062972,14.723575377989206,2.303110500835646
Bihar,BIHAR__PATLIPUTRA,Patliputra,MISHA BHARTI,RJD,49.85639367237921,Patliputra,MISHA BHARTI,RJD,49.85639367237923,INDIA,False,65.45187435356972,6.924158136865401,2.307681236547387
Maharashtra,MAHARASHTRA__SOLAPUR,Solapur,PRANITI SUSHILKUMAR SHINDE,INC,51.49296172222984,Solapur,PRANITI SUSHILKUMAR SHINDE,INC,54.03329466891903,INDIA,False,65.4394591571817,6.160060108677165,2.1241030957852214
Karnataka,KARNATAKA__CHIKKODI,Chikkodi,PRIYANKA SATISH JARKIHOLI,INC,51.21416875973105,Chikkodi,PRIYANKA SATISH JARKIHOLI,INC,51.21416875973105,INDIA,False,65.3294377810521,6.520311278572223,2.162469580314216
Uttar Pradesh,UTTAR_PRADESH__KAUSHAMBI,Kaushambi,PUSHPENDRA SAROJ,SP,50.50751538893661,Kaushambi,PUSHPENDRA SAROJ,SP,52.743796406902085,INDIA,False,65.09657911018473,10.29832690827272,2.380355100790005
Andhra Pradesh,ANDHRA_PRADESH__KURNOOLU,Kurnoolu,BASTIPATI NAGARAJU PANCHALINGALA,TDP,49.51336809991133,Kurnoolu,BASTIPATI NAGARAJU PANCHALINGALA,TDP,49.51336809991133,NDA,False,64.93897051014609,8.363365845594316,2.3954748955669185
Karnataka,KARNATAKA__BELLARY,Bellary,E. TUKARAM,INC,52.58203025510931,Bellary,E. TUKARAM,INC,52.582030255109316,INDIA,False,64.89461964613996,7.122167270780778,2.0694790424525995
Madhya Pradesh,MADHYA_PRADESH__CHHINDWARA,CHHINDWARA,BUNTY VIVEK SAHU,BJP,49.411761099364135,CHHINDWARA,BUNTY VIVEK SAHU,BJP,49.411761099364135,NDA,False,64.52248304288081,8.707514482762853,2.4271316551898097
Assam,ASSAM__JORHAT,Jorhat,GAURAV GOGOI,INC,54.039147186520594,Jorhat,GAURAV GOGOI,INC,54.039147186520594,INDIA,False,64.45543283827469,10.379323729836962,2.071125424797762
Andhra Pradesh,ANDHRA_PRADESH__NANDYAL,Nandyal,DR BYREDDY SHABARI,TDP,49.92324222560519,Nandyal,DR BYREDDY SHABARI,TDP,49.92324222560519,NDA,False,64.37067179999109,7.973053606547332,2.3419849624805176
Maharashtra,MAHARASHTRA__GADCHIROLI_-_CHIMUR,Gadchiroli - Chimur,DR. KIRSAN NAMDEO,INC,52.96752289173155,Gadchiroli - Chimur,DR. KIRSAN NAMDEO,INC,55.52275039568843,INDIA,False,64.36214745672363,12.148564765595538,2.232682503827995
Odisha,ODISHA__PURI,Puri,SAMBIT PATRA,BJP,52.57832903625752,Puri,SAMBIT PATRA,BJP,52.57832903625752,NDA,False,64.17896142715196,8.748072164138833,2.132038317674944
Maharashtra,MAHARASHTRA__MADHA,Madha,MOHITE-PATIL DHAIRYASHEEL RAJSINH,NCPSP,48.86164637220457,Madha,MOHITE-PATIL DHAIRYASHEEL RAJSINH,NCPSP,50.3728313115511,INDIA,False,63.85512976463709,9.489185797593557,2.52346171851069
Andhra Pradesh,ANDHRA_PRADESH__RAJAHMUNDRY,Rajahmundry,DAGGUBATI PURANDHESHWARI,BJP,54.81903301675021,Rajahmundry,DAGGUBATI PURANDHESHWARI,BJP,54.81903301675022,NDA,False,63.73162301369696,18.04418179472225,2.287699219590277
Telangana,TELANGANA__CHEVELLA,Chevella,KONDA VISHWESHWAR REDDY,BJP,48.34094764449782,Chevella,KONDA VISHWESHWAR REDDY,BJP,48.340947644497824,NDA,False,63.6797075000194,10.320027886643658,2.566088561348753
Andhra Pradesh,ANDHRA_PRADESH__HINDUPUR,Hindupur,B K PARTHASARATHI,TDP,51.22601298135545,Hindupur,B K PARTHASARATHI,TDP,51.22601298135545,NDA,False,63.5312347000954,9.349950823919984,2.2753187629695297
Maharashtra,MAHARASHTRA__NASHIK,Nashik,RAJABHAU (PARAG) PRAKASH WAJE,SHSUBT,49.84861025344244,Nashik,RAJABHAU (PARAG) PRAKASH WAJE,SHSUBT,50.345158666774694,INDIA,False,63.468889555934624,13.094121907138998,2.5871871597800657
Assam,ASSAM__BARPETA,Barpeta,PHANI BHUSAN CHOUDHURY,AGP,51.01673069611488,Barpeta,PHANI BHUSAN CHOUDHURY,AGP,51.01673069611488,UNKNOWN,False,63.46384467202345,13.188524167187149,2.4571963743665592
West Bengal,WEST_BENGAL__JHARGRAM,Jhargram,KALIPADA SAREN (KHERWAL),AITC,49.8696375138093,Jhargram,KALIPADA SAREN (KHERWAL),AITC,51.11406717791971,INDIA,False,63.16497982317082,11.674468740169154,2.513703061537256
Andhra Pradesh,ANDHRA_PRADESH__ANAKAPALLE,Anakapalle,C.M.RAMESH,BJP,57.50023390365584,Anakapalle,C.M.RAMESH,BJP,57.50023390365584,NDA,False,63.03743332310543,22.374016472853597,2.1976499529296203
Maharashtra,MAHARASHTRA__SHIRUR,Shirur,DR. AMOL RAMSING KOLHE,NCPSP,50.833779567889735,Shirur,DR. AMOL RAMSING KOLHE,NCPSP,50.833779567889735,INDIA,False,62.77994936318781,10.254979395604394,2.3592872932868736
Bihar,BIHAR__JAHANABAD,Jahanabad,SURENDRA PRASAD YADAV,RJD,47.87652506564942,Jahanabad,SURENDRA PRASAD YADAV,RJD,47.87652506564942,INDIA,False,62.61810478535416,15.409079611398688,2.9030848865054835
Andaman & Nicobar Islands,ANDAMAN_&_NICOBAR_ISLANDS__ANDAMAN_&_NICOBAR_ISLANDS,Andaman & Nicobar Islands,BISHNU PADA RAY,BJP,50.58218197260437,Andaman & Nicobar Islands,BISHNU PADA RAY,BJP,50.58218197260436,NDA,False,61.84981118258216,12.046574557808356,2.4560798141102276
Tamil Nadu,TAMIL_NADU__TIRUNELVELI,TIRUNELVELI,ROBERT BRUCE C,INC,47.055781639948734,TIRUNELVELI,ROBERT BRUCE C,INC,47.05578163994875,INDIA,False,61.798798744973915,15.515509889006305,2.9839349251046112
Andhra Pradesh,ANDHRA_PRADESH__NARSARAOPET,Narsaraopet,LAVU SRIKRISHNA DEVARAYALU,TDP,53.88188206077879,Narsaraopet,LAVU SRIKRISHNA DEVARAYALU,TDP,53.88188206077879,NDA,False,61.63541924587768,10.65166057713916,2.0945529771847218
Odisha,ODISHA__BERHAMPUR,Berhampur,DR. PRADEEP KUMAR PANIGRAHY,BJP,49.19845472772199,Berhampur,DR. PRADEEP KUMAR PANIGRAHY,BJP,49.19845472772198,NDA,False,61.481596299514464,15.866559659725596,2.709750118800844
Maharashtra,MAHARASHTRA__BARAMATI,Baramati,SUPRIYA SULE,NCPSP,51.850640316239115,Baramati,SUPRIYA SULE,NCPSP,51.85064031623913,INDIA,False,61.38603186144487,11.210614373642777,2.3019457027340544
Tamil Nadu,TAMIL_NADU__CUDDALORE,CUDDALORE,M.K. VISHNUPRASAD,INC,44.11296256263553,CUDDALORE,M.K. VISHNUPRASAD,INC,44.11296256263554,INDIA,False,61.29702835041331,18.02080919924425,3.272873881074258
Maharashtra,MAHARASHTRA__KOLHAPUR,Kolhapur,CHHATRAPATI SHAHU SHAHAJI,INC,54.15258166430541,Kolhapur,CHHATRAPATI SHAHU SHAHAJI,INC,55.051550651279825,INDIA,False,61.278081119324824,11.121876718011436,2.089960938579274
Maharashtra,MAHARASHTRA__NANDURBAR,Nandurbar,ADV GOWAAL KAGADA PADAVI,INC,53.52763102286124,Nandurbar,ADV GOWAAL KAGADA PADAVI,INC,56.08851618470831,INDIA,False,61.11935098453535,11.417345151538854,2.154649872080587
Andhra Pradesh,ANDHRA_PRADESH__ELURU,Eluru,PUTTA MAHESH KUMAR,TDP,54.00322275114703,Eluru,PUTTA MAHESH KUMAR,TDP,54.00322275114703,NDA,False,61.04804924329865,13.158505957458814,2.1783434088403015
Karnataka,KARNATAKA__BIDAR,Bidar,SAGAR ESHWAR KHANDRE,INC,53.634806435046634,Bidar,SAGAR ESHWAR KHANDRE,INC,53.63480643504662,INDIA,False,60.922724200810336,10.373719534870991,2.105686299248948
Jharkhand,JHARKHAND__LOHARDAGA,Lohardaga,SUKHDEO BHAGAT,INC,49.94576709318858,Lohardaga,SUKHDEO BHAGAT,INC,49.945767093188586,INDIA,False,60.87556400501282,14.386764895954514,2.6376570985483827
Tamil Nadu,TAMIL_NADU__ARANI,ARANI,THARANIVENTHAN M S,DMK,43.85829209277525,ARANI,THARANIVENTHAN M S,DMK,43.858292092775244,INDIA,False,60.8451345662665,18.308615308249603,3.286868331327793
Uttar Pradesh,UTTAR_PRADESH__BARABANKI,Barabanki,TANUJ PUNIA,INC,55.78087978466397,Barabanki,TANUJ PUNIA,INC,57.35442402491311,INDIA,False,60.22054485005064,16.71302631109981,2.1516089601118633
Telangana,TELANGANA__WARANGAL,Warangal,KADIYAM KAVYA,INC,45.84532779787152,Warangal,KADIYAM KAVYA,INC,45.84532779787152,INDIA,False,60.208200041250265,17.377632801396906,3.0769385337796367
Andhra Pradesh,ANDHRA_PRADESH__KAKINADA,Kakinada,TANGELLA UDAY SRINIVAS (TEA TIME UDAY),JNP,54.8727142291001,Kakinada,TANGELLA UDAY SRINIVAS (TEA TIME UDAY),JNP,54.8727142291001,UNKNOWN,False,59.835678507004886,17.25751859485954,2.255625438612973
Andhra Pradesh,ANDHRA_PRADESH__ANANTHAPUR,Ananthapur,AMBICA G LAKSHMINARAYANA VALMIKI,TDP,53.334495025089765,Ananthapur,AMBICA G LAKSHMINARAYANA VALMIKI,TDP,53.334495025089765,NDA,False,59.262001415422006,13.09020652195042,2.23494275664396
Uttar Pradesh,UTTAR_PRADESH__KANNAUJ,Kannauj,AKHILESH YADAV,SP,52.740564593010696,Kannauj,AKHILESH YADAV,SP,54.96573591344348,INDIA,False,59.121335264379915,14.034929255489049,2.312098530911529
Andhra Pradesh,ANDHRA_PRADESH__MACHILIPATNAM,Machilipatnam,BALASHOWRY VALLABHANENI,JNP,55.216218852991304,Machilipatnam,BALASHOWRY VALLABHANENI,JNP,55.216218852991304,UNKNOWN,False,58.66322167147577,17.0105426507846,2.2138773715706472
Karnataka,KARNATAKA__CHAMARAJANAGAR,Chamarajanagar,SUNIL BOSE,INC,54.874627408294806,Chamarajanagar,SUNIL BOSE,INC,54.8746274082948,INDIA,False,58.37509095156167,13.77620187516836,2.126436462579179
Karnataka,KARNATAKA__MANDYA,Mandya,H.D. KUMARASWAMY,JD(S),58.33734515674188,Mandya,H.D. KUMARASWAMY,JD(S),58.33734515674188,UNKNOWN,False,57.91285311082361,19.4909561059724,2.0351426532159262
Tamil Nadu,TAMIL_NADU__MAYILADUTHURAI,MAYILADUTHURAI,SUDHA R,INC,47.66527413607328,MAYILADUTHURAI,SUDHA R,INC,47.66527413607328,INDIA,False,57.83902355877682,24.9315992895152,3.16293672985744
Karnataka,KARNATAKA__BANGALORE_RURAL,Bangalore Rural,DR C N MANJUNATH,BJP,56.2114881690405,Bangalore Rural,DR C N MANJUNATH,BJP,56.2114881690405,NDA,False,57.81594940863729,14.047480125446723,2.025106763380171
Jharkhand,JHARKHAND__KHUNTI,Khunti,KALI CHARAN MUNDA,INC,54.623340685526145,Khunti,KALI CHARAN MUNDA,INC,54.62334068552616,INDIA,False,57.764040147742534,15.979275784097489,2.22868902696506
Tamil Nadu,TAMIL_NADU__TIRUCHIRAPPALLI,TIRUCHIRAPPALLI,DURAI VAIKO,MDMK,51.34767851934347,TIRUCHIRAPPALLI,DURAI VAIKO,MDMK,51.34767851934347,UNKNOWN,False,57.443851643664296,29.650063827933536,3.0241921823617823
Andhra Pradesh,ANDHRA_PRADESH__CHITTOOR,Chittoor,DAGGUMALLA PRASADA RAO,TDP,54.83787302032551,Chittoor,DAGGUMALLA PRASADA RAO,TDP,54.837873020325524,NDA,False,57.215451075226646,15.539198101006647,2.193861604840782
Telangana,TELANGANA__MAHABUBABAD,Mahabubabad,BALRAM NAIK PORIKA,INC,55.26530818390564,Mahabubabad,BALRAM NAIK PORIKA,INC,55.26530818390564,INDIA,False,56.977640918338864,31.49074753829864,2.677110222993585
Tamil Nadu,TAMIL_NADU__THENI,THENI,THANGA TAMILSELVAN,DMK,50.07741721790472,THENI,THANGA TAMILSELVAN,DMK,50.07741721790471,INDIA,False,56.73425635867952,24.432208016165173,2.942608545868939
Andhra Pradesh,ANDHRA_PRADESH__BAPATLA,Bapatla,KRISHNA PRASAD TENNETI,TDP,55.16015821702178,Bapatla,KRISHNA PRASAD TENNETI,TDP,55.16015821702178,NDA,False,56.52705222240088,15.993219270494984,2.179014675856089
Andhra Pradesh,ANDHRA_PRADESH__NELLORE,Nellore,PRABHAKAR REDDY VEMIREDDY,TDP,55.69749260167383,Nellore,PRABHAKAR REDDY VEMIREDDY,TDP,55.69749260167383,NDA,False,56.45234147139317,17.87534465550442,2.1977082899410227
Telangana,TELANGANA__MALKAJGIRI,Malkajgiri,EATALA RAJENDER,BJP,51.24728325929251,Malkajgiri,EATALA RAJENDER,BJP,51.24728325929251,NDA,False,55.92098657757684,20.24337032530563,2.6111790832761623
Assam,ASSAM__DHUBRI,Dhubri,RAKIBUL HUSSAIN,INC,59.98859638540467,Dhubri,RAKIBUL HUSSAIN,INC,59.98859638540467,INDIA,False,55.82479664363665,41.264782312415015,2.341907828468388
Tamil Nadu,TAMIL_NADU__DINDIGUL,DINDIGUL,SACHITHANANTHAM R,CPIM,58.29303744451432,DINDIGUL,SACHITHANANTHAM R,CPIM,58.29303744451432,INDIA,False,55.64641767434361,38.60585358131071,2.526531371554638
Andhra Pradesh,ANDHRA_PRADESH__NARSAPURAM,Narsapuram,BHUPATHI RAJU SRINIVASA VARMA (B.J.P.VARMA),BJP,57.46071555037213,Narsapuram,BHUPATHI RAJU SRINIVASA VARMA (B.J.P.VARMA),BJP,57.46071555037213,NDA,False,55.44987756643852,22.48594141362294,2.2051072520781503
Andhra Pradesh,ANDHRA_PRADESH__AMALAPURAM,Amalapuram,G M HARISH (BALAYOGI),TDP,61.25411765067565,Amalapuram,G M HARISH (BALAYOGI),TDP,61.25411765067565,NDA,False,55.15701767395933,26.300393665081863,2.009394539253939
Uttar Pradesh,UTTAR_PRADESH__AMETHI,Amethi,KISHORI LAL,INC,54.985616990815465,Amethi,KISHORI LAL,INC,56.55112827355098,INDIA,False,55.1436349726881,17.049142882781275,2.233720425645743
Rajasthan,RAJASTHAN__DAUSA,DAUSA,MURARI LAL MEENA,INC,60.24475778711218,DAUSA,MURARI LAL MEENA,INC,60.24475778711219,INDIA,False,53.58943863186485,22.124776505638856,1.9671997661784535
Haryana,HARYANA__SIRSA,SIRSA,SELJA,INC,54.17139119701883,SIRSA,SELJA,INC,54.17139119701883,INDIA,False,53.47123977674727,19.82065978066369,2.4012803431448626
Maharashtra,MAHARASHTRA__OSMANABAD,Osmanabad,OMPRAKASH BHUPALSINH ALIAS PAVAN RAJENIMBALKAR,SHSUBT,58.448212875043325,Osmanabad,OMPRAKASH BHUPALSINH ALIAS PAVAN RAJENIMBALKAR,SHSUBT,58.85961670796369,INDIA,False,53.191439726173094,25.748057065599212,2.224312095996249
Andhra Pradesh,ANDHRA_PRADESH__VIZIANAGARAM,Vizianagaram,APPALANAIDU KALISETTI,TDP,57.19588806396345,Vizianagaram,APPALANAIDU KALISETTI,TDP,57.195888063963466,NDA,False,52.92868458151955,19.192036587487166,2.11854447379837
