state,constituency_id,constituency_x,actual_winner,actual_party,actual_vote_share,constituency_y,sim_winner,sim_party,sim_vote_share,sim_alliance,flipped,volatility_score,top2_margin_pct,effective_num_parties
Telangana,TELANGANA__KHAMMAM,Khammam,RAMASAHAYAM RAGHURAM REDDY,INC,61.29141049626663,Khammam,RAMASAHAYAM RAGHURAM REDDY,INC,61.29141049626664,INDIA,False,52.53922341160639,37.38938353673789,2.2627024784788943
Andhra Pradesh,ANDHRA_PRADESH__VISAKHAPATNAM,Visakhapatnam,SRIBHARAT MATHUKUMILI,TDP,65.42070829954042,Visakhapatnam,SRIBHARAT MATHUKUMILI,TDP,65.42070829954042,NDA,False,50.94288747606249,36.35195097774174,1.9491147023703617
Haryana,HARYANA__ROHTAK,ROHTAK,DEEPENDER SINGH HOODA,INC,62.76426853864725,ROHTAK,DEEPENDER SINGH HOODA,INC,62.76426853864723,INDIA,False,50.28510655484396,27.6582247049532,1.933394719009312
Maharashtra,MAHARASHTRA__BULDHANA,Buldhana,JADHAV PRATAPRAO GANPATRAO,SHS,31.53386762998695,Buldhana,JADHAV PRATAPRAO GANPATRAO,SHS,31.22165111879896,NDA,False,44.34496453966273,2.6569721747532213,4.131729512267011
Punjab,PUNJAB__PATIALA,Patiala,DR DHARAMVIRA GANDHI,INC,26.53508638645948,Patiala,DR DHARAMVIRA GANDHI,INC,26.53508638645948,INDIA,False,42.72369743592645,1.2877004678995227,4.605186079903035
Punjab,PUNJAB__LUDHIANA,Ludhiana,AMRINDER SINGH RAJA WARRING,INC,30.422685210974382,Ludhiana,AMRINDER SINGH RAJA WARRING,INC,30.422685210974386,INDIA,False,41.50675576231211,1.9772328370581465,4.293898084050333
Punjab,PUNJAB__FATEHGARH_SAHIB,Fatehgarh Sahib,AMAR SINGH,INC,34.13794731569526,Fatehgarh Sahib,AMAR SINGH,INC,34.13794731569526,INDIA,False,39.60362797366988,3.5105762756400765,4.048723509340377
Punjab,PUNJAB__AMRITSAR,Amritsar,GURJEET SINGH AUJLA,INC,28.176371602462748,Amritsar,GURJEET SINGH AUJLA,INC,28.176371602462748,INDIA,False,38.79096416272883,4.44992359129736,4.517684058011214
Punjab,PUNJAB__BATHINDA,Bathinda,HARSIMRAT KAUR BADAL,SAD,32.71089413379432,Bathinda,HARSIMRAT KAUR BADAL,SAD,32.71089413379432,UNKNOWN,False,38.46468372298228,4.313524501159698,4.285705755140738
Uttar Pradesh,UTTAR_PRADESH__DEORIA,Deoria,SHASHANK MANI,BJP,48.359736530343866,Deoria,SHASHANK MANI,BJP,46.82801669731704,NDA,False,38.298398667466486,3.3395699064897357,2.28001987471723
Tamil Nadu,TAMIL_NADU__VIRUDHUNAGAR,VIRUDHUNAGAR,MANICKAM TAGORE B,INC,36.27984152948345,VIRUDHUNAGAR,MANICKAM TAGORE B,INC,36.279841529483456,INDIA,False,38.2946949447566,0.4123736581847126,3.445380270176409
Andhra Pradesh,ANDHRA_PRADESH__ARAKU,Araku,GUMMA THANUJA RANI,YSRCP,40.96415030336341,Araku,GUMMA THANUJA RANI,YSRCP,40.96415030336341,OTHER,False,37.91984857863435,4.343700217700288,3.1666263519818014
Jharkhand,JHARKHAND__GIRIDIH,Giridih,CHANDRA PRAKASH CHOUDHARY,AJSUP,35.667870778197596,Giridih,CHANDRA PRAKASH CHOUDHARY,AJSUP,35.667870778197596,UNKNOWN,False,37.7997740732928,6.394520067076048,3.4620280276308675
Tamil Nadu,TAMIL_NADU__DHARMAPURI,DHARMAPURI,MANI. A.,DMK,34.67349771443592,DHARMAPURI,MANI. A.,DMK,34.67349771443592,INDIA,False,37.59657451541593,1.70696055238205,3.4824137909810724
Uttar Pradesh,UTTAR_PRADESH__BHADOHI,Bhadohi,DR. VINOD KUMAR BIND,BJP,42.394927893544015,Bhadohi,DR. VINOD KUMAR BIND,BJP,41.21931417708573,NDA,False,37.0695195030445,4.061961690075421,2.8777937745831683
Andhra Pradesh,ANDHRA_PRADESH__THIRUPATHI,Thirupathi,GURUMOORTHY MADDILA,YSRCP,45.72846221167825,Thirupathi,GURUMOORTHY MADDILA,YSRCP,45.72846221167825,OTHER,False,36.442492761730335,1.0537621964891457,2.4318734425960775
Uttar Pradesh,UTTAR_PRADESH__FATEHPUR_SIKRI,Fatehpur Sikri,RAJKUMAR CHAHAR,BJP,43.09383022854408,Fatehpur Sikri,RAJKUMAR CHAHAR,BJP,41.50891942277179,NDA,False,36.395878923756925,4.197146462570892,2.833871736060939
Kerala,KERALA__ATTINGAL,Attingal,ADOOR PRAKASH,INC,33.29314420084011,Attingal,ADOOR PRAKASH,INC,33.29314420084011,INDIA,False,36.21094304449155,0.0694175924882856,3.1107075610193826
Bihar,BIHAR__SIWAN,Siwan,VIJAYLAKSHMI DEVI,JDU,38.727558019995634,Siwan,VIJAYLAKSHMI DEVI,JDU,38.72755801999564,NDA,False,36.19976127362227,9.304140807079635,3.5945326785030627
Uttar Pradesh,UTTAR_PRADESH__MIRZAPUR,Mirzapur,ANUPRIYA PATEL,ADAL,42.66590073321543,Mirzapur,ANUPRIYA PATEL,ADAL,41.62526900801505,UNKNOWN,False,36.158671993808134,3.42046580212682,2.8285146180880254
Maharashtra,MAHARASHTRA__HATKANANGALE,Hatkanangale,DHAIRYASHEEL SAMBHAJIRAO MANE,SHS,40.137373999246925,Hatkanangale,DHAIRYASHEEL SAMBHAJIRAO MANE,SHS,39.73997425668013,NDA,False,35.24940630889175,1.035937606093718,2.993929044348042
Karnataka,KARNATAKA__BIJAPUR,Bijapur,RAMESH JIGAJINAGI,BJP,51.90754825578614,Bijapur,RAMESH JIGAJINAGI,BJP,51.90754825578615,NDA,False,34.23459024233182,5.9585036501418855,2.0804674365440703
Kerala,KERALA__THIRUVANANTHAPURAM,Thiruvananthapuram,SHASHI THAROOR,INC,37.19224534597184,Thiruvananthapuram,SHASHI THAROOR,INC,37.192245345971834,INDIA,False,33.79184846811651,1.6694998769448688,3.0237987894704847
Kerala,KERALA__MAVELIKKARA,Mavelikkara,KODIKUNNIL SURESH,INC,41.28804173543054,Mavelikkara,KODIKUNNIL SURESH,INC,41.28804173543055,INDIA,False,33.75656412683345,1.214341023340431,2.802941845812337
Tamil Nadu,TAMIL_NADU__NAMAKKAL,NAMAKKAL,MATHESWARAN V S,DMK,40.30662050086234,NAMAKKAL,MATHESWARAN V S,DMK,40.306620500862344,INDIA,False,33.58358110742943,2.5396426599249935,3.1194730653275724
Arunachal Pradesh,ARUNACHAL_PRADESH__ARUNACHAL_EAST,Arunachal East,TAPIR GAO,BJP,45.00978534084831,Arunachal East,TAPIR GAO,BJP,45.0097853408483,NDA,False,33.34137322945116,9.40536663337899,2.9406844748435814
Bihar,BIHAR__KISHANGANJ,Kishanganj,MOHAMMAD JAWED,INC,34.99698983319419,Kishanganj,MOHAMMAD JAWED,INC,34.996989833194185,INDIA,False,33.19521701539501,5.185653015075157,3.515178040327784
Bihar,BIHAR__MAHARAJGANJ,Maharajganj,"JANARDAN SINGH ""SIGRIWAL""",BJP,52.21657632463571,Maharajganj,"JANARDAN SINGH ""SIGRIWAL""",BJP,52.216576324635724,NDA,False,32.78977979093279,10.122284685374057,2.218501323625579
West Bengal,WEST_BENGAL__ARAMBAG,Arambag,BAG MITALI,AITC,45.70563775151869,Arambag,BAG MITALI,AITC,46.97078383235691,INDIA,False,32.740419659820745,0.4104346219787445,2.3932455745807864
Rajasthan,RAJASTHAN__NAGAUR,NAGAUR,HANUMAN BENIWAL,RLTP,48.20088932096219,NAGAUR,HANUMAN BENIWAL,RLTP,48.2008893209622,UNKNOWN,False,32.70566301084915,3.409440496482368,2.3044106746343385
Kerala,KERALA__IDUKKI,Idukki,ADV. DEAN KURIAKOSE,INC,51.432629479086,Idukki,ADV. DEAN KURIAKOSE,INC,51.432629479086,INDIA,False,32.590375994743695,15.90743906254275,2.4832255333725524
Rajasthan,RAJASTHAN__JAIPUR_RURAL,JAIPUR RURAL,RAO RAJENDRA SINGH,BJP,48.9580477538996,JAIPUR RURAL,RAO RAJENDRA SINGH,BJP,48.95804775389959,NDA,False,32.50181543039364,0.1279659982853331,2.0912094797564227
Bihar,BIHAR__SARAN,Saran,RAJIV PRATAP RUDY,BJP,46.18191928012311,Saran,RAJIV PRATAP RUDY,BJP,46.181919280123125,NDA,False,32.480167747110826,1.3373365651566118,2.406606160294644
Andhra Pradesh,ANDHRA_PRADESH__RAJAMPET,Rajampet,P V MIDHUN REDDY,YSRCP,48.377607677470614,Rajampet,P V MIDHUN REDDY,YSRCP,48.37760767747061,OTHER,False,32.02475146115623,5.707012849050109,2.3924617542843527
Chhattisgarh,CHHATTISGARH__KANKER,KANKER,BHOJRAJ NAG,BJP,47.22698784364828,KANKER,BHOJRAJ NAG,BJP,47.226987843648274,NDA,False,31.930982959012617,0.148882315799625,2.2462329102624223
West Bengal,WEST_BENGAL__DUM_DUM,Dum dum,SOUGATA RAY,AITC,41.949182807611784,Dum dum,SOUGATA RAY,AITC,43.233017719016715,INDIA,False,31.644287122065588,5.607731781220686,2.9011775254139676
Haryana,HARYANA__KURUKSHETRA,KURUKSHETRA,NAVEEN JINDAL,BJP,44.96123966722836,KURUKSHETRA,NAVEEN JINDAL,BJP,44.96123966722836,NDA,False,31.599272276156437,2.4066401740814953,2.57785030820335
Telangana,TELANGANA__ADILABAD,Adilabad,GODAM NAGESH,BJP,45.98327771919161,Adilabad,GODAM NAGESH,BJP,45.98327771919162,NDA,False,31.57756689698585,7.336696350023509,2.67815785715965
Kerala,KERALA__CHALAKUDY,Chalakudy,BENNY BEHANAN,INC,41.435549944443686,Chalakudy,BENNY BEHANAN,INC,41.43554994444368,INDIA,False,31.573364649295783,6.701868100793973,3.152011785436468
West Bengal,WEST_BENGAL__MALDAHA_UTTAR,Maldaha Uttar,KHAGEN MURMU,BJP,37.17741884283809,Maldaha Uttar,KHAGEN MURMU,BJP,35.99743168441601,NDA,False,31.36375279118486,5.481701677989882,3.1998382440718873
Assam,ASSAM__KARIMGANJ,Karimganj,KRIPANATH MALLAH,BJP,47.52825486841715,Karimganj,KRIPANATH MALLAH,BJP,47.52825486841715,NDA,False,31.205795414777015,1.6008621636750675,2.285208812876554
West Bengal,WEST_BENGAL__RAIGANJ,Raiganj,KARTICK CHANDRA PAUL,BJP,40.987130892799335,Raiganj,KARTICK CHANDRA PAUL,BJP,39.78818994308393,NDA,False,31.162015125364608,4.983445027333424,2.987298795721778
Bihar,BIHAR__ARARIA,Araria,PRADEEP KUMAR SINGH,BJP,47.91355304336719,Araria,PRADEEP KUMAR SINGH,BJP,47.913553043367195,NDA,False,31.024721547882056,1.6042345276872965,2.249568261338357
Bihar,BIHAR__VALMIKI_NAGAR,Valmiki Nagar,SUNIL KUMAR,JDU,47.50478748990316,Valmiki Nagar,SUNIL KUMAR,JDU,47.50478748990316,NDA,False,30.87056866039669,8.955555757240226,2.654409978244596
Tamil Nadu,TAMIL_NADU__KALLAKURICHI,KALLAKURICHI,MALAIYARASAN D,DMK,44.94265218059361,KALLAKURICHI,MALAIYARASAN D,DMK,44.94265218059361,INDIA,False,30.58324921395259,4.30420753412379,2.674140715876711
Andhra Pradesh,ANDHRA_PRADESH__KADAPA,Kadapa,Y. S. AVINASH REDDY,YSRCP,45.77567654456401,Kadapa,Y. S. AVINASH REDDY,YSRCP,45.77567654456401,OTHER,False,30.46673443356169,4.742525388150305,2.5675140943282067
West Bengal,WEST_BENGAL__KRISHNANAGAR,Krishnanagar,MAHUA MOITRA,AITC,44.10350758077367,Krishnanagar,MAHUA MOITRA,AITC,45.376624458481274,INDIA,False,30.42290048279511,3.977310985668907,2.6909148550508237
Bihar,BIHAR__UJIARPUR,Ujiarpur,NITYANAND RAI,BJP,49.513563414287745,Ujiarpur,NITYANAND RAI,BJP,49.513563414287745,NDA,False,30.33841832455757,5.7675698706802265,2.286156969120543
Goa,GOA__SOUTH_GOA,South Goa,CAPTAIN VIRIATO FERNANDES,INC,48.35212643167895,South Goa,CAPTAIN VIRIATO FERNANDES,INC,48.35212643167894,INDIA,False,30.0828349709259,3.0043061351327296,2.265858619860696
Tamil Nadu,TAMIL_NADU__SALEM,SALEM,SELVAGANAPATHI T M,DMK,43.383346974810785,SALEM,SELVAGANAPATHI T M,DMK,43.383346974810785,INDIA,False,29.92627102814967,5.391985555361408,2.893437989216444
Uttar Pradesh,UTTAR_PRADESH__KUSHI_NAGAR,Kushi Nagar,VIJAY KUMAR DUBAY,BJP,47.78835021004495,Kushi Nagar,VIJAY KUMAR DUBAY,BJP,45.56054747268155,NDA,False,29.878306606488295,7.569762782015083,2.529922363130536
West Bengal,WEST_BENGAL__JANGIPUR,Jangipur,KHALILUR RAHAMAN,AITC,39.749845396540536,Jangipur,KHALILUR RAHAMAN,AITC,41.044622285114954,INDIA,False,29.83324921021811,8.515930909959092,3.147242710320531
Chhattisgarh,CHHATTISGARH__KORBA,KORBA,JYOTSNA CHARANDAS MAHANT,INC,46.53357958333911,KORBA,JYOTSNA CHARANDAS MAHANT,INC,46.53357958333911,INDIA,False,29.74661847404843,3.5324035572951544,2.479415663782298
Madhya Pradesh,MADHYA_PRADESH__MORENA,MORENA,SHIVMANGAL SINGH TOMAR,BJP,43.41476808067843,MORENA,SHIVMANGAL SINGH TOMAR,BJP,43.41476808067842,NDA,False,29.659322475005897,4.424208582105578,2.7511294483278457
Uttar Pradesh,UTTAR_PRADESH__JHANSI,Jhansi,ANURAG SHARMA,BJP,50.00456354409181,Jhansi,ANURAG SHARMA,BJP,48.489458125345266,NDA,False,29.643635278029834,7.43307164184727,2.306510588937909
Bihar,BIHAR__SITAMARHI,Sitamarhi,DEVESH CHANDRA THAKUR,JDU,47.14102114092242,Sitamarhi,DEVESH CHANDRA THAKUR,JDU,47.14102114092242,NDA,False,29.53007768747887,4.6943670520442495,2.4735741002025806
Odisha,ODISHA__BHUBANESWAR,Bhubaneswar,APARAJITA SARANGI,BJP,47.35833452687312,Bhubaneswar,APARAJITA SARANGI,BJP,47.35833452687313,NDA,False,29.482079425077888,3.248153093424129,2.3657095596351234
Bihar,BIHAR__BEGUSARAI,Begusarai,GIRIRAJ SINGH,BJP,50.15405434422438,Begusarai,GIRIRAJ SINGH,BJP,50.15405434422438,NDA,False,29.404711277829133,6.293481056606581,2.249721086599416
Bihar,BIHAR__BHAGALPUR,Bhagalpur,AJAY KUMAR MANDAL,JDU,50.37501844314484,Bhagalpur,AJAY KUMAR MANDAL,JDU,50.37501844314484,NDA,False,29.28077035556996,9.855264777775377,2.3848481327055615
Kerala,KERALA__PATHANAMTHITTA,Pathanamthitta,ANTO ANTONY,INC,39.97775044613291,Pathanamthitta,ANTO ANTONY,INC,39.97775044613291,INDIA,False,29.09869613793939,7.19021628610794,3.0083404261364195
Gujarat,GUJARAT__PATAN,Patan,DABHI BHARATSINHJI SHANKARJI,BJP,49.613158721843895,Patan,DABHI BHARATSINHJI SHANKARJI,BJP,49.61315872184389,NDA,False,29.086345700530423,2.6716396018858006,2.142427936215503
Bihar,BIHAR__MUNGER,Munger,RAJIV RANJAN SINGH ALIAS LALAN SINGH,JDU,48.29735549974058,Munger,RAJIV RANJAN SINGH ALIAS LALAN SINGH,JDU,48.29735549974058,NDA,False,29.079928018723656,7.099582909380452,2.4732195768064456
Chhattisgarh,CHHATTISGARH__RAJNANDGAON,RAJNANDGAON,SANTOSH PANDEY,BJP,49.264379792428144,RAJNANDGAON,SANTOSH PANDEY,BJP,49.264379792428144,NDA,False,28.800181183594013,3.0726197073570276,2.1915604010609098
Telangana,TELANGANA__SECUNDERABAD,Secunderabad,G. KISHAN REDDY,BJP,45.14942361970832,Secunderabad,G. KISHAN REDDY,BJP,45.149423619708315,NDA,False,28.75360319624811,4.767200014508539,2.61604606418013
Tamil Nadu,TAMIL_NADU__CHIDAMBARAM,CHIDAMBARAM,THIRUMAAVALAVAN THOL,VCK,43.27791539674964,CHIDAMBARAM,THIRUMAAVALAVAN THOL,VCK,43.277915396749634,UNKNOWN,False,28.641394729712506,8.872982020802503,3.032562247075754
Rajasthan,RAJASTHAN__ALWAR,ALWAR,BHUPENDER YADAV,BJP,50.4206829536044,ALWAR,BHUPENDER YADAV,BJP,50.4206829536044,NDA,False,28.63428909654247,3.851965553940431,2.121478763237541
Uttar Pradesh,UTTAR_PRADESH__KAISERGANJ,Kaiserganj,KARAN BHUSHAN SINGH,BJP,53.78622896735615,Kaiserganj,KARAN BHUSHAN SINGH,BJP,51.5285860371703,NDA,False,28.62254116653929,14.014042005500428,2.224749013726083
West Bengal,WEST_BENGAL__ALIPURDUARS,Alipurduars,MANOJ TIGGA,BJP,48.91792464976161,Alipurduars,MANOJ TIGGA,BJP,47.67952701468816,NDA,False,28.61091975524584,5.307976915538255,2.3219499822756355
Chhattisgarh,CHHATTISGARH__SURGUJA,SURGUJA,CHINTAMANI MAHARAJ,BJP,49.00812152255013,SURGUJA,CHINTAMANI MAHARAJ,BJP,49.00812152255012,NDA,False,28.58911132021885,4.454296765752588,2.2758524247843166
Rajasthan,RAJASTHAN__KOTA,KOTA,OM BIRLA,BJP,50.027830420415995,KOTA,OM BIRLA,BJP,50.027830420415995,NDA,False,28.52589308824254,2.797973812074339,2.112163828044918
Jharkhand,JHARKHAND__GODDA,Godda,NISHIKANT DUBEY,BJP,49.57359584152241,Godda,NISHIKANT DUBEY,BJP,49.57359584152241,NDA,False,28.491858862769373,7.281698521817994,2.3509253114285023
Karnataka,KARNATAKA__BANGALORE_CENTRAL,Bangalore central,P C MOHAN,BJP,50.05013254741704,Bangalore central,P C MOHAN,BJP,50.05013254741705,NDA,False,28.474329206830113,2.484371558134775,2.0970776573959156
Chhattisgarh,CHHATTISGARH__JANJGIR-CHAMPA,JANJGIR-CHAMPA,KAMLESH JANGDE,BJP,48.71279377118888,JANJGIR-CHAMPA,KAMLESH JANGDE,BJP,48.71279377118888,NDA,False,28.470894871058384,4.309601792794346,2.294717313758818
Kerala,KERALA__PALAKKAD,Palakkad,V K SREEKANDAN,INC,40.65981487416927,Palakkad,V K SREEKANDAN,INC,40.659814874169264,INDIA,False,28.44114300843022,7.267849350669408,2.976291197032795
Haryana,HARYANA__BHIWANI-MAHENDRAGARH,BHIWANI-MAHENDRAGARH,DHARAMBIR SINGH,BJP,49.7436612458224,BHIWANI-MAHENDRAGARH,DHARAMBIR SINGH,BJP,49.74366124582241,NDA,False,28.41433342523579,3.5077045280738943,2.1669618860329134
Tamil Nadu,TAMIL_NADU__TIRUPPUR,TIRUPPUR,"SUBBARAYAN, K.",CPI,41.37581845505095,TIRUPPUR,"SUBBARAYAN, K.",CPI,41.37581845505094,INDIA,False,28.402478399379667,11.021671718237034,3.367182935298956
West Bengal,WEST_BENGAL__MURSHIDABAD,Murshidabad,ABU TAHER KHAN,AITC,44.269599801240176,Murshidabad,ABU TAHER KHAN,AITC,45.54189034949272,INDIA,False,28.36075935398999,10.652527733288188,2.8980950244998347
West Bengal,WEST_BENGAL__BARASAT,Barasat,Dr. KAKOLI GHOSH DASTIDAR,AITC,45.1526522558709,Barasat,Dr. KAKOLI GHOSH DASTIDAR,AITC,46.42054950832925,INDIA,False,28.352119935990725,7.450667199094873,2.80326411217579
West Bengal,WEST_BENGAL__BANGAON,Bangaon,SHANTANU THAKUR,BJP,48.18840967967488,Bangaon,SHANTANU THAKUR,BJP,46.953641472313315,NDA,False,28.334735510910768,4.935543845455257,2.372585009485152
Odisha,ODISHA__KALAHANDI,Kalahandi,MALVIKA DEVI,BJP,40.794862109179434,Kalahandi,MALVIKA DEVI,BJP,40.794862109179434,NDA,False,28.234898765263203,10.029125107551543,3.193196825508355
Karnataka,KARNATAKA__HAVERI,Haveri,BASAVARAJ BOMMAI,BJP,50.54677850598791,Haveri,BASAVARAJ BOMMAI,BJP,50.54677850598791,NDA,False,28.084802715062654,3.1173968987227383,2.0810089121354904
Jharkhand,JHARKHAND__RANCHI,Ranchi,SANJAY SETH,BJP,45.91385023011077,Ranchi,SANJAY SETH,BJP,45.91385023011077,NDA,False,28.030822246594465,8.323910867734824,2.7717599676649147
Assam,ASSAM__DIBRUGARH,Dibrugarh,SARBANANDA SONOWAL,BJP,54.27130253566786,Dibrugarh,SARBANANDA SONOWAL,BJP,54.27130253566786,NDA,False,28.00492415771113,21.85059789317559,2.427682864232478
Uttar Pradesh,UTTAR_PRADESH__GONDA,Gonda,KIRTIVARDHAN SINGH,BJP,49.77080106287859,Gonda,KIRTIVARDHAN SINGH,BJP,47.53313538594885,NDA,False,28.001157087121943,4.850957724130119,2.21940062536121
Rajasthan,RAJASTHAN__BIKANER,BIKANER,ARJUN RAM MEGHWAL,BJP,50.679256216231686,BIKANER,ARJUN RAM MEGHWAL,BJP,50.679256216231686,NDA,False,27.982235417535243,4.9818382125438845,2.1463476495910836
Assam,ASSAM__DIPHU,Diphu,AMARSING TISSO,BJP,49.00509206577947,Diphu,AMARSING TISSO,BJP,49.005092065779465,NDA,False,27.85446506146487,21.616456291271437,2.8637669894011455
Odisha,ODISHA__KORAPUT,Koraput,SAPTAGIRI SANKAR ULAKA,INC,41.04564684149301,Koraput,SAPTAGIRI SANKAR ULAKA,INC,41.04564684149302,INDIA,False,27.85188641008704,12.872609716673278,3.4417134700413885
Karnataka,KARNATAKA__CHITRADURGA,Chitradurga,GOVIND MAKTHAPPA KARJOL,BJP,50.10501796388787,Chitradurga,GOVIND MAKTHAPPA KARJOL,BJP,50.10501796388787,NDA,False,27.567699034364207,3.5204245491104373,2.13604976306213
Odisha,ODISHA__BOLANGIR,Bolangir,SANGEETA KUMARI SINGH DEO,BJP,44.11675646028418,Bolangir,SANGEETA KUMARI SINGH DEO,BJP,44.11675646028418,NDA,False,27.521003428135167,9.474321691586065,2.9226017036406744
Himachal Pradesh,HIMACHAL_PRADESH__SHIMLA,SHIMLA,Suresh Kumar Kashyap,BJP,53.5842014918064,SHIMLA,Suresh Kumar Kashyap,BJP,53.5842014918064,NDA,False,27.44345668564229,9.428278339940093,2.0736933576559777
West Bengal,WEST_BENGAL__JALPAIGURI,Jalpaiguri,DR JAYANTA KUMAR ROY,BJP,48.56648139337008,Jalpaiguri,DR JAYANTA KUMAR ROY,BJP,47.329832232209036,NDA,False,27.33980449579667,5.492498997395451,2.3594452765679965
Madhya Pradesh,MADHYA_PRADESH__SATNA,SATNA,GANESH SINGH,BJP,43.412668134757105,SATNA,GANESH SINGH,BJP,43.41266813475711,NDA,False,27.32416233436019,8.021836271402833,2.902351628372592
Uttar Pradesh,UTTAR_PRADESH__BAHARAICH,Baharaich,ANAND KUMAR,BJP,49.10265899148752,Baharaich,ANAND KUMAR,BJP,46.8683174044652,NDA,False,27.154826824292257,6.078844104391024,2.332608837804794
West Bengal,WEST_BENGAL__MALDAHA_DAKSHIN,Maldaha Dakshin,ISHA KHAN CHOUDHURY,INC,41.78709275662164,Maldaha Dakshin,ISHA KHAN CHOUDHURY,INC,41.57919677275786,INDIA,False,27.153315706931952,9.371370335139204,3.047684405384448
Bihar,BIHAR__PURVI_CHAMPARAN,Purvi Champaran,RADHA MOHAN SINGH,BJP,50.49818941815499,Purvi Champaran,RADHA MOHAN SINGH,BJP,50.49818941815499,NDA,False,26.775282922671774,8.222779801953642,2.301837317219466
Haryana,HARYANA__GURGAON,GURGAON,RAO INDERJIT SINGH,BJP,50.48212876085414,GURGAON,RAO INDERJIT SINGH,BJP,50.48212876085414,NDA,False,26.756773373213093,4.688827103130585,2.1519556869205885
Gujarat,GUJARAT__BHARUCH,Bharuch,MANSUKHBHAI DHANJIBHAI VASAVA,BJP,50.72354132400972,Bharuch,MANSUKHBHAI DHANJIBHAI VASAVA,BJP,50.72354132400972,NDA,False,26.721033904087815,7.147504011796848,2.233380143176708
Punjab,PUNJAB__SANGRUR,Sangrur,GURMEET SINGH MEET HAYER,AAAP,36.05998029049239,Sangrur,GURMEET SINGH MEET HAYER,AAAP,36.05998029049239,UNKNOWN,False,26.718786583181146,17.09081725126651,4.507113258119356
Madhya Pradesh,MADHYA_PRADESH__GWALIOR,GWALIOR,BHARAT SINGH KUSHWAH,BJP,49.994081426175285,GWALIOR,BHARAT SINGH KUSHWAH,BJP,49.994081426175285,NDA,False,26.468193522966303,5.226956833123765,2.2171229319545978
Maharashtra,MAHARASHTRA__RAIGAD,Raigad,TATKARE SUNIL DATTATREY,NCP,50.16935235553731,Raigad,TATKARE SUNIL DATTATREY,NCP,49.6726260945914,NDA,False,26.305712910122782,8.16996818228472,2.3291173434593953
Maharashtra,MAHARASHTRA__MAVAL,Maval,SHRIRANG APPA CHANDU BARNE,SHS,48.81157615078473,Maval,SHRIRANG APPA CHANDU BARNE,SHS,48.328293218598745,NDA,False,26.221083235634477,6.806744535194774,2.406928737963775
Karnataka,KARNATAKA__BAGALKOT,Bagalkot,GADDIGOUDAR. PARVATAGOUDA. CHANDANAGOUDA.,BJP,50.93039335560176,Bagalkot,GADDIGOUDAR. PARVATAGOUDA. CHANDANAGOUDA.,BJP,50.93039335560176,NDA,False,26.06946018919567,5.191334594755013,2.1336141833603848
Tamil Nadu,TAMIL_NADU__RAMANATHAPURAM,RAMANATHAPURAM,NAVASKANI K,IUML,45.921757205684,RAMANATHAPURAM,NAVASKANI K,IUML,45.921757205683996,UNKNOWN,False,25.961185969060793,15.02739551994724,3.1020366974957887
Madhya Pradesh,MADHYA_PRADESH__MANDLA,MANDLA,FAGGAN SINGH KULASTE,BJP,48.92936588974442,MANDLA,FAGGAN SINGH KULASTE,BJP,48.92936588974442,NDA,False,25.932430539301116,6.762427456578138,2.390452728955319
Bihar,BIHAR__GOPALGANJ,Gopalganj,DR. ALOK KUMAR SUMAN,JDU,48.15174026623971,Gopalganj,DR. ALOK KUMAR SUMAN,JDU,48.15174026623972,NDA,False,25.92513952064298,11.963948234616815,2.728042338794309
Kerala,KERALA__KASARAGOD,Kasaragod,RAJMOHAN UNNITHAN,INC,44.10235621718113,Kasaragod,RAJMOHAN UNNITHAN,INC,44.10235621718113,INDIA,False,25.74817507157904,9.046727056679003,2.8059731401721075
Madhya Pradesh,MADHYA_PRADESH__BHIND,BHIND,SANDHYA RAY,BJP,51.197465793841225,BHIND,SANDHYA RAY,BJP,51.197465793841225,NDA,False,25.748083666604288,6.181083634332282,2.149492730529627
Odisha,ODISHA__SUNDARGARH,Sundargarh,JUAL ORAM,BJP,42.76620836026327,Sundargarh,JUAL ORAM,BJP,42.76620836026328,NDA,False,25.44258470684108,12.009929251057953,3.037395977643338
Bihar,BIHAR__BANKA,Banka,GIRIDHARI YADAV,JDU,49.96060759943007,Banka,GIRIDHARI YADAV,JDU,49.96060759943007,NDA,False,25.1795280254944,10.239460437507091,2.443559401951681
Bihar,BIHAR__PASCHIM_CHAMPARAN,Paschim Champaran,DR.SANJAY JAISWAL,BJP,53.43316860850481,Paschim Champaran,DR.SANJAY JAISWAL,BJP,53.43316860850481,NDA,False,25.056558660741327,12.57235863369224,2.2075430546555963
Himachal Pradesh,HIMACHAL_PRADESH__MANDI,MANDI,KANGNA RANAUT,BJP,52.86638249278901,MANDI,KANGNA RANAUT,BJP,52.86638249278901,NDA,False,25.04257012796412,7.359151809885709,2.0549294265073574
Uttar Pradesh,UTTAR_PRADESH__GORAKHPUR,Gorakhpur,RAVINDRA SHUKLA ALIAS RAVI KISHAN,BJP,50.747349518759755,Gorakhpur,RAVINDRA SHUKLA ALIAS RAVI KISHAN,BJP,48.50482539180074,NDA,False,24.99988255760005,8.967847728672496,2.3014324187891417
Uttar Pradesh,UTTAR_PRADESH__RAMPUR,Rampur,MOHIBBULLAH,SP,49.737986259385856,Rampur,MOHIBBULLAH,SP,51.97809578048344,INDIA,False,24.88369135604571,9.03170092523441,2.38142232007883
