candidate_id,candidate,party,state,constituency
AMITA_BHARATI__IND,AMITA BHARATI,IND,Uttar Pradesh,Gorakhpur
SONU_RAI__MARD,SONU RAI,MARD,Uttar Pradesh,Gorakhpur
SHRIRAM_PRASAD__ALHP,SHRIRAM PRASAD,ALHP,Uttar Pradesh,Gorakhpur
AJENDRA_SINGH_LODHI__SP,AJENDRA SINGH LODHI,SP,Uttar Pradesh,Hamirpur
KUNWAR_PUSHPENDRA_SINGH_CHANDEL__BJP,KUNWAR PUSHPENDRA SINGH CHANDEL,BJP,Uttar Pradesh,Hamirpur
NIRDOSH_KUMAR_DIXIT__BSP,NIRDOSH KUMAR DIXIT,BSP,Uttar Pradesh,Hamirpur
NOTA__NOTA,NOTA,NOTA,Uttar Pradesh,Hamirpur
ANUPAM_KUMAR_TRIPATHI__BSCP,ANUPAM KUMAR TRIPATHI,BSCP,Uttar Pradesh,Hamirpur
BRIJESH_KUMAR_PAL__RSUP,BRIJESH KUMAR PAL,RSUP,Uttar Pradesh,Hamirpur
BHUVANENDRA_NARAYAN_SINGH__IND,BHUVANENDRA NARAYAN SINGH,IND,Uttar Pradesh,Hamirpur
SANTOSH_KUMAR__IND,SANTOSH KUMAR,IND,Uttar Pradesh,Hamirpur
RAJESH_SINGH__IND,RAJESH SINGH,IND,Uttar Pradesh,Hamirpur
SURESH_KUMAR__EKSP,SURESH KUMAR,EKSP,Uttar Pradesh,Hamirpur
SANJIV_KUMAR__SPSTWDJAP,SANJIV KUMAR,SPSTWDJAP,Uttar Pradesh,Hamirpur
DHARMRAJ__ALHP,DHARMRAJ,ALHP,Uttar Pradesh,Hamirpur
JAI_PRAKASH__BJP,JAI PRAKASH,BJP,Uttar Pradesh,Hardoi
USHA_VERMA__SP,USHA VERMA,SP,Uttar Pradesh,Hardoi
BHIMRAO_AMBEDKAR__BSP,BHIMRAO AMBEDKAR,BSP,Uttar Pradesh,Hardoi
NOTA__NOTA,NOTA,NOTA,Uttar Pradesh,Hardoi
SHIVE_KUMAR__IND,SHIVE KUMAR,IND,Uttar Pradesh,Hardoi
SHYAM_KUMAR__PPID,SHYAM KUMAR,PPID,Uttar Pradesh,Hardoi
SUNIL_KUMAR_VERMA__IND,SUNIL KUMAR VERMA,IND,Uttar Pradesh,Hardoi
INDRAPAL_PASI__JUSTIP,INDRAPAL PASI,JUSTIP,Uttar Pradesh,Hardoi
MUNNA_LAL__NNRP,MUNNA LAL,NNRP,Uttar Pradesh,Hardoi
OM_PRAKASH__IND,OM PRAKASH,IND,Uttar Pradesh,Hardoi
AWADESH_KUMAR__IND,AWADESH KUMAR,IND,Uttar Pradesh,Hardoi
PRADEEP_KUMAR__BKRD,PRADEEP KUMAR,BKrD,Uttar Pradesh,Hardoi
BRAHMA_PRASAD__LJSPTY,BRAHMA PRASAD,LJSPty,Uttar Pradesh,Hardoi
ANOOP_PRADHAN_BALMIKI__BJP,ANOOP PRADHAN BALMIKI,BJP,Uttar Pradesh,Hathras
JASVEER_VALMIKI__SP,JASVEER VALMIKI,SP,Uttar Pradesh,Hathras
HEMBABOO_DHANGAR__BSP,HEMBABOO DHANGAR,BSP,Uttar Pradesh,Hathras
NOTA__NOTA,NOTA,NOTA,Uttar Pradesh,Hathras
JAYPAL_MAHOR__IND,JAYPAL MAHOR,IND,Uttar Pradesh,Hathras
RAJPAL_SINGH__IND,RAJPAL SINGH,IND,Uttar Pradesh,Hathras
GHANSHYAM_SINGH__SBNP,GHANSHYAM SINGH,SBNP,Uttar Pradesh,Hathras
RAVI_KUMAR__IND,RAVI KUMAR,IND,Uttar Pradesh,Hathras
DR._JAYVEER_SINGH_DHANGAR__RSUP,DR. JAYVEER SINGH DHANGAR,RSUP,Uttar Pradesh,Hathras
DINESH_SAI__IND,DINESH SAI,IND,Uttar Pradesh,Hathras
MUNNALAL_JATAV__IND,MUNNALAL JATAV,IND,Uttar Pradesh,Hathras
NARAYAN_DAS_AHIRWAR__SP,NARAYAN DAS AHIRWAR,SP,Uttar Pradesh,Jalaun
BHANU_PRATAP_SINGH_VERMA__BJP,BHANU PRATAP SINGH VERMA,BJP,Uttar Pradesh,Jalaun
SURESH_CHANDRA_GAUTAM__BSP,SURESH CHANDRA GAUTAM,BSP,Uttar Pradesh,Jalaun
NOTA__NOTA,NOTA,NOTA,Uttar Pradesh,Jalaun
BRIJ_MOHAN__IND,BRIJ MOHAN,IND,Uttar Pradesh,Jalaun
NAGENDRA_KUMAR__BSCP,NAGENDRA KUMAR,BSCP,Uttar Pradesh,Jalaun
PREMLATA_VERMA__IND,PREMLATA VERMA,IND,Uttar Pradesh,Jalaun
BABU_SINGH_KUSHWAHA__SP,BABU SINGH KUSHWAHA,SP,Uttar Pradesh,Jaunpur
KRIPASHANKAR_SINGH__BJP,KRIPASHANKAR SINGH,BJP,Uttar Pradesh,Jaunpur
SHYAM_SINGH_YADAV__BSP,SHYAM SINGH YADAV,BSP,Uttar Pradesh,Jaunpur
NOTA__NOTA,NOTA,NOTA,Uttar Pradesh,Jaunpur
ASHOK_SINGH__SMJVKP,ASHOK SINGH,SMJVKP,Uttar Pradesh,Jaunpur
SARFARAZ_AHMAD__IND,SARFARAZ AHMAD,IND,Uttar Pradesh,Jaunpur
JIYALAL_PRAJAPATI__BGDRPP,JIYALAL PRAJAPATI,BGDRPP,Uttar Pradesh,Jaunpur
SHRIPATI_MAURYA__IND,SHRIPATI MAURYA,IND,Uttar Pradesh,Jaunpur
SHAH_ALAM__APNDLK,SHAH ALAM,APNDLK,Uttar Pradesh,Jaunpur
FULACHANDR__MADP,FULACHANDR,MADP,Uttar Pradesh,Jaunpur
KRIPASHANKAR_C_PANDEY__IND,KRIPASHANKAR C PANDEY,IND,Uttar Pradesh,Jaunpur
GOVIND_LAL__IND,GOVIND LAL,IND,Uttar Pradesh,Jaunpur
RAM_PYARE__SUCI,RAM PYARE,SUCI,Uttar Pradesh,Jaunpur
NISHA_PATEL__SRPSP,NISHA PATEL,SRPSP,Uttar Pradesh,Jaunpur
BHARAT_RAM__PPSP,BHARAT RAM,PPSP,Uttar Pradesh,Jaunpur
ANURAG_SHARMA__BJP,ANURAG SHARMA,BJP,Uttar Pradesh,Jhansi
"PRADEEP_JAIN_""ADITYA""__INC","PRADEEP JAIN ""ADITYA""",INC,Uttar Pradesh,Jhansi
RAVI_PRAKASH__BSP,RAVI PRAKASH,BSP,Uttar Pradesh,Jhansi
NOTA__NOTA,NOTA,NOTA,Uttar Pradesh,Jhansi
LAKHAN_LAL__IND,LAKHAN LAL,IND,Uttar Pradesh,Jhansi
RAMESH__IND,RAMESH,IND,Uttar Pradesh,Jhansi
GANESH_RAM__IND,GANESH RAM,IND,Uttar Pradesh,Jhansi
CHANDAN_SINGH__APNDLK,CHANDAN SINGH,APNDLK,Uttar Pradesh,Jhansi
DHARMENDRA_PRATAP__IND,DHARMENDRA PRATAP,IND,Uttar Pradesh,Jhansi
INDRA_SINGH__IND,INDRA SINGH,IND,Uttar Pradesh,Jhansi
ER._DEEPAK_KUMAR_VERMA__ALHP,ER. DEEPAK KUMAR VERMA,ALHP,Uttar Pradesh,Jhansi
IQRA_CHOUDHARY__SP,IQRA CHOUDHARY,SP,Uttar Pradesh,Kairana
PRADEEP_KUMAR__BJP,PRADEEP KUMAR,BJP,Uttar Pradesh,Kairana
SRIPAL__BSP,SRIPAL,BSP,Uttar Pradesh,Kairana
JAHID__SDPI,JAHID,SDPI,Uttar Pradesh,Kairana
NOTA__NOTA,NOTA,NOTA,Uttar Pradesh,Kairana
SHOKINDER_KUMAR__IND,SHOKINDER KUMAR,IND,Uttar Pradesh,Kairana
MANOJ_RANA__IND,MANOJ RANA,IND,Uttar Pradesh,Kairana
VIKAS_KUMAR__IND,VIKAS KUMAR,IND,Uttar Pradesh,Kairana
OMBEER__AAS,OMBEER,AAS,Uttar Pradesh,Kairana
VIKRAM_SINGH__IND,VIKRAM SINGH,IND,Uttar Pradesh,Kairana
PRITI_KASHYAP__RMEP,PRITI KASHYAP,RMEP,Uttar Pradesh,Kairana
VIKRAM_SAINI__ABSTP,VIKRAM SAINI,ABSTP,Uttar Pradesh,Kairana
YOGESH__IND,YOGESH,IND,Uttar Pradesh,Kairana
MOHD_KADIR__IND,MOHD KADIR,IND,Uttar Pradesh,Kairana
NAND_KISHOOR__AAPP,NAND KISHOOR,AAPP,Uttar Pradesh,Kairana
KARAN_BHUSHAN_SINGH__BJP,KARAN BHUSHAN SINGH,BJP,Uttar Pradesh,Kaiserganj
BHAGAT_RAM__SP,BHAGAT RAM,SP,Uttar Pradesh,Kaiserganj
NARENDRA_PANDEY__BSP,NARENDRA PANDEY,BSP,Uttar Pradesh,Kaiserganj
NOTA__NOTA,NOTA,NOTA,Uttar Pradesh,Kaiserganj
ARUNIMA_PANDEY__IND,ARUNIMA PANDEY,IND,Uttar Pradesh,Kaiserganj
AKHILESH_YADAV__SP,AKHILESH YADAV,SP,Uttar Pradesh,Kannauj
SUBRAT_PATHAK__BJP,SUBRAT PATHAK,BJP,Uttar Pradesh,Kannauj
IMRAN_BIN_ZAFAR__BSP,IMRAN BIN ZAFAR,BSP,Uttar Pradesh,Kannauj
NOTA__NOTA,NOTA,NOTA,Uttar Pradesh,Kannauj
ALOK_VERMA__RSOSP,ALOK VERMA,RSOSP,Uttar Pradesh,Kannauj
LALIT_KUMARI__IND,LALIT KUMARI,IND,Uttar Pradesh,Kannauj
SINOD_KUMAR__IND,SINOD KUMAR,IND,Uttar Pradesh,Kannauj
RAJ_KATHERIA__IND,RAJ KATHERIA,IND,Uttar Pradesh,Kannauj
BHANU_PRATAP_SINGH_DOHRE__IND,BHANU PRATAP SINGH DOHRE,IND,Uttar Pradesh,Kannauj
SHAILENDRA_KUMAR__BKPP,SHAILENDRA KUMAR,BKPP,Uttar Pradesh,Kannauj
YADVENDRA_KISHOR__IND,YADVENDRA KISHOR,IND,Uttar Pradesh,Kannauj
SUBHASH_CHANDRA__AIFB,SUBHASH CHANDRA,AIFB,Uttar Pradesh,Kannauj
SUNIL__BSCP,SUNIL,BSCP,Uttar Pradesh,Kannauj
PRAMOD_KUMAR_YADAV__BKRD,PRAMOD KUMAR YADAV,BKrD,Uttar Pradesh,Kannauj
PURUSHOTTAM_TIWARI__IND,PURUSHOTTAM TIWARI,IND,Uttar Pradesh,Kannauj
IRFAN_ALI__IND,IRFAN ALI,IND,Uttar Pradesh,Kannauj
RAMESH_AWASTHI__BJP,RAMESH AWASTHI,BJP,Uttar Pradesh,Kanpur
ALOK_MISRA__INC,ALOK MISRA,INC,Uttar Pradesh,Kanpur
KULDEEP_BHADAURIYA__BSP,KULDEEP BHADAURIYA,BSP,Uttar Pradesh,Kanpur
NOTA__NOTA,NOTA,NOTA,Uttar Pradesh,Kanpur
ASHOK_PASWAN_ADVOCATE__SABJANP,ASHOK PASWAN ADVOCATE,SABJANP,Uttar Pradesh,Kanpur
ALOK_MISHRA__IND,ALOK MISHRA,IND,Uttar Pradesh,Kanpur
MANOJ_KUMAR__IND,MANOJ KUMAR,IND,Uttar Pradesh,Kanpur
AJAY_KUMAR_MISHRA__IND,AJAY KUMAR MISHRA,IND,Uttar Pradesh,Kanpur
PRASHAST_DHEER__AIFB,PRASHAST DHEER,AIFB,Uttar Pradesh,Kanpur
ARVIND_KUMAR_SRIVASTAVA__IND,ARVIND KUMAR SRIVASTAVA,IND,Uttar Pradesh,Kanpur
SANJAY_SINGH__PBI,SANJAY SINGH,PBI,Uttar Pradesh,Kanpur
VALENDRA_KATIYAR__SUCI,VALENDRA KATIYAR,SUCI,Uttar Pradesh,Kanpur
PUSHPENDRA_SAROJ__SP,PUSHPENDRA SAROJ,SP,Uttar Pradesh,Kaushambi
VINOD_KUMAR_SONKAR__BJP,VINOD KUMAR SONKAR,BJP,Uttar Pradesh,Kaushambi
SHUBH_NARAYAN__BSP,SHUBH NARAYAN,BSP,Uttar Pradesh,Kaushambi
NOTA__NOTA,NOTA,NOTA,Uttar Pradesh,Kaushambi
PUSHPENDRA_KUMAR_SAROJ__IND,PUSHPENDRA KUMAR SAROJ,IND,Uttar Pradesh,Kaushambi
NARENDRA_KUMAR__APNDLK,NARENDRA KUMAR,APNDLK,Uttar Pradesh,Kaushambi
SANJAY_KUMAR__IND,SANJAY KUMAR,IND,Uttar Pradesh,Kaushambi
RAJENDRA_SONKAR_URF_PANNA_BHAIYA__IND,RAJENDRA SONKAR URF PANNA BHAIYA,IND,Uttar Pradesh,Kaushambi
PRADEEP_KUMAR__IND,PRADEEP KUMAR,IND,Uttar Pradesh,Kaushambi
RAMESHWAR_PRASAD__BSCP,RAMESHWAR PRASAD,BSCP,Uttar Pradesh,Kaushambi
RAM_ASREY__MWSP,RAM ASREY,MwSP,Uttar Pradesh,Kaushambi
UTKARSH_VERMA_'MADHUR'__SP,UTKARSH VERMA 'MADHUR',SP,Uttar Pradesh,Kheri
AJAY_KUMAR__BJP,AJAY KUMAR,BJP,Uttar Pradesh,Kheri
ANSHAY_KALRA__BSP,ANSHAY KALRA,BSP,Uttar Pradesh,Kheri
NOTA__NOTA,NOTA,NOTA,Uttar Pradesh,Kheri
SANDHYA_JAISWAL__PSJP,SANDHYA JAISWAL,PSJP,Uttar Pradesh,Kheri
SATENDRA_KUMAR_MAURYA__IND,SATENDRA KUMAR MAURYA,IND,Uttar Pradesh,Kheri
OM_NATH_SINGH__RSOSP,OM NATH SINGH,RSOSP,Uttar Pradesh,Kheri
NARESH_SINGH_BHADAURIYA__IND,NARESH SINGH BHADAURIYA,IND,Uttar Pradesh,Kheri
MUKESH_KUMAR_(BHARTI)__RVIP,MUKESH KUMAR (BHARTI),RViP,Uttar Pradesh,Kheri
KHANJAN__NSCBRAP,KHANJAN,NSCBRAP,Uttar Pradesh,Kheri
DARWARI_URF_DARWARI_LAL_CHAUHAN__JKRP,DARWARI URF DARWARI LAL CHAUHAN,JKRP,Uttar Pradesh,Kheri
KM._PANCHSHEELA_ANAND__UPRP,KM. PANCHSHEELA ANAND,UPRP,Uttar Pradesh,Kheri
VIJAY_KUMAR_DUBAY__BJP,VIJAY KUMAR DUBAY,BJP,Uttar Pradesh,Kushi Nagar
AJAY_PRATAP_SINGH_URF_PINTU_SAITHWAR__SP,AJAY PRATAP SINGH URF PINTU SAITHWAR,SP,Uttar Pradesh,Kushi Nagar
SUBH_NARAYAN_CHAUHAN__BSP,SUBH NARAYAN CHAUHAN,BSP,Uttar Pradesh,Kushi Nagar
SWAMI_PRASAD_MAURYA__RSOSP,SWAMI PRASAD MAURYA,RSOSP,Uttar Pradesh,Kushi Nagar
NOTA__NOTA,NOTA,NOTA,Uttar Pradesh,Kushi Nagar
HARIKESH__AAS,HARIKESH,AAS,Uttar Pradesh,Kushi Nagar
RAMCHANDRA_SINGH__IND,RAMCHANDRA SINGH,IND,Uttar Pradesh,Kushi Nagar
SUNIL_KUMAR_SHUKLA__BRTYLKNYKP,SUNIL KUMAR SHUKLA,BRTYLKNYKP,Uttar Pradesh,Kushi Nagar
AMIY_UPADHYAY__IND,AMIY UPADHYAY,IND,Uttar Pradesh,Kushi Nagar
VEDPRAKASH_MISHRA__SBSPSP,VEDPRAKASH MISHRA,SBSPSP,Uttar Pradesh,Kushi Nagar
DAROGA_PRASAD_SAROJ__SP,DAROGA PRASAD SAROJ,SP,Uttar Pradesh,Lalganj
NEELAM_SONKER__BJP,NEELAM SONKER,BJP,Uttar Pradesh,Lalganj
INDU_CHAUDHRI__BSP,INDU CHAUDHRI,BSP,Uttar Pradesh,Lalganj
GANGADEEN__CPI,GANGADEEN,CPI,Uttar Pradesh,Lalganj
NOTA__NOTA,NOTA,NOTA,Uttar Pradesh,Lalganj
BALINDAR__JANKRPR,BALINDAR,JANKRPR,Uttar Pradesh,Lalganj
SUSHMITA_SAROJ__IND,SUSHMITA SAROJ,IND,Uttar Pradesh,Lalganj
RAM_PYARE_SHARAN_VIJAITA__IND,RAM PYARE SHARAN VIJAITA,IND,Uttar Pradesh,Lalganj
RAJ_NATH_SINGH__BJP,RAJ NATH SINGH,BJP,Uttar Pradesh,Lucknow
RAVIDAS_MEHROTRA__SP,RAVIDAS MEHROTRA,SP,Uttar Pradesh,Lucknow
MOHAMMAD_SARWAR_MALIK__BSP,MOHAMMAD SARWAR MALIK,BSP,Uttar Pradesh,Lucknow
NOTA__NOTA,NOTA,NOTA,Uttar Pradesh,Lucknow
MO_AHMAD_URF_RINKU__SDPI,MO AHMAD URF RINKU,SDPI,Uttar Pradesh,Lucknow
AKHAND_PRATAP_SINGH__IND,AKHAND PRATAP SINGH,IND,Uttar Pradesh,Lucknow
SARVAR_ALI__SRVRP,SARVAR ALI,SRVRP,Uttar Pradesh,Lucknow
ISHTIYAQ_ALI__IND,ISHTIYAQ ALI,IND,Uttar Pradesh,Lucknow
KAPIL_MOHAN_CHOWDHARY__MARD,KAPIL MOHAN CHOWDHARY,MARD,Uttar Pradesh,Lucknow
GAURAV_VERMA__HSP,GAURAV VERMA,HSP,Uttar Pradesh,Lucknow
BRIJESH_KUMAR_YADAV__KSNVSWP,BRIJESH KUMAR YADAV,KSNVSWP,Uttar Pradesh,Lucknow
PRIYA_SAROJ__SP,PRIYA SAROJ,SP,Uttar Pradesh,Machhlishahr
BHOLANATH_(B.P._SAROJ)__BJP,BHOLANATH (B.P. SAROJ),BJP,Uttar Pradesh,Machhlishahr
KRIPA_SHANKAR_SAROJ__BSP,KRIPA SHANKAR SAROJ,BSP,Uttar Pradesh,Machhlishahr
NOTA__NOTA,NOTA,NOTA,Uttar Pradesh,Machhlishahr
SHRAVAN_KUMAR__IND,SHRAVAN KUMAR,IND,Uttar Pradesh,Machhlishahr
URMILA__SAPP,URMILA,SaPP,Uttar Pradesh,Machhlishahr
SUBAS__IND,SUBAS,IND,Uttar Pradesh,Machhlishahr
RANG_BAHADUR__IND,RANG BAHADUR,IND,Uttar Pradesh,Machhlishahr
BRIJESH_KUMAR_SAROJ__PBM,BRIJESH KUMAR SAROJ,PBM,Uttar Pradesh,Machhlishahr
RAJENDRA_PRASAD__RSUP,RAJENDRA PRASAD,RSUP,Uttar Pradesh,Machhlishahr
RAM_MILAN__SRPSP,RAM MILAN,SRPSP,Uttar Pradesh,Machhlishahr
KAMLESH__AZSP,KAMLESH,AZSP,Uttar Pradesh,Machhlishahr
BRIJESH_KUMAR__PRJP,BRIJESH KUMAR,PRJP,Uttar Pradesh,Machhlishahr
PANKAJ_CHAUDHARY__BJP,PANKAJ CHAUDHARY,BJP,Uttar Pradesh,Maharajganj
VIRENDRA_CHAUDHARY__INC,VIRENDRA CHAUDHARY,INC,Uttar Pradesh,Maharajganj
MO_MAUSME_ALAM__BSP,MO MAUSME ALAM,BSP,Uttar Pradesh,Maharajganj
NOTA__NOTA,NOTA,NOTA,Uttar Pradesh,Maharajganj
BRIJESH__ABHASP,BRIJESH,ABHASP,Uttar Pradesh,Maharajganj
CHHEDI_MAJDOOR__IND,CHHEDI MAJDOOR,IND,Uttar Pradesh,Maharajganj
RAMPRIT__IND,RAMPRIT,IND,Uttar Pradesh,Maharajganj
SUNIL__IND,SUNIL,IND,Uttar Pradesh,Maharajganj
VINOD_KUMAR_PATEL__SRPSP,VINOD KUMAR PATEL,SRPSP,Uttar Pradesh,Maharajganj
DIMPLE_YADAV__SP,DIMPLE YADAV,SP,Uttar Pradesh,Mainpuri
JAYVEER_SINGH__BJP,JAYVEER SINGH,BJP,Uttar Pradesh,Mainpuri
SHIV_PRASAD_YADAV__BSP,SHIV PRASAD YADAV,BSP,Uttar Pradesh,Mainpuri
NOTA__NOTA,NOTA,NOTA,Uttar Pradesh,Mainpuri
SURESH_CHANDRA__IND,SURESH CHANDRA,IND,Uttar Pradesh,Mainpuri
NAND_RAM_BAGRI__VPI,NAND RAM BAGRI,VPI,Uttar Pradesh,Mainpuri
MANJU_PAL__BSCP,MANJU PAL,BSCP,Uttar Pradesh,Mainpuri
PRAMOD_KUMAR__IND,PRAMOD KUMAR,IND,Uttar Pradesh,Mainpuri
SUNIL_KUMAR_MISHRA__SRSMJNP,SUNIL KUMAR MISHRA,SRSMJNP,Uttar Pradesh,Mainpuri
HEMAMALINI_DHARMENDRA_DEOL__BJP,HEMAMALINI DHARMENDRA DEOL,BJP,Uttar Pradesh,Mathura
MUKESH_DHANGAR__INC,MUKESH DHANGAR,INC,Uttar Pradesh,Mathura
SURESH_SINGH__BSP,SURESH SINGH,BSP,Uttar Pradesh,Mathura
BHANU_PRATAP_SINGH__IND,BHANU PRATAP SINGH,IND,Uttar Pradesh,Mathura
NOTA__NOTA,NOTA,NOTA,Uttar Pradesh,Mathura
RAKESH_KUMAR__IND,RAKESH KUMAR,IND,Uttar Pradesh,Mathura
JAGDISH_PRASAD_KAUSHIK_ADVOCATE__RSVP,JAGDISH PRASAD KAUSHIK ADVOCATE,RSVP,Uttar Pradesh,Mathura
RAVI_VERMA__IND,RAVI VERMA,IND,Uttar Pradesh,Mathura
SHIKHA_SHARMA__IND,SHIKHA SHARMA,IND,Uttar Pradesh,Mathura
KAMAL_KANT_SHARMA__IND,KAMAL KANT SHARMA,IND,Uttar Pradesh,Mathura
YOGESH_KUMAR_TALAN__IND,YOGESH KUMAR TALAN,IND,Uttar Pradesh,Mathura
MONI_FALHARI_BAPU__IND,MONI FALHARI BAPU,IND,Uttar Pradesh,Mathura
KSHETRA_PAL_SINGH__IND,KSHETRA PAL SINGH,IND,Uttar Pradesh,Mathura
DR._RASHMI_YADAV__IND,DR. RASHMI YADAV,IND,Uttar Pradesh,Mathura
PRAVESHANAND_PURI__IND,PRAVESHANAND PURI,IND,Uttar Pradesh,Mathura
SURESH_CHANDRA_VAGHEL__RSOSP,SURESH CHANDRA VAGHEL,RSOSP,Uttar Pradesh,Mathura
ARUN_GOVIL__BJP,ARUN GOVIL,BJP,Uttar Pradesh,Meerut
SUNITA_VERMA__SP,SUNITA VERMA,SP,Uttar Pradesh,Meerut
DEVVRAT_KUMAR_TYAGI__BSP,DEVVRAT KUMAR TYAGI,BSP,Uttar Pradesh,Meerut
NOTA__NOTA,NOTA,NOTA,Uttar Pradesh,Meerut
BHUPENDRA_PAL_URF_BHUPPI_BHAI__RSOSP,BHUPENDRA PAL URF BHUPPI BHAI,RSOSP,Uttar Pradesh,Meerut
HAJI_AFZAL__SACP,HAJI AFZAL,SACP,Uttar Pradesh,Meerut
ABID_HUSAIN__SDPI,ABID HUSAIN,SDPI,Uttar Pradesh,Meerut
LIYAKAT__MJLMSMJP,LIYAKAT,MJLMSMJP,Uttar Pradesh,Meerut
DR_HIMANSHU_BHATNAGAR__JIHNDNTLP,DR HIMANSHU BHATNAGAR,JIHNDNTLP,Uttar Pradesh,Meerut
ANUPRIYA_PATEL__ADAL,ANUPRIYA PATEL,ADAL,Uttar Pradesh,Mirzapur
RAMESH_CHAND_BIND__SP,RAMESH CHAND BIND,SP,Uttar Pradesh,Mirzapur
MANISH_KUMAR__BSP,MANISH KUMAR,BSP,Uttar Pradesh,Mirzapur
NOTA__NOTA,NOTA,NOTA,Uttar Pradesh,Mirzapur
RAJESH__IND,RAJESH,IND,Uttar Pradesh,Mirzapur
LAL_JI_VERMA__IND,LAL JI VERMA,IND,Uttar Pradesh,Mirzapur
ANIL_KUMAR__EKSP,ANIL KUMAR,EKSP,Uttar Pradesh,Mirzapur
DAULAT_SINGH__APNDLK,DAULAT SINGH,APNDLK,Uttar Pradesh,Mirzapur
RAMDHANI__RSPS,RAMDHANI,RSPS,Uttar Pradesh,Mirzapur
SAMEER_SINGH__AIFB,SAMEER SINGH,AIFB,Uttar Pradesh,Mirzapur
SATYADEV__PMPT,SATYADEV,PMPT,Uttar Pradesh,Mirzapur
ASHOK_KUMAR_RAWAT__BJP,ASHOK KUMAR RAWAT,BJP,Uttar Pradesh,Misrikh
SANGITA_RAJVANSHI__SP,SANGITA RAJVANSHI,SP,Uttar Pradesh,Misrikh
B_R_AHIRWAR__BSP,B R AHIRWAR,BSP,Uttar Pradesh,Misrikh
NOTA__NOTA,NOTA,NOTA,Uttar Pradesh,Misrikh
RAMPAL__IND,RAMPAL,IND,Uttar Pradesh,Misrikh
LALIT_KUMAR__BSCP,LALIT KUMAR,BSCP,Uttar Pradesh,Misrikh
NEELAM_SINGH__IND,Neelam Singh,IND,Uttar Pradesh,Misrikh
VANDNA_VERMA__NNRP,VANDNA VERMA,NNRP,Uttar Pradesh,Misrikh
AVDHESH__IND,AVDHESH,IND,Uttar Pradesh,Misrikh
SAVITRI_DEVI__RASTSA,SAVITRI DEVI,RASTSA,Uttar Pradesh,Misrikh
R._K._CHAUDHARY__SP,R. K. CHAUDHARY,SP,Uttar Pradesh,Mohanlalganj
KAUSHAL_KISHORE__BJP,KAUSHAL KISHORE,BJP,Uttar Pradesh,Mohanlalganj
RAJESH_KUMAR_ALIAS_MANOJ_PRADHAN__BSP,RAJESH KUMAR ALIAS MANOJ PRADHAN,BSP,Uttar Pradesh,Mohanlalganj
NOTA__NOTA,NOTA,NOTA,Uttar Pradesh,Mohanlalganj
MAHENDRA__IND,MAHENDRA,IND,Uttar Pradesh,Mohanlalganj
SUSHIL_KUMAR_RAWAT__IND,SUSHIL KUMAR RAWAT,IND,Uttar Pradesh,Mohanlalganj
RAMESH_KUMAR__IND,RAMESH KUMAR,IND,Uttar Pradesh,Mohanlalganj
SUNITA_CHHEDA_PASI__AJPI,SUNITA CHHEDA PASI,AJPI,Uttar Pradesh,Mohanlalganj
S._L._SINGH__PPID,S. L. SINGH,PPID,Uttar Pradesh,Mohanlalganj
BRIJESH_KUMAR_VIKRAM__RSPS,BRIJESH KUMAR VIKRAM,RSPS,Uttar Pradesh,Mohanlalganj
JITENDRA_KUMAR__IND,JITENDRA KUMAR,IND,Uttar Pradesh,Mohanlalganj
SOORAJ_KUMAR__SRPSP,SOORAJ KUMAR,SRPSP,Uttar Pradesh,Mohanlalganj
RUCHI_VIRA__SP,RUCHI VIRA,SP,Uttar Pradesh,Moradabad
KUNWAR_SARVESH_KUMAR__BJP,KUNWAR SARVESH KUMAR,BJP,Uttar Pradesh,Moradabad
MO_IRFAN__BSP,MO IRFAN,BSP,Uttar Pradesh,Moradabad
NOTA__NOTA,NOTA,NOTA,Uttar Pradesh,Moradabad
AJAY_YADAV__APNHQP,AJAY YADAV,APNHQP,Uttar Pradesh,Moradabad
MUSHARRAT_HUSAIN__IND,MUSHARRAT HUSAIN,IND,Uttar Pradesh,Moradabad
SADHNA_SINGH__IND,SADHNA SINGH,IND,Uttar Pradesh,Moradabad
MOHD_JAMSHED__IND,MOHD JAMSHED,IND,Uttar Pradesh,Moradabad
ONKAR_SINGH__BHBSP,ONKAR SINGH,BhBSP,Uttar Pradesh,Moradabad
SHAKIL_AHMED__SAP,SHAKIL AHMED,SAP,Uttar Pradesh,Moradabad
AMARJEET_SINGH_JATAV__IND,AMARJEET SINGH JATAV,IND,Uttar Pradesh,Moradabad
HAR_KISHORE_SINGH__SUCI,HAR KISHORE SINGH,SUCI,Uttar Pradesh,Moradabad
GANGARAM_SHARMA__RACP,GANGARAM SHARMA,RaCP,Uttar Pradesh,Moradabad
HARENDRA_SINGH_MALIK__SP,HARENDRA SINGH MALIK,SP,Uttar Pradesh,Muzaffarnagar
SANJEEV_KUMAR_BALYAN__BJP,SANJEEV KUMAR BALYAN,BJP,Uttar Pradesh,Muzaffarnagar
DARA_SINGH_PRAJAPATI__BSP,DARA SINGH PRAJAPATI,BSP,Uttar Pradesh,Muzaffarnagar
SUNIL_TYAGI__IND,SUNIL TYAGI,IND,Uttar Pradesh,Muzaffarnagar
NOTA__NOTA,NOTA,NOTA,Uttar Pradesh,Muzaffarnagar
KAVITA__RSTJLKPS,KAVITA,RSTJLKPS,Uttar Pradesh,Muzaffarnagar
