candidate_election_id,candidate_clean,candidate_raw,party_id,state,constituency,election_year
CAND_2019_TELANGANA_NIZAMABAD_IND_BAI_SAYANNA,BAI SAYANNA,BAI SAYANNA,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_K_RAM_RAJ,K. RAM RAJ,K. RAM RAJ,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_MUTHENNA_LAKKARA,MUTHENNA LAKKARA,MUTHENNA LAKKARA,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_POTHUGANTI_VENKATESH,POTHUGANTI VENKATESH,POTHUGANTI VENKATESH,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_JAIDI_CHINNA_GANGARAM,JAIDI CHINNA GANGARAM,JAIDI CHINNA GANGARAM,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_BADDAM_GANGADHAR,BADDAM GANGADHAR,BADDAM GANGADHAR,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_GUJJULA_RAMESH,GUJJULA RAMESH,GUJJULA RAMESH,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_MADHU_BUTTI,MADHU BUTTI,MADHU BUTTI,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_MAMIDI_CHINNA_REDDY,MAMIDI CHINNA REDDY,MAMIDI CHINNA REDDY,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_M_MALLA_REDDY,M. MALLA REDDY,M. MALLA REDDY,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_B_SRINIVAS,B. SRINIVAS,B. SRINIVAS,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_SAMA_BHASKER_REDDY,SAMA BHASKER REDDY,SAMA BHASKER REDDY,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_SAMA_THIRUPATHI,SAMA THIRUPATHI,SAMA THIRUPATHI,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_BODUGAM_NARENDAR,BODUGAM NARENDAR,BODUGAM NARENDAR,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_BARLA_SANTHOSH,BARLA SANTHOSH,BARLA SANTHOSH,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_KONGARI_SANJEEV,KONGARI SANJEEV,KONGARI SANJEEV,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_SANJEEVA_REDDY_GADDAM,SANJEEVA REDDY GADDAM,SANJEEVA REDDY GADDAM,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_GADDAM_MOHAN,GADDAM MOHAN,GADDAM MOHAN,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_MITTAPELLI_MALLAIAH,MITTAPELLI MALLAIAH,MITTAPELLI MALLAIAH,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_SURESH_BASA,SURESH BASA,SURESH BASA,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_GADDAM_PURUSHOTHAM,GADDAM PURUSHOTHAM,GADDAM PURUSHOTHAM,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_BEJJENKI_LINGA_REDDY,BEJJENKI LINGA REDDY,BEJJENKI LINGA REDDY,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_RAVI_SHANKER_KUNTA,RAVI SHANKER KUNTA,RAVI SHANKER KUNTA,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_RAJU_SOMIREDDY,RAJU SOMIREDDY,RAJU SOMIREDDY,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_GADDAM_RAJENDHARREDDY,GADDAM RAJENDHARREDDY,GADDAM RAJENDHARREDDY,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_BALIJE_LAXMI_RAJAM,BALIJE LAXMI RAJAM,BALIJE LAXMI RAJAM,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_SUMAN,SUMAN,SUMAN,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_VELMA_MALLA_REDDY,VELMA MALLA REDDY,VELMA MALLA REDDY,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_MAHENDHAR_MUSKU,MAHENDHAR MUSKU,MAHENDHAR MUSKU,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_D_MUTHA_REDDY,D. MUTHA REDDY,D. MUTHA REDDY,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_P_RAJENDHAR,P. RAJENDHAR,P. RAJENDHAR,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_M_SHEKAR,M. SHEKAR,M. SHEKAR,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_RAJANNA,RAJANNA,RAJANNA,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_B_BALA_RAJU,B. BALA RAJU,B. BALA RAJU,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_IND_SURAKANTA_RAJA_REDDY,SURAKANTA RAJA REDDY,SURAKANTA RAJA REDDY,IND,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_JNP_BATHNATHE_SHANKAR,BATHNATHE SHANKAR,BATHNATHE SHANKAR,JNP,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_NOTA_NOTA,NOTA,NOTA,NOTA,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_PPOI_ANJAIAH_KONDANI,ANJAIAH KONDANI,ANJAIAH KONDANI,PPOI,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_SMFB_ROTTE_CHAKRADHAR_SHARMA,ROTTE CHAKRADHAR SHARMA,ROTTE CHAKRADHAR SHARMA,SMFB,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_NIZAMABAD_TRS_KALVAKUNTLA_KAVITHA,KALVAKUNTLA KAVITHA,KALVAKUNTLA KAVITHA,TRS,Telangana,Nizamabad,2019
CAND_2019_TELANGANA_PEDDAPALLE_ACDP_SANKENAPALLI_DEVADAS,SANKENAPALLI DEVADAS,Sankenapalli Devadas,ACDP,Telangana,Peddapalle,2019
CAND_2019_TELANGANA_PEDDAPALLE_BJP_S_KUMAR,S.KUMAR,S.Kumar,BJP,Telangana,Peddapalle,2019
CAND_2019_TELANGANA_PEDDAPALLE_BSP_BALA_KALYAN_PANJA,BALA KALYAN PANJA,Bala Kalyan Panja,BSP,Telangana,Peddapalle,2019
CAND_2019_TELANGANA_PEDDAPALLE_INC_AGAM_CHANDRASEKHAR,AGAM CHANDRASEKHAR,Agam Chandrasekhar,INC,Telangana,Peddapalle,2019
CAND_2019_TELANGANA_PEDDAPALLE_IND_KUNTALA_NARSAIAH,KUNTALA NARSAIAH,Kuntala Narsaiah,IND,Telangana,Peddapalle,2019
CAND_2019_TELANGANA_PEDDAPALLE_IND_DURGAM_RAJANNA,DURGAM. RAJANNA,Durgam. Rajanna,IND,Telangana,Peddapalle,2019
CAND_2019_TELANGANA_PEDDAPALLE_IND_AMBALA_MAHENDAR,AMBALA MAHENDAR,Ambala Mahendar,IND,Telangana,Peddapalle,2019
CAND_2019_TELANGANA_PEDDAPALLE_IND_GADDALA_VINAY_KUMAR,GADDALA VINAY KUMAR,Gaddala Vinay Kumar,IND,Telangana,Peddapalle,2019
CAND_2019_TELANGANA_PEDDAPALLE_IND_RAJESH_ERIKILLA,RAJESH ERIKILLA,Rajesh Erikilla,IND,Telangana,Peddapalle,2019
CAND_2019_TELANGANA_PEDDAPALLE_IND_GODISELLA_NAGAMANI,GODISELLA NAGAMANI,Godisella Nagamani,IND,Telangana,Peddapalle,2019
CAND_2019_TELANGANA_PEDDAPALLE_IND_ARSHAM_ASHOK,ARSHAM ASHOK,Arsham Ashok,IND,Telangana,Peddapalle,2019
CAND_2019_TELANGANA_PEDDAPALLE_IPBP_THADEM_RAJU,THADEM RAJU,Thadem Raju,IPBP,Telangana,Peddapalle,2019
CAND_2019_TELANGANA_PEDDAPALLE_MCPI_SABBANI_KRISHNA,SABBANI KRISHNA,Sabbani Krishna,MCPI,Telangana,Peddapalle,2019
CAND_2019_TELANGANA_PEDDAPALLE_NOTA_NOTA,NOTA,NOTA,NOTA,Telangana,Peddapalle,2019
CAND_2019_TELANGANA_PEDDAPALLE_PPOI_ERUGURALA_BHAGYALAXMI,ERUGURALA BHAGYALAXMI,Erugurala Bhagyalaxmi,PPOI,Telangana,Peddapalle,2019
CAND_2019_TELANGANA_PEDDAPALLE_RPIKH_VELTHURU_MALLAIAH,VELTHURU MALLAIAH,Velthuru Mallaiah,RPI(KH),Telangana,Peddapalle,2019
CAND_2019_TELANGANA_PEDDAPALLE_SDC_S_KRISHNA,S. KRISHNA,S. Krishna,SDC,Telangana,Peddapalle,2019
CAND_2019_TELANGANA_PEDDAPALLE_TRS_VENKATESH_NETHA_BORLAKUNTA,VENKATESH NETHA BORLAKUNTA,Venkatesh Netha Borlakunta,TRS,Telangana,Peddapalle,2019
CAND_2019_TELANGANA_SECUNDRABAD_ABMLS_M_D_NAZEERUDDIN_QUADRI,M . D . NAZEERUDDIN QUADRI,M . D . NAZEERUDDIN QUADRI,ABML(S),Telangana,Secundrabad,2019
CAND_2019_TELANGANA_SECUNDRABAD_BARP_CHALLA_RAM_KALYAN,CHALLA RAM KALYAN,CHALLA RAM KALYAN,BARP,Telangana,Secundrabad,2019
CAND_2019_TELANGANA_SECUNDRABAD_BJP_G_KISHAN_REDDY,G . KISHAN REDDY,G . KISHAN REDDY,BJP,Telangana,Secundrabad,2019
CAND_2019_TELANGANA_SECUNDRABAD_DABAP_J_N_RAO,J . N . RAO,J . N . RAO,DABAP,Telangana,Secundrabad,2019
CAND_2019_TELANGANA_SECUNDRABAD_INC_ANJAN_KUMAR_YADAV_M,ANJAN KUMAR YADAV. M,ANJAN KUMAR YADAV. M,INC,Telangana,Secundrabad,2019
CAND_2019_TELANGANA_SECUNDRABAD_IND_K_VENKATANARAYANA,K . VENKATANARAYANA,K . VENKATANARAYANA,IND,Telangana,Secundrabad,2019
CAND_2019_TELANGANA_SECUNDRABAD_IND_ANDRAPU_SUDHARSHAN_GANGAPUTRA,ANDRAPU SUDHARSHAN  GANGAPUTRA ,ANDRAPU SUDHARSHAN ( GANGAPUTRA ),IND,Telangana,Secundrabad,2019
CAND_2019_TELANGANA_SECUNDRABAD_IND_ABDALLAH_IBRAHIM,ABDALLAH IBRAHIM,ABDALLAH IBRAHIM,IND,Telangana,Secundrabad,2019
CAND_2019_TELANGANA_SECUNDRABAD_IND_AKHIL_CHIRRAVURI,AKHIL CHIRRAVURI,AKHIL CHIRRAVURI,IND,Telangana,Secundrabad,2019
CAND_2019_TELANGANA_SECUNDRABAD_IND_NANDIPATI_VINOD_KUMAR,NANDIPATI VINOD KUMAR,NANDIPATI VINOD KUMAR,IND,Telangana,Secundrabad,2019
CAND_2019_TELANGANA_SECUNDRABAD_IND_JUNAID_ANAM_SIDDIQUI,JUNAID ANAM SIDDIQUI,JUNAID ANAM SIDDIQUI,IND,Telangana,Secundrabad,2019
CAND_2019_TELANGANA_SECUNDRABAD_IND_MUNEER_PASHA,MUNEER PASHA,MUNEER PASHA,IND,Telangana,Secundrabad,2019
CAND_2019_TELANGANA_SECUNDRABAD_IND_SRIRAMA_NAIK_MUNAVATH,SRIRAMA NAIK MUNAVATH,SRIRAMA NAIK MUNAVATH,IND,Telangana,Secundrabad,2019
CAND_2019_TELANGANA_SECUNDRABAD_IND_R_LAXMAN_RAO_GANGAPUTRA,R . LAXMAN RAO GANGAPUTRA,R . LAXMAN RAO GANGAPUTRA,IND,Telangana,Secundrabad,2019
CAND_2019_TELANGANA_SECUNDRABAD_IND_ABDUL_AZEEM,ABDUL AZEEM,ABDUL AZEEM,IND,Telangana,Secundrabad,2019
CAND_2019_TELANGANA_SECUNDRABAD_IND_M_G_SAI_BABA,M. G. SAI BABA,M. G. SAI BABA,IND,Telangana,Secundrabad,2019
CAND_2019_TELANGANA_SECUNDRABAD_IND_FARHA_NAAZ_KHAN,FARHA NAAZ KHAN,FARHA NAAZ KHAN,IND,Telangana,Secundrabad,2019
CAND_2019_TELANGANA_SECUNDRABAD_IND_BATHULA_RAVI,BATHULA RAVI,BATHULA RAVI,IND,Telangana,Secundrabad,2019
CAND_2019_TELANGANA_SECUNDRABAD_IND_BODDU_SATISH,BODDU SATISH,BODDU SATISH,IND,Telangana,Secundrabad,2019
CAND_2019_TELANGANA_SECUNDRABAD_IND_RAVI_KUMAR_VODELA,RAVI KUMAR VODELA,RAVI KUMAR VODELA,IND,Telangana,Secundrabad,2019
CAND_2019_TELANGANA_SECUNDRABAD_IPBP_ANDUKURI_VIJAYA_BHASKAR,ANDUKURI VIJAYA BHASKAR,ANDUKURI VIJAYA BHASKAR,IPBP,Telangana,Secundrabad,2019
CAND_2019_TELANGANA_SECUNDRABAD_JNP_N_SHANKAR_GOUD,N . SHANKAR GOUD,N . SHANKAR GOUD,JNP,Telangana,Secundrabad,2019
CAND_2019_TELANGANA_SECUNDRABAD_NIP_DORNALA_JAYA_PRAKASH,DORNALA JAYA PRAKASH,DORNALA JAYA PRAKASH,NIP,Telangana,Secundrabad,2019
CAND_2019_TELANGANA_SECUNDRABAD_NOTA_NOTA,NOTA,NOTA,NOTA,Telangana,Secundrabad,2019
CAND_2019_TELANGANA_SECUNDRABAD_PPOI_S_SATYAVATHI,S . SATYAVATHI,S . SATYAVATHI,PPOI,Telangana,Secundrabad,2019
CAND_2019_TELANGANA_SECUNDRABAD_SMFB_M_ASHOK_KUMAR,M . ASHOK KUMAR,M . ASHOK KUMAR,SMFB,Telangana,Secundrabad,2019
CAND_2019_TELANGANA_SECUNDRABAD_SUCIC_J_MALLESH,J . MALLESH,J . MALLESH,SUCI(C),Telangana,Secundrabad,2019
CAND_2019_TELANGANA_SECUNDRABAD_TGPJP_G_LAXMINARSIMHA_RAO,G . LAXMINARSIMHA RAO,G . LAXMINARSIMHA RAO,TGPJP,Telangana,Secundrabad,2019
CAND_2019_TELANGANA_SECUNDRABAD_TRS_TALASANI_SAI_KIRAN_YADAV,TALASANI SAI KIRAN YADAV,TALASANI SAI KIRAN YADAV,TRS,Telangana,Secundrabad,2019
CAND_2019_TELANGANA_WARANGAL_AHNP_BUNGA_JYOTHI_RAMANA,BUNGA JYOTHI RAMANA,BUNGA JYOTHI RAMANA,AHNP,Telangana,Warangal,2019
CAND_2019_TELANGANA_WARANGAL_BJP_CHINTHA_SAMBAMURTHY,CHINTHA SAMBAMURTHY,CHINTHA SAMBAMURTHY,BJP,Telangana,Warangal,2019
CAND_2019_TELANGANA_WARANGAL_BSP_BOLLAPALLY_SARAIAH,BOLLAPALLY SARAIAH,BOLLAPALLY SARAIAH,BSP,Telangana,Warangal,2019
CAND_2019_TELANGANA_WARANGAL_HBP_BOCHU_KRUPAKAR,BOCHU KRUPAKAR,BOCHU KRUPAKAR,HBP,Telangana,Warangal,2019
CAND_2019_TELANGANA_WARANGAL_INC_DOMMATI_SAMBAIAH,DOMMATI SAMBAIAH,DOMMATI SAMBAIAH,INC,Telangana,Warangal,2019
CAND_2019_TELANGANA_WARANGAL_IND_UPENDER_JERIPOTHULA,UPENDER JERIPOTHULA,UPENDER JERIPOTHULA,IND,Telangana,Warangal,2019
CAND_2019_TELANGANA_WARANGAL_IND_JANNU_NARSAIAH,JANNU NARSAIAH,JANNU NARSAIAH,IND,Telangana,Warangal,2019
CAND_2019_TELANGANA_WARANGAL_IND_CHILUVERU_PRATHAP,CHILUVERU PRATHAP,CHILUVERU PRATHAP,IND,Telangana,Warangal,2019
CAND_2019_TELANGANA_WARANGAL_IND_BARLA_SRINIVAS,BARLA SRINIVAS,BARLA SRINIVAS,IND,Telangana,Warangal,2019
CAND_2019_TELANGANA_WARANGAL_IND_PASULA_RAMMURTHY,PASULA RAMMURTHY,PASULA RAMMURTHY,IND,Telangana,Warangal,2019
CAND_2019_TELANGANA_WARANGAL_IND_AITHA_PRAVEEN_KUMAR,AITHA PRAVEEN KUMAR,AITHA PRAVEEN KUMAR,IND,Telangana,Warangal,2019
CAND_2019_TELANGANA_WARANGAL_MCPI_KANNAM_VENKANNA,KANNAM VENKANNA,KANNAM VENKANNA,MCPI,Telangana,Warangal,2019
CAND_2019_TELANGANA_WARANGAL_NOTA_NOTA,NOTA,NOTA,NOTA,Telangana,Warangal,2019
CAND_2019_TELANGANA_WARANGAL_PPOI_PANIGANTI_RAJITHAVANI,PANIGANTI RAJITHAVANI,PANIGANTI RAJITHAVANI,PPOI,Telangana,Warangal,2019
CAND_2019_TELANGANA_WARANGAL_SMFB_SURESH_KANAKAM,SURESH KANAKAM,SURESH KANAKAM,SMFB,Telangana,Warangal,2019
CAND_2019_TELANGANA_WARANGAL_TRS_DAYAKAR_PASUNOORI,DAYAKAR PASUNOORI,DAYAKAR PASUNOORI,TRS,Telangana,Warangal,2019
CAND_2019_TELANGANA_ZAHIRABAD_ANC_MOHAMMED_NAWAZ,MOHAMMED NAWAZ,MOHAMMED NAWAZ,ANC,Telangana,Zahirabad,2019
CAND_2019_TELANGANA_ZAHIRABAD_BARP_KALESH,KALESH,KALESH,BARP,Telangana,Zahirabad,2019
CAND_2019_TELANGANA_ZAHIRABAD_BJP_BANALA_LAXMA_REDDY,BANALA LAXMA REDDY,BANALA LAXMA REDDY,BJP,Telangana,Zahirabad,2019
CAND_2019_TELANGANA_ZAHIRABAD_BMUP_ALIGE_JEEVAN,ALIGE JEEVAN,ALIGE JEEVAN,BMUP,Telangana,Zahirabad,2019
CAND_2019_TELANGANA_ZAHIRABAD_INC_MADAN_MOHAN_RAO,MADAN MOHAN RAO,MADAN MOHAN RAO,INC,Telangana,Zahirabad,2019
CAND_2019_TELANGANA_ZAHIRABAD_IND_MUDIRAJ_VENKATESHAM,MUDIRAJ VENKATESHAM,MUDIRAJ VENKATESHAM,IND,Telangana,Zahirabad,2019
CAND_2019_TELANGANA_ZAHIRABAD_IND_RAMARAO_PATIL,RAMARAO PATIL,RAMARAO PATIL,IND,Telangana,Zahirabad,2019
CAND_2019_TELANGANA_ZAHIRABAD_IND_BENJAMIN_RAJU,BENJAMIN RAJU,BENJAMIN RAJU,IND,Telangana,Zahirabad,2019
CAND_2019_TELANGANA_ZAHIRABAD_IND_NANGUNOORI_LATHA,NANGUNOORI LATHA,NANGUNOORI LATHA,IND,Telangana,Zahirabad,2019
CAND_2019_TELANGANA_ZAHIRABAD_IPBP_MARK_BABU,MARK BABU,MARK BABU,IPBP,Telangana,Zahirabad,2019
CAND_2019_TELANGANA_ZAHIRABAD_NOTA_NOTA,NOTA,NOTA,NOTA,Telangana,Zahirabad,2019
CAND_2019_TELANGANA_ZAHIRABAD_PPOI_SRINIVAS_GOUD_KASALA,SRINIVAS GOUD KASALA,SRINIVAS GOUD KASALA,PPOI,Telangana,Zahirabad,2019
CAND_2019_TELANGANA_ZAHIRABAD_TRS_B_B_PATIL,B.B.PATIL,B.B.PATIL,TRS,Telangana,Zahirabad,2019
CAND_2019_THIS_REPORT_IS_BASED_ON_INDEX_CARDS_DATA_MADE_AVAILABLE_BY_CONCERNED_RETURNING_OFFICERS_ON_THE_BASIS_OF_STATUTORY_DATA_MAINTAINED_IN_THE_FORMS_IN_CASE_OF_ANY_DISPUTE_THE_DATA_MAINTAINED_IN_THE_STATUTORY_FORMS_BY_THE_CONCERNED_RETURNING_OFFICERS_SHALL_PREVAIL___,,,,"This report is based on Index Cards data made available by concerned Returning Officers on the basis of Statutory data maintained in the forms. In case of any dispute, the data maintained in the Statutory Forms by the concerned Returning Officers shall prevail.",,2019
CAND_2019_THIS_REPORT_IS_BASED_ON_INDEX_CARDS_DATA_MADE_AVAILABLE_BY_CONCERNED_RETURNING_OFFICERS_ON_THE_BASIS_OF_STATUTORY_DATA_MAINTAINED_IN_THE_FORMS_IN_CASE_OF_ANY_DISPUTE_THE_DATA_MAINTAINED_IN_THE_STATUTORY_FORMS_BY_THE_CONCERNED_RETURNING_OFFICERS_SHALL_PREVAIL___,,,,"This report is based on Index Cards data made available by concerned Returning Officers on the basis of Statutory data maintained in the forms. In case of any dispute, the data maintained in the Statutory Forms by the concerned Returning Officers shall prevail.",,2019
CAND_2019_TRIPURA_TRIPURA_EAST_AMB_KARNADHAN_CHAKMA,KARNADHAN CHAKMA,Karnadhan Chakma,AMB,Tripura,Tripura East,2019
CAND_2019_TRIPURA_TRIPURA_EAST_BJP_REBATI_TRIPURA,REBATI TRIPURA,Rebati Tripura,BJP,Tripura,Tripura East,2019
CAND_2019_TRIPURA_TRIPURA_EAST_CPIM_JITENDRA_CHAUDHURY,JITENDRA CHAUDHURY,Jitendra Chaudhury,CPIM,Tripura,Tripura East,2019
CAND_2019_TRIPURA_TRIPURA_EAST_INC_MAHARAJ_KUMARI_PRAGYA_DEBBURMAN,MAHARAJ KUMARI PRAGYA DEBBURMAN,Maharaj kumari Pragya DebBurman,INC,Tripura,Tripura East,2019
CAND_2019_TRIPURA_TRIPURA_EAST_IND_BIJOY_DEBBARMA,BIJOY DEBBARMA,Bijoy DebBarma,IND,Tripura,Tripura East,2019
CAND_2019_TRIPURA_TRIPURA_EAST_IND_SUBIR_KUMAR_JAMATIA,SUBIR KUMAR JAMATIA,Subir Kumar Jamatia,IND,Tripura,Tripura East,2019
CAND_2019_TRIPURA_TRIPURA_EAST_IND_DIPTI_HALAM,DIPTI HALAM,Dipti Halam,IND,Tripura,Tripura East,2019
CAND_2019_TRIPURA_TRIPURA_EAST_IND_AMAR_DEBBARMA,AMAR DEBBARMA,Amar Debbarma,IND,Tripura,Tripura East,2019
CAND_2019_TRIPURA_TRIPURA_EAST_IND_CHITTA_RANJAN_DEBBARMA,CHITTA RANJAN DEBBARMA,Chitta Ranjan Debbarma,IND,Tripura,Tripura East,2019
CAND_2019_TRIPURA_TRIPURA_EAST_IPFT_NARENDRA_CHANDRA_DEBBARMA,NARENDRA CHANDRA DEBBARMA,Narendra Chandra DebBarma,IPFT,Tripura,Tripura East,2019
CAND_2019_TRIPURA_TRIPURA_EAST_NOTA_NOTA,NOTA,NOTA,NOTA,Tripura,Tripura East,2019
CAND_2019_TRIPURA_TRIPURA_WEST_AITC_MAMAN_KHAN,MAMAN KHAN,Maman Khan,AITC,Tripura,Tripura West,2019
CAND_2019_TRIPURA_TRIPURA_WEST_AMB_PRABIR_DEBNATH,PRABIR DEBNATH,Prabir Debnath,AMB,Tripura,Tripura West,2019
CAND_2019_TRIPURA_TRIPURA_WEST_APOI_JAYKI_MURASING,JAYKI MURASING,Jayki Murasing,APOI,Tripura,Tripura West,2019
CAND_2019_TRIPURA_TRIPURA_WEST_BJP_PRATIMA_BHOUMIK,PRATIMA BHOUMIK,Pratima Bhoumik,BJP,Tripura,Tripura West,2019
CAND_2019_TRIPURA_TRIPURA_WEST_CPIM_SANKAR_PRASAD_DATTA,SANKAR PRASAD DATTA,Sankar Prasad Datta,CPIM,Tripura,Tripura West,2019
CAND_2019_TRIPURA_TRIPURA_WEST_INC_SUBAL_BHOWMIK,SUBAL BHOWMIK,Subal Bhowmik,INC,Tripura,Tripura West,2019
CAND_2019_TRIPURA_TRIPURA_WEST_IND_SUBAL_SARKAR,SUBAL SARKAR,Subal Sarkar,IND,Tripura,Tripura West,2019
CAND_2019_TRIPURA_TRIPURA_WEST_IND_PRADIP_CHAKRABORTY,PRADIP CHAKRABORTY,Pradip Chakraborty,IND,Tripura,Tripura West,2019
CAND_2019_TRIPURA_TRIPURA_WEST_IND_BRAJALAL_DEBNATH,BRAJALAL DEBNATH,Brajalal Debnath,IND,Tripura,Tripura West,2019
CAND_2019_TRIPURA_TRIPURA_WEST_IND_NARAYAN_CHANDRA_DEY,NARAYAN CHANDRA DEY,Narayan Chandra Dey,IND,Tripura,Tripura West,2019
CAND_2019_TRIPURA_TRIPURA_WEST_IPFT_BRISHAKETU_DEBBARMA,BRISHAKETU DEBBARMA,Brishaketu Debbarma,IPFT,Tripura,Tripura West,2019
CAND_2019_TRIPURA_TRIPURA_WEST_NOTA_NOTA,NOTA,NOTA,NOTA,Tripura,Tripura West,2019
CAND_2019_TRIPURA_TRIPURA_WEST_SUCIC_ARUN_KUMAR_BHAUMIK,ARUN KUMAR BHAUMIK,Arun Kumar Bhaumik,SUCI(C),Tripura,Tripura West,2019
CAND_2019_TRIPURA_TRIPURA_WEST_TRIPP_KABRABAM_DHIRENDRA_SINGHA,KABRABAM DHIRENDRA SINGHA,Kabrabam Dhirendra Singha,TRIPP,Tripura,Tripura West,2019
CAND_2019_UTTAR_PRADESH_AGRA_ADRSP_CHANDRA_PAL,CHANDRA PAL,Chandra Pal,ADRSP,Uttar Pradesh,Agra,2019
CAND_2019_UTTAR_PRADESH_AGRA_BJP_SATYAPAL_SINGH_BAGHEL,SATYAPAL SINGH BAGHEL,Satyapal Singh Baghel,BJP,Uttar Pradesh,Agra,2019
CAND_2019_UTTAR_PRADESH_AGRA_BSP_MANOJ_KUMAR_SONI,MANOJ KUMAR SONI,Manoj Kumar Soni,BSP,Uttar Pradesh,Agra,2019
CAND_2019_UTTAR_PRADESH_AGRA_INC_PREETA_HARIT,PREETA HARIT,Preeta Harit,INC,Uttar Pradesh,Agra,2019
CAND_2019_UTTAR_PRADESH_AGRA_IND_AMBEDKARI_HASNURAM_AMBEDKARI,AMBEDKARI HASNURAM AMBEDKARI,Ambedkari Hasnuram Ambedkari,IND,Uttar Pradesh,Agra,2019
CAND_2019_UTTAR_PRADESH_AGRA_IND_BABU_LAL,BABU LAL,Babu Lal,IND,Uttar Pradesh,Agra,2019
CAND_2019_UTTAR_PRADESH_AGRA_LOGAP_HIMANSHI,HIMANSHI,Himanshi,LOGAP,Uttar Pradesh,Agra,2019
CAND_2019_UTTAR_PRADESH_AGRA_NOTA_NOTA,NOTA,NOTA,NOTA,Uttar Pradesh,Agra,2019
CAND_2019_UTTAR_PRADESH_AGRA_PECP_RAMJI_LAL_VIDHYARTHI,RAMJI LAL VIDHYARTHI,Ramji Lal Vidhyarthi,PECP,Uttar Pradesh,Agra,2019
CAND_2019_UTTAR_PRADESH_AGRA_RVYP_RAJA,RAJA,Raja,RVYP,Uttar Pradesh,Agra,2019
CAND_2019_UTTAR_PRADESH_AKBARPUR_ABHP_AMIT_TRIPATHI,AMIT TRIPATHI,Amit Tripathi,ABHP,Uttar Pradesh,Akbarpur,2019
CAND_2019_UTTAR_PRADESH_AKBARPUR_BJP_DEVENDRA_SINGH_BHOLE,DEVENDRA SINGH 'BHOLE',Devendra Singh 'Bhole',BJP,Uttar Pradesh,Akbarpur,2019
CAND_2019_UTTAR_PRADESH_AKBARPUR_BSCP_SAURABH_MISHRA,SAURABH MISHRA,Saurabh Mishra,BSCP,Uttar Pradesh,Akbarpur,2019
CAND_2019_UTTAR_PRADESH_AKBARPUR_BSP_NISHA_SACHAN,NISHA SACHAN,Nisha Sachan,BSP,Uttar Pradesh,Akbarpur,2019
