candidate_id,candidate,party,state,constituency
K_B_SWAROOP__JAJGP,K B SWAROOP,JAJGP,Andhra Pradesh,Anakapalli
TALARI_RANGAIAH__YSRCP,TALARI RANGAIAH,YSRCP,Andhra Pradesh,Anantapur
J.C._PAVAN_REDDY__TDP,J.C. PAVAN REDDY,TDP,Andhra Pradesh,Anantapur
K.RAJIV_REDDY__INC,K.RAJIV REDDY,INC,Andhra Pradesh,Anantapur
D.JAGADEESH__CPI,D.JAGADEESH,CPI,Andhra Pradesh,Anantapur
NOTA__NOTA,NOTA,NOTA,Andhra Pradesh,Anantapur
HAMSA_DEVINENI__BJP,HAMSA DEVINENI,BJP,Andhra Pradesh,Anantapur
S.V.P._YADAV__IND,S.V.P. YADAV,IND,Andhra Pradesh,Anantapur
P._RANGAIAH__IND,P. RANGAIAH,IND,Andhra Pradesh,Anantapur
SOMANATH_DESHMUKH__IND,SOMANATH DESHMUKH,IND,Andhra Pradesh,Anantapur
VADDE_KASINATH__IND,VADDE KASINATH,IND,Andhra Pradesh,Anantapur
L._RANGAIAH__IND,L. RANGAIAH,IND,Andhra Pradesh,Anantapur
P.RADHA_KRISHNA__RD,P.RADHA KRISHNA,RD,Andhra Pradesh,Anantapur
M.VENKATESULU__PPOI,M.VENKATESULU,PPOI,Andhra Pradesh,Anantapur
G._LALITHA__SUCI(C),G. LALITHA,SUCI(C),Andhra Pradesh,Anantapur
GADIDAMA_RANGANAYAKULU__VJNP,GADIDAMA RANGANAYAKULU,VJNP,Andhra Pradesh,Anantapur
GODDETI._MADHAVI__YSRCP,GODDETI. MADHAVI,YSRCP,Andhra Pradesh,Aruku
KISHORE_CHANDRA_DEO__TDP,KISHORE CHANDRA DEO,TDP,Andhra Pradesh,Aruku
NOTA__NOTA,NOTA,NOTA,Andhra Pradesh,Aruku
GANGULAIAH_VAMPURU.__JNP,GANGULAIAH VAMPURU.,JnP,Andhra Pradesh,Aruku
DR._KOSURI_KASI_VISWANADHA_VEERA_VENKATA_SATYANARAYANA_REDDY__BJP,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,BJP,Andhra Pradesh,Aruku
SHRUTI_DEVI_VYRICHERLA__INC,SHRUTI DEVI VYRICHERLA,INC,Andhra Pradesh,Aruku
KANGALA_BALUDORA__IND,KANGALA BALUDORA,IND,Andhra Pradesh,Aruku
NARAVA_SATYAVATHI__IND,NARAVA SATYAVATHI,IND,Andhra Pradesh,Aruku
ANUMULA_VAMSIKRISHNA__IND,ANUMULA VAMSIKRISHNA,IND,Andhra Pradesh,Aruku
BIDDIKA_RAMAYYA.__IND,BIDDIKA RAMAYYA.,IND,Andhra Pradesh,Aruku
SWAMULA._SUBRAHMANYAM__JAJGP,SWAMULA. SUBRAHMANYAM,JAJGP,Andhra Pradesh,Aruku
NANDIGAM_SURESH__YSRCP,NANDIGAM SURESH,YSRCP,Andhra Pradesh,Bapatla
MALYADRI_SRIRAM__TDP,MALYADRI SRIRAM,TDP,Andhra Pradesh,Bapatla
K._DEVANAND__BSP,K. DEVANAND,BSP,Andhra Pradesh,Bapatla
NOTA__NOTA,NOTA,NOTA,Andhra Pradesh,Bapatla
J.D._SEELAM__INC,J.D. SEELAM,INC,Andhra Pradesh,Bapatla
CHALLAGALI_KISHORE_KUMAR__BJP,CHALLAGALI KISHORE KUMAR,BJP,Andhra Pradesh,Bapatla
BUSSA_NAGARAJU__IND,BUSSA NAGARAJU,IND,Andhra Pradesh,Bapatla
GOLLA_BABURAO__IND,GOLLA BABURAO,IND,Andhra Pradesh,Bapatla
KUMAR_KATTEPOGU__PPOI,KUMAR KATTEPOGU,PPOI,Andhra Pradesh,Bapatla
GELLA_NAGAMALLI__IND,GELLA NAGAMALLI,IND,Andhra Pradesh,Bapatla
NUTHAKKI_RAMA_RAO__AINPP,NUTHAKKI RAMA RAO,AINPP,Andhra Pradesh,Bapatla
GADDE_HARI_BABU__NPT,GADDE HARI BABU,NPT,Andhra Pradesh,Bapatla
CHINA_NAGESWARA_RAO_SADHU__MPP,CHINA NAGESWARA RAO SADHU,MPP,Andhra Pradesh,Bapatla
THUMATI_RAVI__ALPP,THUMATI RAVI,AlPP,Andhra Pradesh,Bapatla
N._REDDEPPA__YSRCP,N. REDDEPPA,YSRCP,Andhra Pradesh,Chittoor
NARAMALLI_SIVA_PRASAD__TDP,NARAMALLI SIVA PRASAD,TDP,Andhra Pradesh,Chittoor
CHEEMALA._RANGAPPA__INC,CHEEMALA. RANGAPPA,INC,Andhra Pradesh,Chittoor
NOTA__NOTA,NOTA,NOTA,Andhra Pradesh,Chittoor
C._PUNYAMURTHY__BSP,C. PUNYAMURTHY,BSP,Andhra Pradesh,Chittoor
JAYARAM_DUGGANI__BJP,JAYARAM DUGGANI,BJP,Andhra Pradesh,Chittoor
PALLIPATTU._ABHINAV_VISHNU__MPP,PALLIPATTU. ABHINAV VISHNU,MPP,Andhra Pradesh,Chittoor
A._HEMANTH__IND,A. HEMANTH,IND,Andhra Pradesh,Chittoor
P._RAMACHANDRAN__IND,P. RAMACHANDRAN,IND,Andhra Pradesh,Chittoor
KOTAGIRI_SRIDHAR__YSRCP,KOTAGIRI SRIDHAR,YSRCP,Andhra Pradesh,Eluru
MAGANTTI_VENKATESWARA_RAO_BABU__TDP,MAGANTTI VENKATESWARA RAO BABU,TDP,Andhra Pradesh,Eluru
PENTAPATI_PULLARAO__JNP,PENTAPATI PULLARAO,JnP,Andhra Pradesh,Eluru
NOTA__NOTA,NOTA,NOTA,Andhra Pradesh,Eluru
JETTI_GURUNADHA_RAO__INC,JETTI GURUNADHA RAO,INC,Andhra Pradesh,Eluru
CHINNAM_RAMA_KOTAYYA__BJP,CHINNAM RAMA KOTAYYA,BJP,Andhra Pradesh,Eluru
DR.MENDEM._SANTHOSH_KUMAR(PEDDABABU)__IND,Dr.MENDEM. SANTHOSH KUMAR(PEDDABABU),IND,Andhra Pradesh,Eluru
CHINA_VENKATA_SURYANARAYANA_JOSYULA__PPOI,CHINA VENKATA SURYANARAYANA JOSYULA,PPOI,Andhra Pradesh,Eluru
MATHE._BOBBY__RPI(A),MATHE. BOBBY,RPI(A),Andhra Pradesh,Eluru
ALAGA._RAVI_KUMAR__IND,ALAGA. RAVI KUMAR,IND,Andhra Pradesh,Eluru
V._SIVA_RAMA_KRISHNA__JAJGP,V. SIVA RAMA KRISHNA,JAJGP,Andhra Pradesh,Eluru
JAYADEV_GALLA__TDP,Jayadev Galla,TDP,Andhra Pradesh,Guntur
MODUGULA_VENUGOPALA_REDDY__YSRCP,Modugula Venugopala Reddy,YSRCP,Andhra Pradesh,Guntur
BONABOYINA_SRINIVASA_RAO_(BONABOYINA_SRINIVASA_YADAV)__JNP,Bonaboyina Srinivasa Rao (Bonaboyina Srinivasa Yadav),JnP,Andhra Pradesh,Guntur
SHAIK_MASTANVALI__INC,Shaik Mastanvali,INC,Andhra Pradesh,Guntur
JAYAPRAKASH_NARAYANA_VALLURU__BJP,Jayaprakash Narayana Valluru,BJP,Andhra Pradesh,Guntur
NOTA__NOTA,NOTA,NOTA,Andhra Pradesh,Guntur
MANNAVA_HARIPRASAD__CPIM,Mannava Hariprasad,CPIM,Andhra Pradesh,Guntur
DASARI_KIRAN_BABU__IND,Dasari Kiran Babu,IND,Andhra Pradesh,Guntur
UMAR_BASHA_SHAIK__IND,Umar Basha Shaik,IND,Andhra Pradesh,Guntur
Y._V._SURESH__IND,Y. V. Suresh,IND,Andhra Pradesh,Guntur
RAMARAO_SIMHADRI__PRSHP,Ramarao Simhadri,PRSHP,Andhra Pradesh,Guntur
SARABANDI_RAJU_SIKHINAM__ILP(AP),Sarabandi Raju Sikhinam,ILP(AP),Andhra Pradesh,Guntur
NAGARAJU_EKULA__RPI(A),Nagaraju Ekula,RPI(A),Andhra Pradesh,Guntur
ARAVETI_HAZARATH_RAO__PPOI,Araveti Hazarath Rao,PPOI,Andhra Pradesh,Guntur
N._J._VIDYASAGAR__VCK,N. J. Vidyasagar,VCK,Andhra Pradesh,Guntur
DOPPALAPUDI_VEERA_DAS__IND,Doppalapudi Veera Das,IND,Andhra Pradesh,Guntur
SAMUDRALA_CHINNA_KOTAIAH__NDDHP,Samudrala Chinna Kotaiah,NDDHP,Andhra Pradesh,Guntur
SHAIK_JALEEL__NRCP,Shaik Jaleel,NRCP,Andhra Pradesh,Guntur
ULLAGI_DAVID_JAYAKUMAR_(DR._D_J_KUMAR)__HMRD,Ullagi David Jayakumar (Dr. D J Kumar),HMRD,Andhra Pradesh,Guntur
JELDI_RAJA_MOHAN__AINPP,Jeldi Raja Mohan,AINPP,Andhra Pradesh,Guntur
KURUVA_GORANTLA_MADHAV__YSRCP,KURUVA GORANTLA MADHAV,YSRCP,Andhra Pradesh,Hindupur
KRISTAPPA_._NIMMALA__TDP,KRISTAPPA . NIMMALA,TDP,Andhra Pradesh,Hindupur
KAMAGANAHALLI_THIPPESWAMY_SREEDHAR_(K.T.SREEDHAR)__INC,KAMAGANAHALLI THIPPESWAMY SREEDHAR (K.T.SREEDHAR),INC,Andhra Pradesh,Hindupur
NOTA__NOTA,NOTA,NOTA,Andhra Pradesh,Hindupur
MITTA_PARTHASARATHI__BJP,MITTA PARTHASARATHI,BJP,Andhra Pradesh,Hindupur
RAMAMOHAN_D.G.__IND,Ramamohan D.G.,IND,Andhra Pradesh,Hindupur
GOGULA_PULAKUNTA_JAYANTH__IND,GOGULA PULAKUNTA JAYANTH,IND,Andhra Pradesh,Hindupur
MUGI_SURYA_PRAKASH__IND,Mugi Surya Prakash,IND,Andhra Pradesh,Hindupur
RAM_MOHAN_SINGAMNENI__PPOI,Ram Mohan Singamneni,PPOI,Andhra Pradesh,Hindupur
S.R.ANJANEYULU__IND,S.R.Anjaneyulu,IND,Andhra Pradesh,Hindupur
Y.S.AVINASH_REDDY__YSRCP,Y.S.Avinash Reddy,YSRCP,Andhra Pradesh,Kadapa
ADI_NARAYANA_REDDY_CHADIPIRALA__TDP,Adi Narayana Reddy Chadipirala,TDP,Andhra Pradesh,Kadapa
NOTA__NOTA,NOTA,NOTA,Andhra Pradesh,Kadapa
GUNDLAKUNTA_SREERAMULU__INC,Gundlakunta Sreeramulu,INC,Andhra Pradesh,Kadapa
GUJJULA_ESWARAIAH__CPI,Gujjula Eswaraiah,CPI,Andhra Pradesh,Kadapa
SRI_RAMA_CHANDRA_SINGAREDDY__BJP,Sri Rama Chandra Singareddy,BJP,Andhra Pradesh,Kadapa
R._VENU_GOPAL__IND,R. Venu Gopal,IND,Andhra Pradesh,Kadapa
ANNA_SIVA_CHANDRA_REDDY__AYSRCP,Anna Siva Chandra Reddy,AYSRCP,Andhra Pradesh,Kadapa
GONA_PURUSHOTTAM_REDDY__IND,Gona Purushottam Reddy,IND,Andhra Pradesh,Kadapa
P._S._S._REDDY__IND,P. S. S. Reddy,IND,Andhra Pradesh,Kadapa
NYAMATULLA_SHAIK__IND,Nyamatulla Shaik,IND,Andhra Pradesh,Kadapa
PEDAKALA_VARALAKSHMI__PPOI,Pedakala Varalakshmi,PPOI,Andhra Pradesh,Kadapa
JAKKU_CHENNA_KRISHNA_REDDY__IND,Jakku Chenna Krishna Reddy,IND,Andhra Pradesh,Kadapa
AMEEN_PEERAN__ANC,Ameen Peeran,ANC,Andhra Pradesh,Kadapa
C_S_N_REDDY__NRCP,C S N Reddy,NRCP,Andhra Pradesh,Kadapa
PUTHA_LAKSHMI_REDDY__RDHP,Putha Lakshmi Reddy,RDHP,Andhra Pradesh,Kadapa
VANGA_GEETHAVISWANATH__YSRCP,VANGA GEETHAVISWANATH,YSRCP,Andhra Pradesh,Kakinada
CHALAMALASETTY_SUNIL__TDP,CHALAMALASETTY SUNIL,TDP,Andhra Pradesh,Kakinada
JYOTHULA_VENKATESWARA_RAO__JNP,JYOTHULA VENKATESWARA RAO,JnP,Andhra Pradesh,Kakinada
NOTA__NOTA,NOTA,NOTA,Andhra Pradesh,Kakinada
YALLA_VENKATA_RAMA_MOHAN_RAO_(DORABABU)__BJP,YALLA VENKATA RAMA MOHAN RAO (DORABABU),BJP,Andhra Pradesh,Kakinada
MALLIPUDI_SRI_RAMACHANDRA_MURTHY_(RAMBABU)__INC,MALLIPUDI SRI RAMACHANDRA MURTHY (RAMBABU),INC,Andhra Pradesh,Kakinada
KAKILETI_RAVINDRA__IND,KAKILETI RAVINDRA,IND,Andhra Pradesh,Kakinada
APPALAKONDA_VANGALAPUDI__MPP,APPALAKONDA VANGALAPUDI,MPP,Andhra Pradesh,Kakinada
MEDISETTI_VIJAYA_KUMAR__IND,MEDISETTI VIJAYA KUMAR,IND,Andhra Pradesh,Kakinada
GODUGU_SATYANARAYANA__CPI(ML)(L),GODUGU SATYANARAYANA,CPI(ML)(L),Andhra Pradesh,Kakinada
B._GEETHA__PRSHP,B. GEETHA,PRSHP,Andhra Pradesh,Kakinada
ANKADI_SATHIBABU__IND,ANKADI SATHIBABU,IND,Andhra Pradesh,Kakinada
SATHI_VEERALAKSHMI__PPOI,SATHI VEERALAKSHMI,PPOI,Andhra Pradesh,Kakinada
VASAMSETTY_VENKATARAMANA__AIFB,VASAMSETTY VENKATARAMANA,AIFB,Andhra Pradesh,Kakinada
DONAM_NEELAKANTAM__AINPP,DONAM NEELAKANTAM,AINPP,Andhra Pradesh,Kakinada
PEDDIMSETTI._VENKATESWARARAO__JAJGP,PEDDIMSETTI. VENKATESWARARAO,JAJGP,Andhra Pradesh,Kakinada
AYUSHMAN_DOCTOR_SANJEEV_KUMAR__YSRCP,AYUSHMAN DOCTOR SANJEEV KUMAR,YSRCP,Andhra Pradesh,Kurnool
KOTLA_JAYA_SURYA_PRAKASH_REDDY__TDP,KOTLA JAYA SURYA PRAKASH REDDY,TDP,Andhra Pradesh,Kurnool
AHMED_ALI_KHAN__INC,AHMED ALI KHAN,INC,Andhra Pradesh,Kurnool
DR._PARTHASARATHI_VALMIKI__BJP,Dr. PARTHASARATHI VALMIKI,BJP,Andhra Pradesh,Kurnool
K._PRABHAKARA_REDDY__CPIM,K. PRABHAKARA REDDY,CPIM,Andhra Pradesh,Kurnool
T._BEECHUPALLY__IND,T. BEECHUPALLY,IND,Andhra Pradesh,Kurnool
NOTA__NOTA,NOTA,NOTA,Andhra Pradesh,Kurnool
ABDUL_WARIS__SDPI,ABDUL WARIS,SDPI,Andhra Pradesh,Kurnool
SRIHARI._P._V.__IND,SRIHARI. P. V.,IND,Andhra Pradesh,Kurnool
DANDU_SESHU_YADAV__SP,DANDU SESHU YADAV,SP,Andhra Pradesh,Kurnool
BALIJA._SHIVA_KUMAR__IND,BALIJA. SHIVA KUMAR,IND,Andhra Pradesh,Kurnool
G_SANJEEVA_KUMAR__SMFB,G Sanjeeva Kumar,SMFB,Andhra Pradesh,Kurnool
DEVARAPOGU_MADDILETY__IND,DEVARAPOGU MADDILETY,IND,Andhra Pradesh,Kurnool
H._THOMAS__IND,H. THOMAS,IND,Andhra Pradesh,Kurnool
M._NAGANNA__SUCI(C),M. NAGANNA,SUCI(C),Andhra Pradesh,Kurnool
KASULA_RAJASEKHAR__PPOI,KASULA RAJASEKHAR,PPOI,Andhra Pradesh,Kurnool
S.MD._SHAFATH__RRS,S.MD. SHAFATH,RRS,Andhra Pradesh,Kurnool
BALASHOWRY_VALLABHANENI__YSRCP,BALASHOWRY VALLABHANENI,YSRCP,Andhra Pradesh,Machilipatnam
KONAKALLA_NARAYANA_RAO__TDP,KONAKALLA NARAYANA RAO,TDP,Andhra Pradesh,Machilipatnam
BANDREDDI_RAMAKRISHNA__JNP,BANDREDDI RAMAKRISHNA,JnP,Andhra Pradesh,Machilipatnam
NOTA__NOTA,NOTA,NOTA,Andhra Pradesh,Machilipatnam
GOLLU_KRISHNA__INC,GOLLU KRISHNA,INC,Andhra Pradesh,Machilipatnam
GUDIVAKA_RAMANJANEYULU_(ANJI_BABU)__BJP,GUDIVAKA RAMANJANEYULU (ANJI BABU),BJP,Andhra Pradesh,Machilipatnam
VIJAYA_LAKSHMI_CHALAPAKA__IND,VIJAYA LAKSHMI CHALAPAKA,IND,Andhra Pradesh,Machilipatnam
PERAM_SIVA_NAGESWARA_RAO__RPI(A),PERAM SIVA NAGESWARA RAO,RPI(A),Andhra Pradesh,Machilipatnam
YARLAGADDA_RAMA_MOHANA_RAO__BAHUMP,YARLAGADDA RAMA MOHANA RAO,BAHUMP,Andhra Pradesh,Machilipatnam
G._V._N._BASAVA_RAO__IND,G. V. N. BASAVA RAO,IND,Andhra Pradesh,Machilipatnam
GANDHI_DHANEKULA__IND,GANDHI DHANEKULA,IND,Andhra Pradesh,Machilipatnam
VALLURU_VENKATESWARA_RAO__PPOI,VALLURU VENKATESWARA RAO,PPOI,Andhra Pradesh,Machilipatnam
NADAKUDITI_NAGA_GAYATHRI__IND,NADAKUDITI NAGA GAYATHRI,IND,Andhra Pradesh,Machilipatnam
POCHA_._BRAHMANANDA_REDDY__YSRCP,POCHA . BRAHMANANDA REDDY,YSRCP,Andhra Pradesh,Nandyal
MANDRA_SIVANANDA_REDDY__TDP,MANDRA SIVANANDA REDDY,TDP,Andhra Pradesh,Nandyal
S.P.Y._REDDY__JNP,S.P.Y. REDDY,JnP,Andhra Pradesh,Nandyal
JANGITE_LAKSHMI_NARASIMHA_YADAV__INC,JANGITE LAKSHMI NARASIMHA YADAV,INC,Andhra Pradesh,Nandyal
NOTA__NOTA,NOTA,NOTA,Andhra Pradesh,Nandyal
ADINARAYANA_INTY__BJP,ADINARAYANA INTY,BJP,Andhra Pradesh,Nandyal
POLURU_GURUVAIAH__IND,POLURU GURUVAIAH,IND,Andhra Pradesh,Nandyal
BHUMA_KISHOR_REDDY__IND,BHUMA KISHOR REDDY,IND,Andhra Pradesh,Nandyal
JESTADI_SUDHAKAR__IND,JESTADI SUDHAKAR,IND,Andhra Pradesh,Nandyal
D._P._JAMAL_BASHA.__AYSRCP,D. P. JAMAL BASHA.,AYSRCP,Andhra Pradesh,Nandyal
I.V._PAKKIR_REDDY__IND,I.V. PAKKIR REDDY,IND,Andhra Pradesh,Nandyal
B.C._RAMANATHA_REDDY__IND,B.C. RAMANATHA REDDY,IND,Andhra Pradesh,Nandyal
VANGALA_PARAMESWARA_REDDY.__IND,VANGALA PARAMESWARA REDDY.,IND,Andhra Pradesh,Nandyal
C._SURENDRA_NATH_REDDY__IND,C. SURENDRA NATH REDDY,IND,Andhra Pradesh,Nandyal
DR._LAKSHMI_KANTHA_REDDY_CHITLA__IND,Dr. LAKSHMI KANTHA REDDY CHITLA,IND,Andhra Pradesh,Nandyal
PULA._NAGAMADDILETY__ANC,PULA. NAGAMADDILETY,ANC,Andhra Pradesh,Nandyal
S._A._INDUMATHI__IND,S. A. INDUMATHI,IND,Andhra Pradesh,Nandyal
K.P._KAMBAGIRISWAMY.__IND,K.P. KAMBAGIRISWAMY.,IND,Andhra Pradesh,Nandyal
RUDDIREDDY_RADHAKRISHNA__AIFB,RUDDIREDDY RADHAKRISHNA,AIFB,Andhra Pradesh,Nandyal
ELLURI._BHUPAL.__IND,ELLURI. BHUPAL.,IND,Andhra Pradesh,Nandyal
D._MAHAMMAD_RAFI_.__BCUF,D. MAHAMMAD RAFI .,BCUF,Andhra Pradesh,Nandyal
LAVU_SRI_KRISHNA_DEVARAYALU__YSRCP,LAVU SRI KRISHNA DEVARAYALU,YSRCP,Andhra Pradesh,Narasaraopet
RAYAPATI_SAMBASIVARAO__TDP,RAYAPATI SAMBASIVARAO,TDP,Andhra Pradesh,Narasaraopet
NAYUB_KAMAL_SHAIK__JNP,NAYUB KAMAL SHAIK,JnP,Andhra Pradesh,Narasaraopet
KANNA_LAKSHMI_NARAYANA__BJP,KANNA LAKSHMI NARAYANA,BJP,Andhra Pradesh,Narasaraopet
NOTA__NOTA,NOTA,NOTA,Andhra Pradesh,Narasaraopet
PAKKALA_SURIBABU__INC,PAKKALA SURIBABU,INC,Andhra Pradesh,Narasaraopet
ALLU_VENKATAREDDY__PPOI,ALLU VENKATAREDDY,PPOI,Andhra Pradesh,Narasaraopet
DURGAMPUDI_RAMIREDDY__IND,DURGAMPUDI RAMIREDDY,IND,Andhra Pradesh,Narasaraopet
REDDYBOINA_PRASANNA_KUMAR__IND,REDDYBOINA PRASANNA KUMAR,IND,Andhra Pradesh,Narasaraopet
PARIMI_NARASIMHA_RAO__IND,PARIMI NARASIMHA RAO,IND,Andhra Pradesh,Narasaraopet
KANAKAM_SRINIVASARAO__NNKP,KANAKAM SRINIVASARAO,NNKP,Andhra Pradesh,Narasaraopet
GADDALA_VENU__IND,GADDALA VENU,IND,Andhra Pradesh,Narasaraopet
SURABHI_DEVASAHAYAM__IUML,SURABHI DEVASAHAYAM,IUML,Andhra Pradesh,Narasaraopet
KANTE_SAYANNA__IND,KANTE SAYANNA,IND,Andhra Pradesh,Narasaraopet
KANUMURU_RAGHU_RAMA_KRISHNA_RAJU__YSRCP,KANUMURU RAGHU RAMA KRISHNA RAJU,YSRCP,Andhra Pradesh,Narsapuram
V.V._SIVA_RAMA_RAJU_(KALAVAPUDI_SIVA)__TDP,V.V. SIVA RAMA RAJU (KALAVAPUDI SIVA),TDP,Andhra Pradesh,Narsapuram
NAGABABU_KONIDELA__JNP,NAGABABU KONIDELA,JnP,Andhra Pradesh,Narsapuram
KANUMURU_BAPIRAJU__INC,KANUMURU BAPIRAJU,INC,Andhra Pradesh,Narsapuram
PYDIKONDALA_MANIKYALA_RAO__BJP,PYDIKONDALA MANIKYALA RAO,BJP,Andhra Pradesh,Narsapuram
NOTA__NOTA,NOTA,NOTA,Andhra Pradesh,Narsapuram
YELLA_VENU_GOPAL_RAO__NVSP,YELLA VENU GOPAL RAO,NVSP,Andhra Pradesh,Narsapuram
G_S_RAJU__SP,G S RAJU,SP,Andhra Pradesh,Narsapuram
K.A.PAUL__PRSHP,K.A.PAUL,PRSHP,Andhra Pradesh,Narsapuram
MEDAPATI_VARAHALA_REDDY__IND,MEDAPATI VARAHALA REDDY,IND,Andhra Pradesh,Narsapuram
NALLI_RAJESH__IND,NALLI RAJESH,IND,Andhra Pradesh,Narsapuram
NALLAM_SURYA_CHANDRA_RAO__PPOI,NALLAM SURYA CHANDRA RAO,PPOI,Andhra Pradesh,Narsapuram
DASARI_KRISHNA_MURTHY__IPBP,DASARI KRISHNA MURTHY,IPBP,Andhra Pradesh,Narsapuram
GOTTUMUKKALA_SHIVAJI__IND,GOTTUMUKKALA SHIVAJI,IND,Andhra Pradesh,Narsapuram
GANJI_PURNIMA__RPI(A),GANJI PURNIMA,RPI(A),Andhra Pradesh,Narsapuram
GURUGUBILLI_RAMBABU__MCPI,GURUGUBILLI RAMBABU,MCPI,Andhra Pradesh,Narsapuram
ADALA_PRABHAKARA_REDDY__YSRCP,Adala Prabhakara Reddy,YSRCP,Andhra Pradesh,Nellore
BEEDA_MASTHAN_RAO__TDP,Beeda Masthan Rao,TDP,Andhra Pradesh,Nellore
CHANDRA_RAJAGOPAL__CPIM,Chandra Rajagopal,CPIM,Andhra Pradesh,Nellore
NOTA__NOTA,NOTA,NOTA,Andhra Pradesh,Nellore
SANNAPUREDDY_SURESH_REDDY__BJP,Sannapureddy Suresh Reddy,BJP,Andhra Pradesh,Nellore
CHEVURU_DEVAKUMAR_REDDY__INC,Chevuru Devakumar Reddy,INC,Andhra Pradesh,Nellore
