filename,geo_code,state,survey,survey_version_code,dataset_type_code,dataset_type,file_format_code,file_format,inner_data_files,size_mb,download_status,parse_ok,parse_note,path
APHR42DT.zip,AP,Andhra Pradesh,NFHS-4 (2015-16),42,HR,Household Recode,DT,Stata,APHR42FL.DTA,0.82,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/APHR42DT.zip
APHR42FL.zip,AP,Andhra Pradesh,NFHS-4 (2015-16),42,HR,Household Recode,FL,Flat (ASCII/Stata .dta),APHR42FL.DAT,2.4,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/APHR42FL.zip
APHR42SD.zip,AP,Andhra Pradesh,NFHS-4 (2015-16),42,HR,Household Recode,SD,SAS,APHR42FL.SAS7BDAT,1.13,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/APHR42SD.zip
APHR42SV.zip,AP,Andhra Pradesh,NFHS-4 (2015-16),42,HR,Household Recode,SV,SPSS,APHR42FL.SAV,0.86,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/APHR42SV.zip
APIR42.zip,,,,,,,,,APIR42.DAT,4.49,complete,False,Does not match DHS pattern [CC][DD][VV][FF]: APIR42,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/APIR42.zip
APIR42DT.zip,AP,Andhra Pradesh,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,DT,Stata,APIR42FL.DTA,1.55,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/APIR42DT.zip
APIR42FL.zip,AP,Andhra Pradesh,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,FL,Flat (ASCII/Stata .dta),APIR42FL.DAT,3.23,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/APIR42FL.zip
APIR42SD.zip,AP,Andhra Pradesh,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SD,SAS,APIR42FL.SAS7BDAT,2.51,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/APIR42SD.zip
APIR42SV.zip,AP,Andhra Pradesh,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SV,SPSS,APIR42FL.SAV,1.64,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/APIR42SV.zip
ARHR42DT.zip,AR,Arunachal Pradesh,NFHS-4 (2015-16),42,HR,Household Recode,DT,Stata,ARHR42FL.DTA,0.57,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/ARHR42DT.zip
ARHR42FL.zip,AR,Arunachal Pradesh,NFHS-4 (2015-16),42,HR,Household Recode,FL,Flat (ASCII/Stata .dta),ARHR42FL.DAT,2.21,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/ARHR42FL.zip
ARHR42SD.zip,AR,Arunachal Pradesh,NFHS-4 (2015-16),42,HR,Household Recode,SD,SAS,ARHR42FL.SAS7BDAT,0.69,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/ARHR42SD.zip
ARHR42SV.zip,AR,Arunachal Pradesh,NFHS-4 (2015-16),42,HR,Household Recode,SV,SPSS,ARHR42FL.SAV,0.58,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/ARHR42SV.zip
ARIR42.zip,,,,,,,,,ARIR42.DAT,3.01,complete,False,Does not match DHS pattern [CC][DD][VV][FF]: ARIR42,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/ARIR42.zip
ARIR42DT.zip,AR,Arunachal Pradesh,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,DT,Stata,ARIR42FL.DTA,0.75,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/ARIR42DT.zip
ARIR42FL.zip,AR,Arunachal Pradesh,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,FL,Flat (ASCII/Stata .dta),ARIR42FL.DAT,2.46,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/ARIR42FL.zip
ARIR42SD.zip,AR,Arunachal Pradesh,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SD,SAS,ARIR42FL.SAS7BDAT,1.06,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/ARIR42SD.zip
ARIR42SV.zip,AR,Arunachal Pradesh,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SV,SPSS,ARIR42FL.SAV,0.77,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/ARIR42SV.zip
ASHR42DT.zip,AS,Assam,NFHS-4 (2015-16),42,HR,Household Recode,DT,Stata,ASHR42FL.DTA,0.75,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/ASHR42DT.zip
ASHR42FL.zip,AS,Assam,NFHS-4 (2015-16),42,HR,Household Recode,FL,Flat (ASCII/Stata .dta),ASHR42FL.DAT,2.42,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/ASHR42FL.zip
ASHR42SD.zip,AS,Assam,NFHS-4 (2015-16),42,HR,Household Recode,SD,SAS,ASHR42FL.SAS7BDAT,1.01,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/ASHR42SD.zip
ASHR42SV.zip,AS,Assam,NFHS-4 (2015-16),42,HR,Household Recode,SV,SPSS,ASHR42FL.SAV,0.78,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/ASHR42SV.zip
ASIR42.zip,,,,,,,,,ASIR42.DAT,4.2,complete,False,Does not match DHS pattern [CC][DD][VV][FF]: ASIR42,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/ASIR42.zip
ASIR42DT.zip,AS,Assam,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,DT,Stata,ASIR42FL.DTA,1.35,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/ASIR42DT.zip
ASIR42FL.zip,AS,Assam,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,FL,Flat (ASCII/Stata .dta),ASIR42FL.DAT,3.12,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/ASIR42FL.zip
ASIR42SD.zip,AS,Assam,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SD,SAS,ASIR42FL.SAS7BDAT,2.17,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/ASIR42SD.zip
ASIR42SV.zip,AS,Assam,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SV,SPSS,ASIR42FL.SAV,1.42,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/ASIR42SV.zip
BHHR42DT.zip,BH,Bihar,NFHS-4 (2015-16),42,HR,Household Recode,DT,Stata,BHHR42FL.DTA,1.13,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/BHHR42DT.zip
BHHR42FL.zip,BH,Bihar,NFHS-4 (2015-16),42,HR,Household Recode,FL,Flat (ASCII/Stata .dta),BHHR42FL.DAT,2.75,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/BHHR42FL.zip
BHHR42SD.zip,BH,Bihar,NFHS-4 (2015-16),42,HR,Household Recode,SD,SAS,BHHR42FL.SAS7BDAT,1.64,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/BHHR42SD.zip
BHHR42SV.zip,BH,Bihar,NFHS-4 (2015-16),42,HR,Household Recode,SV,SPSS,BHHR42FL.SAV,1.2,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/BHHR42SV.zip
BHIR42.zip,,,,,,,,,BHIR42.DAT,6.09,complete,False,Does not match DHS pattern [CC][DD][VV][FF]: BHIR42,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/BHIR42.zip
BHIR42DT.zip,BH,Bihar,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,DT,Stata,BHIR42FL.DTA,2.36,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/BHIR42DT.zip
BHIR42FL.zip,BH,Bihar,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,FL,Flat (ASCII/Stata .dta),BHIR42FL.DAT,4.12,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/BHIR42FL.zip
BHIR42SD.zip,BH,Bihar,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SD,SAS,BHIR42FL.SAS7BDAT,3.98,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/BHIR42SD.zip
BHIR42SV.zip,BH,Bihar,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SV,SPSS,BHIR42FL.SAV,2.51,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/BHIR42SV.zip
DLHR42DT.zip,DL,Delhi,NFHS-4 (2015-16),42,HR,Household Recode,DT,Stata,DLHR42FL.DTA,0.7,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/DLHR42DT.zip
DLHR42FL.zip,DL,Delhi,NFHS-4 (2015-16),42,HR,Household Recode,FL,Flat (ASCII/Stata .dta),DLHR42FL.DAT,2.27,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/DLHR42FL.zip
DLHR42SD.zip,DL,Delhi,NFHS-4 (2015-16),42,HR,Household Recode,SD,SAS,DLHR42FL.SAS7BDAT,0.92,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/DLHR42SD.zip
DLHR42SV.zip,DL,Delhi,NFHS-4 (2015-16),42,HR,Household Recode,SV,SPSS,DLHR42FL.SAV,0.72,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/DLHR42SV.zip
DLIR42.zip,,,,,,,,,DLIR42.DAT,3.73,complete,False,Does not match DHS pattern [CC][DD][VV][FF]: DLIR42,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/DLIR42.zip
DLIR42DT.zip,DL,Delhi,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,DT,Stata,DLIR42FL.DTA,1.12,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/DLIR42DT.zip
DLIR42FL.zip,DL,Delhi,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,FL,Flat (ASCII/Stata .dta),DLIR42FL.DAT,2.76,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/DLIR42FL.zip
DLIR42SD.zip,DL,Delhi,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SD,SAS,DLIR42FL.SAS7BDAT,1.73,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/DLIR42SD.zip
DLIR42SV.zip,DL,Delhi,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SV,SPSS,DLIR42FL.SAV,1.18,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/DLIR42SV.zip
GJHR42DT.zip,GJ,Gujarat,NFHS-4 (2015-16),42,HR,Household Recode,DT,Stata,GJHR42FL.DTA,0.83,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/GJHR42DT.zip
GJHR42FL.zip,GJ,Gujarat,NFHS-4 (2015-16),42,HR,Household Recode,FL,Flat (ASCII/Stata .dta),GJHR42FL.DAT,2.41,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/GJHR42FL.zip
GJHR42SD.zip,GJ,Gujarat,NFHS-4 (2015-16),42,HR,Household Recode,SD,SAS,GJHR42FL.SAS7BDAT,1.13,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/GJHR42SD.zip
GJHR42SV.zip,GJ,Gujarat,NFHS-4 (2015-16),42,HR,Household Recode,SV,SPSS,GJHR42FL.SAV,0.87,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/GJHR42SV.zip
GJIR42.zip,,,,,,,,,GJIR42.DAT,4.48,complete,False,Does not match DHS pattern [CC][DD][VV][FF]: GJIR42,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/GJIR42.zip
GJIR42DT.zip,GJ,Gujarat,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,DT,Stata,GJIR42FL.DTA,1.51,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/GJIR42DT.zip
GJIR42FL.zip,GJ,Gujarat,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,FL,Flat (ASCII/Stata .dta),GJIR42FL.DAT,3.2,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/GJIR42FL.zip
GJIR42SD.zip,GJ,Gujarat,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SD,SAS,GJIR42FL.SAS7BDAT,2.44,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/GJIR42SD.zip
GJIR42SV.zip,GJ,Gujarat,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SV,SPSS,GJIR42FL.SAV,1.61,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/GJIR42SV.zip
GOHR42DT.zip,GO,Goa,NFHS-4 (2015-16),42,HR,Household Recode,DT,Stata,GOHR42FL.DTA,0.59,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/GOHR42DT.zip
GOHR42FL.zip,GO,Goa,NFHS-4 (2015-16),42,HR,Household Recode,FL,Flat (ASCII/Stata .dta),GOHR42FL.DAT,2.14,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/GOHR42FL.zip
GOHR42SD.zip,GO,Goa,NFHS-4 (2015-16),42,HR,Household Recode,SD,SAS,GOHR42FL.SAS7BDAT,0.73,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/GOHR42SD.zip
GOHR42SV.zip,GO,Goa,NFHS-4 (2015-16),42,HR,Household Recode,SV,SPSS,GOHR42FL.SAV,0.6,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/GOHR42SV.zip
GOIR42.zip,,,,,,,,,GOIR42.DAT,3.02,complete,False,Does not match DHS pattern [CC][DD][VV][FF]: GOIR42,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/GOIR42.zip
GOIR42DT.zip,GO,Goa,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,DT,Stata,GOIR42FL.DTA,0.79,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/GOIR42DT.zip
GOIR42FL.zip,GO,Goa,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,FL,Flat (ASCII/Stata .dta),GOIR42FL.DAT,2.4,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/GOIR42FL.zip
GOIR42SD.zip,GO,Goa,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SD,SAS,GOIR42FL.SAS7BDAT,1.12,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/GOIR42SD.zip
GOIR42SV.zip,GO,Goa,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SV,SPSS,GOIR42FL.SAV,0.82,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/GOIR42SV.zip
HPHR42DT.zip,HP,Himachal Pradesh,NFHS-4 (2015-16),42,HR,Household Recode,DT,Stata,HPHR42FL.DTA,0.74,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/HPHR42DT.zip
HPHR42FL.zip,HP,Himachal Pradesh,NFHS-4 (2015-16),42,HR,Household Recode,FL,Flat (ASCII/Stata .dta),HPHR42FL.DAT,2.41,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/HPHR42FL.zip
HPHR42SD.zip,HP,Himachal Pradesh,NFHS-4 (2015-16),42,HR,Household Recode,SD,SAS,HPHR42FL.SAS7BDAT,1.0,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/HPHR42SD.zip
HPHR42SV.zip,HP,Himachal Pradesh,NFHS-4 (2015-16),42,HR,Household Recode,SV,SPSS,HPHR42FL.SAV,0.78,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/HPHR42SV.zip
HPIR42.zip,,,,,,,,,HPIR42.DAT,4.05,complete,False,Does not match DHS pattern [CC][DD][VV][FF]: HPIR42,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/HPIR42.zip
HPIR42DT.zip,HP,Himachal Pradesh,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,DT,Stata,HPIR42FL.DTA,1.24,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/HPIR42DT.zip
HPIR42FL.zip,HP,Himachal Pradesh,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,FL,Flat (ASCII/Stata .dta),HPIR42FL.DAT,3.01,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/HPIR42FL.zip
HPIR42SD.zip,HP,Himachal Pradesh,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SD,SAS,HPIR42FL.SAS7BDAT,1.96,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/HPIR42SD.zip
HPIR42SV.zip,HP,Himachal Pradesh,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SV,SPSS,HPIR42FL.SAV,1.32,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/HPIR42SV.zip
HRHR42DT.zip,HR,Haryana,NFHS-4 (2015-16),42,HR,Household Recode,DT,Stata,HRHR42FL.DTA,0.72,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/HRHR42DT.zip
HRHR42FL.zip,HR,Haryana,NFHS-4 (2015-16),42,HR,Household Recode,FL,Flat (ASCII/Stata .dta),HRHR42FL.DAT,2.28,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/HRHR42FL.zip
HRHR42SD.zip,HR,Haryana,NFHS-4 (2015-16),42,HR,Household Recode,SD,SAS,HRHR42FL.SAS7BDAT,0.95,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/HRHR42SD.zip
HRHR42SV.zip,HR,Haryana,NFHS-4 (2015-16),42,HR,Household Recode,SV,SPSS,HRHR42FL.SAV,0.74,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/HRHR42SV.zip
HRIR42.zip,,,,,,,,,HRIR42.DAT,3.92,complete,False,Does not match DHS pattern [CC][DD][VV][FF]: HRIR42,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/HRIR42.zip
HRIR42DT.zip,HR,Haryana,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,DT,Stata,HRIR42FL.DTA,1.23,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/HRIR42DT.zip
HRIR42FL.zip,HR,Haryana,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,FL,Flat (ASCII/Stata .dta),HRIR42FL.DAT,2.89,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/HRIR42FL.zip
HRIR42SD.zip,HR,Haryana,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SD,SAS,HRIR42FL.SAS7BDAT,1.94,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/HRIR42SD.zip
HRIR42SV.zip,HR,Haryana,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SV,SPSS,HRIR42FL.SAV,1.3,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/HRIR42SV.zip
IAGE71FL.zip,IA,India (national),DHS Phase VII release 1,71,GE,Geographic Data,FL,Flat (ASCII/Stata .dta),"IAGE71FL.dbf, IAGE71FL.shp",2.31,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAGE71FL.zip
IAGE7AFL.zip,IA,India (national),DHS Phase VII release A,7A,GE,Geographic Data,FL,Flat (ASCII/Stata .dta),"IAGE7AFL.dbf, IAGE7AFL.shp",2.21,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAGE7AFL.zip
IAHR23DT.zip,IA,India (national),NFHS-3 (2005-06),23,HR,Household Recode,DT,Stata,IAHR23FL.DTA,10.34,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAHR23DT.zip
IAHR23FL.zip,IA,India (national),NFHS-3 (2005-06),23,HR,Household Recode,FL,Flat (ASCII/Stata .dta),IAHR23FL.DAT,11.39,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAHR23FL.zip
IAHR23SD.zip,IA,India (national),NFHS-3 (2005-06),23,HR,Household Recode,SD,SAS,IAHR23FL.SAS7BDAT,16.27,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAHR23SD.zip
IAHR23SV.zip,IA,India (national),NFHS-3 (2005-06),23,HR,Household Recode,SV,SPSS,IAHR23FL.SAV,11.22,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAHR23SV.zip
IAHR42DT.zip,IA,India (national),NFHS-4 (2015-16),42,HR,Household Recode,DT,Stata,IAHR42FL.DTA,9.77,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAHR42DT.zip
IAHR42FL.zip,IA,India (national),NFHS-4 (2015-16),42,HR,Household Recode,FL,Flat (ASCII/Stata .dta),IAHR42FL.DAT,12.7,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAHR42FL.zip
IAHR42SD.zip,IA,India (national),NFHS-4 (2015-16),42,HR,Household Recode,SD,SAS,IAHR42FL.SAS7BDAT,19.45,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAHR42SD.zip
IAHR42SV.zip,IA,India (national),NFHS-4 (2015-16),42,HR,Household Recode,SV,SPSS,IAHR42FL.SAV,12.84,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAHR42SV.zip
IAHR52DT.zip,IA,India (national),NFHS-5 (2019-21),52,HR,Household Recode,DT,Stata,IAHR52FL.dta,52.41,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAHR52DT.zip
IAHR52FL.zip,IA,India (national),NFHS-5 (2019-21),52,HR,Household Recode,FL,Flat (ASCII/Stata .dta),IAHR52FL.DAT,48.96,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAHR52FL.zip
IAHR52SD.zip,IA,India (national),NFHS-5 (2019-21),52,HR,Household Recode,SD,SAS,IAHR52FL.SAS7BDAT,69.8,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAHR52SD.zip
IAHR52SV.zip,IA,India (national),NFHS-5 (2019-21),52,HR,Household Recode,SV,SPSS,IAHR52FL.SAV,56.3,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAHR52SV.zip
IAHR74DT.zip,IA,India (national),DHS Phase VII (likely NFHS-6+),74,HR,Household Recode,DT,Stata,IAHR74FL.DTA,308.55,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAHR74DT.zip
IAHR74FL.zip,IA,India (national),DHS Phase VII (likely NFHS-6+),74,HR,Household Recode,FL,Flat (ASCII/Stata .dta),IAHR74FL.DAT,283.18,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAHR74FL.zip
IAHR74SD.zip,IA,India (national),DHS Phase VII (likely NFHS-6+),74,HR,Household Recode,SD,SAS,IAHR74FL.SAS7BDAT,443.72,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAHR74SD.zip
IAHR74SV.zip,IA,India (national),DHS Phase VII (likely NFHS-6+),74,HR,Household Recode,SV,SPSS,IAHR74FL.SAV,294.53,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAHR74SV.zip
IAHR7EDT.zip,IA,India (national),DHS Phase VII release E,7E,HR,Household Recode,DT,Stata,IAHR7EFL.DTA,383.84,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAHR7EDT.zip
IAHR7EFL.zip,IA,India (national),DHS Phase VII release E,7E,HR,Household Recode,FL,Flat (ASCII/Stata .dta),IAHR7EFL.DAT,373.54,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAHR7EFL.zip
IAHR7ESD.zip,IA,India (national),DHS Phase VII release E,7E,HR,Household Recode,SD,SAS,IAHR7EFL.SAS7BDAT,554.7,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAHR7ESD.zip
IAHR7ESV.zip,IA,India (national),DHS Phase VII release E,7E,HR,Household Recode,SV,SPSS,IAHR7EFL.SAV,415.81,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAHR7ESV.zip
IAIR23.zip,,,,,,,,,IAIR23.DAT,41.69,complete,False,Does not match DHS pattern [CC][DD][VV][FF]: IAIR23,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/IAIR23.zip
