year,poll_type,source_file,page,candidate_score,matched_group_types,matched_keywords,likely_table_type,page_text_excerpt,recommended_action
2024,post_poll,post-poll/2024/postpoll_study_2024.pdf,23,15,gender;age;caste,age;bjp;india;men;nda;st,voter_group_party_table,"Social and Political Barometer Posttpoll Study 2024-Survey Findings Q41: During the last two months, which news channel did you watch the most for election related news? N (%) 01: Doordarshan 1172 6.0 02: Aaj Tak/India Today/Tez/Tak 2203 11.2 03: Zee 1222 6.2 04: NDTV 1072 5.4 05: News18 1265 6.4 06: ABP 1562 7.9 07: Republic 359 1.8 08: Times Now/Navbharat 58 .3 09: TV9 1601 8.1 10: NewsX/India N",auto_extract
2024,post_poll,post-poll/2024/postpoll_study_2024.pdf,30,15,age;religion;caste,age;caste;hindu;nda;sikh;st;upper caste,voter_group_party_table,Social and Political Barometer Posttpoll Study 2024-Survey Findings N (%) Valid (%) Total 5543 28.2 100.0 Missing 99: Not Applicable 14120 71.8 Total 19663 100.0 c: Pradhan Mantri Kisan Maan Dhan Yojana (PM-KMY)? N (%) Valid (%) Valid 01: Benefitted 1056 5.4 19.1 02: Not benefitted 3121 15.9 56.5 98: Don’t Know 1345 6.8 24.4 Total 5521 28.1 100.0 Missing 99: Not Applicable 14142 71.9 Total 19663 1,auto_extract
2024,post_poll,post-poll/2024/postpoll_study_2024.pdf,33,15,gender;age;caste,age;caste;men;nda;obc;sc;st,voter_group_party_table,"Social and Political Barometer Posttpoll Study 2024-Survey Findings N (%) 376: Kumar 1 .0 377: Namasudra, Dami 1 .0 378: Kosti-Sali-Padmashali 3 .0 379: Daoli (Refine gold from sand) 1 .0 391: Other Craftsmen 1 .0 399 Other Craftsmen 31 .2 400 Kewat (Fishermen &amp; Boatmen) (Except those in SC) 64 .3 410: Dhobi (Washermen) 28 .1 420 Nai (Barber) 78 .4 430 Teli (Oil Pressers) 134 .7 435 Jogi (Mend",auto_extract
2024,post_poll,post-poll/2024/postpoll_study_2024.pdf,38,15,gender;age;caste;rural_urban,age;city;men;others;st;town;village,voter_group_party_table,Social and Political Barometer Posttpoll Study 2024-Survey Findings N (%) 04: Big City (5-10 lakh) 1368 7.0 05: Metropolitan City (Above 10 lakh) 1262 6.4 Total 19663 100.0 a: (If Town/Small City/ Big City/ Metropolitan) Type of house in which respondent lives? N (%) Valid (%) Valid 01: House/Flat/ Bungalow 701 3.6 11.5 02: House/Flat with 5 or 343 1.7 5.6 more rooms 03: House/ Flat with 4 rooms 9,auto_extract
2024,pre_poll,pre-poll/2024/prepoll_report_2024.pdf,19,15,gender;age;religion;caste,age;caste;men;party;religious;st;upper caste,voter_group_party_table,"Social and Political Barometer Prepoll Study 2024-Survey Findings N (%) 96: There is no Change 1424 14.2 97: Any other 227 2.3 98: Don‟t know 886 8.8 Total 10019 100.0 Q37: How regularly do you do the following – Daily, sometimes, rarely or never? a: Watch news b: Read the c: Listen to news d: Read news on TV newspaper on radio on internet N (%) N (%) N (%) N (%) 01: Daily 3845 38.4 1731 17.3 569 ",auto_extract
2024,pre_poll,pre-poll/2024/prepoll_report_2024.pdf,24,15,gender;age;caste,age;bjp;congress;men;party;st,voter_group_party_table,"Social and Political Barometer Prepoll Study 2024-Survey Findings N (%) 03: Somewhat worse 2154 21.5 04: Much worse 1309 13.1 05: Stayed the same 1355 13.5 98: Don‟t know 437 4.4 Total 10019 100.0 Q48: Earlier people used to say that BJP was less nepotistic than congress. Now, some people believe BJP has become as nepotistic as the Congress. What do you think? N (%) 01: BJP is as nepotistic as Con",auto_extract
2024,pre_poll,pre-poll/2024/prepoll_report_2024.pdf,31,15,gender;age;caste;rural_urban,age;city;men;others;st;town;village,voter_group_party_table,Social and Political Barometer Prepoll Study 2024-Survey Findings a: (If Town/Small City/ Big City/ Metropolitan) Type of house in which respondent lives? N (%) Valid (%) Valid 01: House/Flat/ Bungalow 245 2.4 8.0 02: House/Flat with 5 or more rooms 153 1.5 5.0 03: House/ Flat with 4 rooms 538 5.4 17.5 04: House/ Flat with 3 rooms 840 8.4 27.4 05: House with 2 rooms 893 8.9 29.1 06: House with 1 r,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,32,14,gender;age;caste;electorate,age;all india;india;men;party;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) Valid (%) 053: MNS 3 .0 .1 055: RPI-A 5 .0 .1 060: NPF 1 .0 .0 064: UDP 0 .0 .0 070: BJD 11 .0 .3 071: SAD 26 .1 .6 082: TRS 9 .0 .2 083: AIADMK 81 .3 2.0 084: AMMK 4 .0 .1 085: DMK 63 .3 1.5 086: DMDK 4 .0 .1 087: PMK 17 .1 .4 088: VCK 1 .0 .0 089: MDMK 10 .0 .3 101: RLD 5 .0 .1 109: Left Front 1 .0 .0 112: LJD 1 .0 .0 114: GSM 0 .0 .0 120: NDPP 0,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,39,14,gender;age;caste;electorate,age;all india;india;men;party;st,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings N (%) Total 24235 100.0 d: Pension money (old age, widow, disabilities etc.) N (%) 1: Yes 6053 25.0 2: No 18182 75.0 Total 24235 100.0 d(a): (If benefited) And who would you give credit for it - Central govt., State govt., Local politicians /party worker, or Local bureaucrat/Government officer? N (%) Valid (%) Valid 1: Central government 1886 7.8 31.2 2:",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,42,14,gender;age;caste;electorate,age;all india;india;men;party;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) Valid (%) 4: Local Bureaucrat 198 .8 2.4 5: Other 90 .4 1.1 6: Both Central and State government 76 .3 .9 8: No response 568 2.3 6.8 Total 8321 34.3 100.0 Missing 9: N.A. 15914 65.7 Total 24235 100.0 i: Jan Dhan Yojana N (%) 1: Yes 5407 22.3 2: No 18828 77.7 Total 24235 100.0 i(a): (If benefited) And who would you give credit for it - Central govt.,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,164,14,gender;age;caste;electorate,age;all india;congress;india;men;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 4: Don’t like at all 407 66.1 7: Can't say 31 5.0 8: No response 21 3.4 Total 615 100.0 d: Congress N (%) 1: A lot 66 10.8 2: Somewhat 143 23.3 3: Very little 91 14.8 4: Don’t like at all 262 42.7 7: Can't say 29 4.8 8: No response 23 3.8 Total 615 100.0 JKQ4: Now I will read out a few statements to you. Tell me do you agree or disagree with each o,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,172,14,gender;age;caste;electorate,age;all india;congress;india;men;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 2: Somewhat 250 26.2 3: Very little 236 24.7 4: Don’t like at all 148 15.5 7: Can't say 10 1.1 8: No response 36 3.8 Total 954 100.0 KAQ4: Do you think JDS and the Congress did the right thing by coming together to form the government in Karnataka or do you think they did the wrong thing and should not have come together? N (%) 1: Right 365 38.3 2:,auto_extract
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,15,14,age,age;bjp;congress;party;vote,voter_group_party_table,NES 2019 Prepoll-Survey findings.docx Q11: Can you tell me which party did you vote for in the 2014 Lok Sabha election held five years ago? N (%) Valid (%) Valid 001: Congress 1458 14.6 16.1 002: BJP 3473 34.7 38.3 003: BSP 215 2.1 2.4 004: CPI-M 91 .9 1.0 005: CPI 6 .1 .1 006: NCP 60 .6 .7 007: AITC 286 2.9 3.2 008: JD-U 137 1.4 1.5 009: LJP 69 .7 .8 010: RJD 135 1.3 1.5 011: CPI-ML (L) 1 .0 .0 0,auto_extract
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,32,14,gender;age;caste,age;bjp;india;men;sc;st,voter_group_party_table,NES 2019 Prepoll-Survey findings.docx N (%) Valid (%) Total 7749 77.4 100.0 Missing 9: Not applicable 2261 22.6 Total 10010 100.0 b: (If heard in Q30) Do you agree or disagree with the following statement - ‘The BJP is trying to take credit for the air strike against Pakistan and gain in elections’? N (%) Valid (%) Valid 1: Fully agree 2442 24.4 31.5 2: Somewhat agree 2142 21.4 27.6 3: Somewhat di,auto_extract
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,37,14,gender;age;caste;issue_preference,age;india;men;others;st;unemployment,voter_group_party_table,NES 2019 Prepoll-Survey findings.docx N (%) 07: India-Pakistan 431 4.3 08: Unemployment 1924 19.2 09: Citizenship Bill 81 .8 10: Others 269 2.7 98: No response 683 6.8 Total 10010 100.0 BACKGROUND INFORMATION Z1: What is your age? N (%) Valid (%) Valid 1: Up to 25 yrs 1367 13.7 13.7 2: 26-35 yrs 2664 26.6 26.6 3: 36-45 yrs 2257 22.5 22.6 4: 46-55 yrs 1768 17.7 17.7 5: 56 yrs. and above 1949 19.5 1,auto_extract
2024,post_poll,post-poll/2024/postpoll_study_2024.pdf,1,14,gender;age;caste;welfare_beneficiary,age;men;party;ration;st;vote,voter_group_party_table,"Social and Political Barometer Posttpoll Study 2024-Survey Findings Q1: While talking to people about the recent Lok Sabha election, we found that some people were not able to vote. How about you – were you able to vote or not? N (%) 1: Not able to vote 1270 6.5 2: Able to vote 18393 93.5 Total 19663 100.0 Q2: (If option 2 in Q1) When did you decide whom to vote for – on the day of voting, a day o",auto_extract
2024,post_poll,post-poll/2024/postpoll_study_2024.pdf,16,14,gender;age;caste;issue_preference,age;bjp;corruption;inc;men;st,voter_group_party_table,"Social and Political Barometer Posttpoll Study 2024-Survey Findings N (%) 01: Increased 6433 32.7 02: Decreased 5911 30.1 03: Remained Same 5529 28.1 98: No response 1789 9.1 Total 19663 100.0 Q26: Once leaders are elected, there is no need to have courts and constitutional institutions to check the powers of an elected government. What do you think—there is no need to check powers or it is necess",auto_extract
2024,post_poll,post-poll/2024/postpoll_study_2024.pdf,18,14,gender;age;caste;issue_preference,age;development;men;party;st;vote,voter_group_party_table,"Social and Political Barometer Posttpoll Study 2024-Survey Findings Missing 99: Not applicable/Did not vote 1270 6.5 Total 19663 100.0 Q32: I will read out two statements. Please tell me which statement you agree with the most – first or second? N (%) 1: Statement 1: Regular change of government/ruling party promotes 11400 58.0 development 2: Statement 2: For the proper development of a country, i",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,48,13,gender;age;caste;electorate,age;all india;community;india;men;st,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings A4: Now I will read out few statements. Please tell me whether you agree or disagree with each one of them? a: In a democracy, the will of the majority community should prevail N (%) Valid (%) Valid 1: Fully agree 2792 11.5 22.9 2: Somewhat agree 3230 13.3 26.5 3: Somewhat disagree 1656 6.8 13.6 4: Fully disagree 1949 8.0 16.0 7: Can't say 1483 6.1 12.2 ",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,49,13,gender;age;religion;caste;electorate,age;all india;india;men;religious;st,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings N (%) Valid (%) 4: Fully disagree 742 3.1 6.1 7: Can't say 1258 5.2 10.3 8: No response 1066 4.4 8.7 Total 12194 50.3 100.0 Missing System 12041 49.7 Total 24235 100.0 d: Giving equal treatment is not enough, the government should give special treatment to minorities N (%) Valid (%) Valid 1: Fully agree 3304 13.6 27.1 2: Somewhat agree 3093 12.8 25.4 3: ",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,51,13,age;religion;caste;electorate,age;all india;christian;india;muslim;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) Valid (%) Valid 1: Highly nationalist 7006 28.9 57.5 2: Somewhat nationalist 1831 7.6 15.0 3: Not much nationalist 420 1.7 3.4 4: Not at all nationalist 338 1.4 2.8 7: Can't say 1579 6.5 13.0 8: No response 1020 4.2 8.4 Total 12194 50.3 100.0 Missing System 12041 49.7 Total 24235 100.0 c: Muslim N (%) Valid (%) Valid 1: Highly nationalist 3237 13.4,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,73,13,gender;age;caste;electorate,age;all india;india;men;sc;st,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings N (%) 29: Other administrative, managerial and clerical workers 60 .2 30: Big businessmen 69 .3 31: Medium businessmen 237 1.0 32: Small businessmen 915 3.8 33: Petty shopkeeper 331 1.4 34: Hawkers, Vendors 71 .3 35: Sales executives 74 .3 36: Salespersons 96 .4 37: Shop Assistants 128 .5 38: Rentier 14 .1 39: Other businessmen 100 .4 40: Waiters 70 .3 4",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,93,13,gender;age;caste;electorate,age;all india;india;men;sc;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 51: Chhattisgarhi 12 .0 62: Pahari 2 .0 66: Thado 6 .0 67: Tangkhul 3 .0 70: Sema 0 .0 73: Lepcha 11 .0 74: Karbi 1 .0 75: Khasi 4 .0 78: Kokbarak 2 .0 81: Tulu 2 .0 85: Other Indian Language 3 .0 87: European Languages 1 .0 88: Don’t Know 803 3.3 99: Not Ascertain/Mentioned 5380 22.2 Total 24235 100.0 Z14c: In which language do you mostly read the,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,117,13,gender;age;caste;welfare_beneficiary;electorate,age;all india;india;men;ration;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 3: Worsened somewhat 228 20.3 4: Worsened a lot 60 5.3 7: Can't say 137 12.2 8: No response 75 6.6 Total 1121 100.0 ASQ5: Are you aware of the Citizenship Amendment Bill that was introduced in Parliament by the government recently? N (%) 1: Aware 741 66.1 2: Unaware 380 33.9 Total 1121 100.0 a: (If aware) Do you support or oppose the Citizenship Am,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,126,13,age;religion;caste;electorate,age;all india;hindu;india;muslim;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings BHQ6: Who do you like more – Nitish Kumar or Narendra Modi? N (%) 1: Nitish Kumar 301 25.0 2: Narendra Modi 346 28.8 3: Both 286 23.8 4: Neither 209 17.4 7: Can't say 46 3.8 8: No response 12 1.0 Total 1201 100.0 BHQ7: Who do you like more – Nitish Kumar or Lalu Yadav? N (%) 1: Nitish Kumar 647 53.9 2: Laloo Yadav 412 34.3 3: Both 51 4.3 4: Neither 29 2.,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,152,13,age;religion;caste;electorate,age;all india;hindu;india;muslim;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 2: Improved somewhat 187 24.7 3: Worsened somewhat 119 15.7 4: Worsened a lot 72 9.6 7: Can't say 130 17.2 8: No response 68 9.0 Total 757 100.0 HRQ8: Have relations between Hindus and Muslims in your area improved or worsened in the last five years? N (%) 1: Improved a lot 192 25.3 2: Improved somewhat 206 27.2 3: Worsened somewhat 79 10.4 4: Wors,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,207,13,gender;age;caste;welfare_beneficiary;electorate,age;all india;india;men;ration;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 2: Somewhat 112 24.7 3: Very little 70 15.4 4: Don’t like at all 97 21.4 7: Can't say 48 10.5 8: No response 14 3.0 Total 453 100.0 MGQ5: Are you aware of the Citizenship Amendment Bill that was introduced in Parliament by the government recently? N (%) 1: Aware 240 52.9 2: Unaware 213 47.1 Total 453 100.0 a: (If aware) Do you support or oppose the,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,215,13,gender;age;caste;welfare_beneficiary;electorate,age;all india;india;men;ration;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings NGQ5: Are you aware of the Citizenship Amendment Bill that was introduced in Parliament by the government recently? N (%) 1: Aware 227 63.3 2: Unaware 132 36.7 Total 358 100.0 a: (If aware) Do you support or oppose the Citizenship Amendment Bill? N (%) Valid (%) Valid 1: Fully support 15 4.0 6.4 2: Somewhat support 6 1.7 2.7 3: Somewhat oppose 20 5.7 9.0,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,224,13,gender;age;caste;electorate,age;all india;india;men;st;youth,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 8: No response 32 3.6 Total 900 100.0 ODQ7: According to you has the Odisha government succeeded or failed in looking after the interests of the following groups? a: Farmers N (%) 1: Fully succeeded 91 10.1 2: Somewhat succeeded 345 38.4 3: Somewhat failed 52 5.8 4: Fully failed 254 28.3 7: Can't say 105 11.7 8: No response 52 5.8 Total 900 100.0 b,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,231,13,gender;age;caste;issue_preference;electorate,age;all india;india;issue;men;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 7: Can't say 83 13.0 8: No response 111 17.5 Total 635 100.0 c: Kartarpur corridor N (%) 1: Very important 231 36.3 2: Somewhat important 126 19.8 3: Not much important 53 8.4 4: Not at all important 32 5.0 7: Can't say 84 13.2 8: No response 110 17.3 Total 635 100.0 d: Drugs issue N (%) 1: Very important 398 62.7 2: Somewhat important 90 14.1 3: N,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,279,13,age;religion;caste;electorate,age;all india;hindu;india;muslim;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 3: Somewhat disagree 118 18.2 4: Fully disagree 137 21.2 8: No response 50 7.6 Total 648 100.0 JHQ5: Have relations between Hindus and Muslims in your area improved or worsened in the last five years? N (%) 1: Improved a lot 174 26.8 2: Improved somewhat 311 47.9 3: Worsened somewhat 74 11.4 4: Worsened a lot 65 10.0 7: Can't say 23 3.5 8: No respo,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,294,13,age;religion;caste;electorate,age;all india;hindu;india;muslim;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 2: Somewhat 116 26.2 3: Very little 109 24.6 4: Don’t like at all 80 18.1 7: Can't say 19 4.2 8: No response 14 3.2 Total 443 100.0 UKQ4: Have relations between Hindus and Muslims in your area improved or worsened in the last five years? N (%) 1: Improved a lot 74 16.7 2: Improved somewhat 110 24.8 3: Worsened somewhat 15 3.3 4: Worsened a lot 34 7,auto_extract
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,13,13,age;caste,age;bjp;congress;india;sc,voter_group_party_table,NES 2019 Prepoll-Survey findings.docx N (%) 04: Sonia Gandhi 100 1.0 05: Priyanka Gandhi 70 .7 06: Amit Shah 24 .2 07: Mayawati 183 1.8 08: P. Chidambaram 7 .1 09: Ghulam Nabi Azad 6 .1 10: A K Antony 3 .0 11: Pranab Mukherjee 1 .0 12: Siddaramaiah 21 .2 13: Sachin Pilot 13 .1 14: Jyotiraditya Scindia 4 .0 15: Any other Congress leader 25 .3 16: Arun Jaitley 1 .0 17: Rajnath Singh 23 .2 19: L K Ad,auto_extract
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,42,13,gender;age;caste;class,age;class;men;sc;st;upa,voter_group_party_table,NES 2019 Prepoll-Survey findings.docx N (%) 77: Plantation workers 32 .3 78: Agricultural labourers rearers 807 8.1 79: Other agriculture workers 88 .9 80: Live-stock farming 37 .4 81: Dairy farming 20 .2 82: Poultry farming 7 .1 83: Shepherds 1 .0 84: Forest produce gatherer 1 .0 85: Hunters and trappers 2 .0 86: Fishermen 15 .2 89: Other breeders and cattle 8 .1 90: House-wife/husband 3296 32.9 ,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,8,12,age;caste;electorate,age;all india;india;party;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) Valid (%) 020: RSP 11 .0 .1 021: AIMIM 5 .0 .0 022: TDP 255 1.1 1.1 023: YSRCP 301 1.2 1.3 024: Jana Sena 47 .2 .2 026: AGP 22 .1 .1 027: AIUDF 29 .1 .1 028: BPF 8 .0 .0 029: HAM 36 .1 .2 030: RLSP 16 .1 .1 031: VIP 40 .2 .2 033: GGP 1 .0 .0 036: BTP 28 .1 .1 037: JJP 7 .0 .0 039: National Conference 30 .1 .1 040: PDP 2 .0 .0 041: Panthers Party 0 ,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,22,12,age;caste;electorate,age;all india;india;party;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 009: LJP 5 .0 010: RJD 256 1.1 011: CPI(ML)(L) 3 .0 012: AAP 67 .3 013: INLD 17 .1 014: JMM 35 .1 015: JD-S 18 .1 016: IUML 5 .0 017: SP 493 2.0 018: Shiv Sena 165 .7 019: AIFB 1 .0 020: RSP 0 .0 021: AIMIM 3 .0 022: TDP 360 1.5 023: YSRCP 220 .9 024: Jana Sena 1 .0 026: AGP 10 .0 027: AIUDF 13 .1 028: BPF 2 .0 030: RLSP 16 .1 034: MGP 0 .0 036: BT,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,23,12,age;caste;electorate,age;all india;india;party;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 054: BBM 15 .1 056: SWP 2 .0 060: NPF 15 .1 061: NPP 7 .0 062: MNDF 0 .0 064: UDP 2 .0 065: HSPDP 0 .0 070: BJD 315 1.3 071: SAD 89 .4 074: SAD-T 2 .0 075: SAD(Amritsar) 2 .0 078: BVP 9 .0 080: SKM 1 .0 082: TRS 240 1.0 083: AIADMK 415 1.7 084: AMMK 12 .1 085: DMK 301 1.2 086: DMDK 2 .0 087: PMK 79 .3 089: MDMK 14 .1 101: RLD 37 .2 109: Left Front ,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,25,12,age;caste;electorate,age;all india;india;party;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 027: AIUDF 1 .0 028: BPF 1 .0 034: MGP 0 .0 036: BTP 3 .0 037: JJP 4 .0 039: National Conference 17 .1 040: PDP 2 .0 041: Panthers Party 2 .0 042: People’s Conference 1 .0 045: UDF 77 .3 046: LDF 78 .3 047: KC-M 1 .0 054: BBM 14 .1 059: MSP 2 .0 060: NPF 5 .0 061: NPP 5 .0 062: MNDF 0 .0 064: UDP 1 .0 066: GNC 0 .0 070: BJD 181 .7 071: SAD 46 .2 07,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,29,12,age;caste;electorate,age;all india;india;party;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) Valid (%) 030: RLSP 2 .0 .0 034: MGP 0 .0 .0 035 GFP 0 .0 .0 036: BTP 10 .0 .1 037: JJP 5 .0 .1 039: National Conference 25 .1 .4 040: PDP 4 .0 .1 041: Panthers Party 2 .0 .0 042: People’s Conference 8 .0 .1 043: AJSUP 4 .0 .1 045: UDF 39 .2 .6 046: LDF 39 .2 .6 047: KC-M 0 .0 .0 048: SDPI 4 .0 .1 053: MNS 7 .0 .1 054: BBM 13 .1 .2 060: NPF 2 .0 .0,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,115,12,age;caste;electorate,age;all india;congress;india;st,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings N (%) 95: Other leaders 2 .2 97: Can’t say 307 27.4 98: No response 161 14.3 Total 1121 100.0 ASQ3: How much do you like the following parties - a lot, somewhat, very little or don’t like at all? a: AGP N (%) 1: A lot 44 3.9 2: Somewhat 436 38.9 3: Very little 240 21.4 4: Don’t like at all 191 17.0 7: Can't say 107 9.5 8: No response 103 9.2 Total 1121 1",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,120,12,age;caste;electorate,age;all india;bjp;india;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings d: BJP N (%) 1: No 791 70.5 2: Yes 237 21.2 7: Can't say 68 6.1 8: No response 25 2.2 Total 1121 100.0 e: BPF N (%) 1: No 1002 89.3 2: Yes 15 1.4 7: Can't say 79 7.1 8: No response 25 2.2 Total 1121 100.0 Q11: Were you or any of your family members contacted by the following parties through a phone call or recorded voice or SMS or Whatsapp in the last on,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,131,12,age;caste;electorate,age;all india;bjp;india;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings GAQ3: Who would you like to see as the next Chief Minister of Goa? N (%) 01: Pramod Sawant (BJP) 97 16.1 02: Chandrakant Kavlekar (Cong) 8 1.3 03: Vijai Sardesai (GFP) 1 .2 05: Girish Chodankar (Cong) 8 1.4 06: Luizinho Faleiro (Cong) 2 .4 07: Vishwajeet Rane (BJP) 23 3.8 08: Pratap Singh Rane (Cong) 4 .7 09: Digambar Kamat (Cong) 23 3.8 10: Laxmikant Pa,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,133,12,age;caste;electorate,age;all india;bjp;india;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 2: Somewhat 44 7.3 3: Very little 143 23.7 4: Don’t like at all 270 44.7 7: Can't say 118 19.5 8: No response 24 4.0 Total 603 100.0 f: AAP N (%) 1: A lot 41 6.8 2: Somewhat 80 13.2 3: Very little 147 24.3 4: Don’t like at all 259 42.9 7: Can't say 61 10.2 8: No response 15 2.5 Total 603 100.0 GAQ5: Are you satisfied or dissatisfied with the BJP’s ,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,138,12,age;caste;electorate,age;all india;congress;india;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings f: AAP N (%) 1: No 485 80.5 2: Yes 53 8.8 7: Can't say 55 9.1 8: No response 10 1.6 Total 603 100.0 Q11: Were you or any of your family members contacted by the following parties through a phone call or recorded voice or SMS or Whatsapp in the last one month? a: Goa Forward N (%) 1: No 539 89.3 2: Yes 2 .4 7: Can't say 59 9.7 8: No response 3 .6 Total 60,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,139,12,age;caste;electorate,age;all india;bjp;india;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 8: No response 3 .6 Total 603 100.0 d: BJP N (%) 1: No 413 68.6 2: Yes 139 23.1 7: Can't say 47 7.8 8: No response 3 .5 Total 603 100.0 e: Goa Suraksha Manch N (%) 1: No 529 87.7 2: Yes 19 3.1 7: Can't say 52 8.7 8: No response 3 .6 Total 603 100.0 f: AAP N (%) 1: No 509 84.4 2: Yes 45 7.5 7: Can't say 45 7.5 8: No response 4 .7 Total 603 100.0 CSD,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,142,12,age;caste;electorate,age;all india;bjp;india;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings b: NCP N (%) 1: A lot 27 3.5 2: Somewhat 208 26.8 3: Very little 176 22.7 4: Don’t like at all 273 35.2 7: Can't say 57 7.4 8: No response 34 4.4 Total 776 100.0 c: BJP N (%) 1: A lot 383 49.4 2: Somewhat 166 21.4 3: Very little 77 9.9 4: Don’t like at all 115 14.9 7: Can't say 26 3.3 8: No response 9 1.1 Total 776 100.0 GJQ5a: Do you like or dislike the,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,149,12,age;caste;electorate,age;all india;bjp;india;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 15: Dipendra Hooda (Cong) 13 1.7 16: Kumari Selja (Cong) 1 .1 17: Rajkumar Sahni (LSP) 2 .3 25: Other Cong leaders 13 1.8 26: Other BJP leaders 27 3.6 27: Other INLD leaders 1 .2 29: AAP leaders 1 .1 30: BSP leaders 23 3.1 95: Other leaders 25 3.3 97: Can’t say 204 27.0 98: No response 98 12.9 Total 757 100.0 HRQ3: How much do you like the followin,auto_extract
