year,poll_type,source_file,page,candidate_score,matched_group_types,matched_keywords,likely_table_type,page_text_excerpt,recommended_action
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,54,9,age;caste;electorate,age;all india;india;st,irrelevant,All India Postpoll NES 2019-Survey Findings N (%) Valid (%) 4: Not at all 604 2.5 4.9 8: No response 1281 5.3 10.5 Total 12194 50.3 100.0 Missing System 12041 49.7 Total 24235 100.0 b: Supreme Court's fairness in adjudicating cases N (%) Valid (%) Valid 1: A lot 6574 27.1 53.9 2: Some 2903 12.0 23.8 3: Not much 873 3.6 7.2 4: Not at all 526 2.2 4.3 8: No response 1317 5.4 10.8 Total 12194 50.3 100,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,58,9,age;caste;electorate,age;all india;india;st,irrelevant,All India Postpoll NES 2019-Survey Findings N (%) Valid (%) Valid 1: Fully satisfied 623 2.6 8.6 2: Somewhat satisfied 1871 7.7 25.7 3: Somewhat dissatisfied 966 4.0 13.3 4: Fully dissatisfied 1045 4.3 14.4 8: No response 2770 11.4 38.1 Total 7274 30.0 100.0 Missing 9: N.A. 4767 19.7 System 12194 50.3 Total 16961 70.0 Total 24235 100.0 B4: How serious is the problem of joblessness for people like ,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,67,9,age;caste;electorate,age;all india;india;st,irrelevant,All India Postpoll NES 2019-Survey Findings (5): Being Honest N (%) Valid (%) Valid 1: Very-important 10100 41.7 83.9 2: Somewhat-important 977 4.0 8.1 3: Not at all important 173 .7 1.4 7: Can't say 354 1.5 2.9 8: No response 436 1.8 3.6 Total 12041 49.7 100.0 Missing System 12194 50.3 Total 24235 100.0 (6): Being a Consensus builder N (%) Valid (%) Valid 1: Very-important 8787 36.3 73.0 2: Somew,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,69,9,age;caste;electorate,age;all india;india;st,irrelevant,"All India Postpoll NES 2019-Survey Findings N (%) Valid (%) Valid 1: No 8559 35.3 71.1 2: Yes 2276 9.4 18.9 7: Can't say 713 2.9 5.9 8: No response 492 2.0 4.1 Total 12041 49.7 100.0 Missing System 12194 50.3 Total 24235 100.0 B16: If you had to choose between the following leaders as the next Prime Minister of India, who would you choose? a: Rahul Gandhi or Narendra Modi - who should be the next ",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,70,9,age;caste;electorate,age;all india;india;st,irrelevant,"All India Postpoll NES 2019-Survey Findings N (%) Valid (%) Missing System 12194 50.3 Total 24235 100.0 CSDS, LOKNITI, DELHI Page 70",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,89,9,age;caste;electorate,age;all india;india;st,irrelevant,All India Postpoll NES 2019-Survey Findings N (%) Valid (%) 07: Haryana 87 .4 1.3 08: Himachal Pradesh 29 .1 .5 09: Jammu & Kashmir 79 .3 1.2 10: Karnataka 235 1.0 3.6 11: Kerala 163 .7 2.5 12: Madhya Pradesh 166 .7 2.6 13: Maharashtra 774 3.2 12.0 14: Manipur 14 .1 .2 15: Meghalaya 11 .0 .2 16: Mizoram 8 .0 .1 17: Nagaland 8 .0 .1 18: Odisha 261 1.1 4.0 19: Punjab 77 .3 1.2 20: Rajasthan 381 1.6 ,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,95,9,age;caste;electorate,age;all india;india;st,irrelevant,All India Postpoll NES 2019-Survey Findings N (%) Total 24235 100.0 Z14d: In which language do you mostly use Facebook/Whatsapp etc.? N (%) 02: Bengali 313 1.3 03: Bodo 18 .1 04: Dogri 46 .2 05: English 4176 17.2 06: Gujarati 98 .4 07: Hindi 2320 9.6 08: Kannada 198 .8 09: Kashmiri 63 .3 10: Konkani 0 .0 11: Maithili 1 .0 12: Malayalam 106 .4 13: Manipuri/Meithei 8 .0 14: Marathi 188 .8 15: Nepali,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,99,9,age;caste;electorate,age;all india;india;st,irrelevant,All India Postpoll NES 2019-Survey Findings e: Electric fan/cooler N (%) 1: No 3999 16.5 2: Yes 20236 83.5 Total 24235 100.0 f: Washing machine N (%) 1: No 19104 78.8 2: Yes 5131 21.2 Total 24235 100.0 g: Fridge N (%) 1: No 14177 58.5 2: Yes 10058 41.5 Total 24235 100.0 h: Television N (%) 1: No 6158 25.4 2: Yes 18077 74.6 Total 24235 100.0 i: Bank/post office account N (%) 1: No 2904 12.0 2: Yes ,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,110,9,age;caste;electorate,age;all india;india;st,irrelevant,All India Postpoll NES 2019-Survey Findings N (%) 2: Somewhat support 277 29.8 3: Somewhat oppose 112 12.1 4: Fully oppose 102 11.0 8: No response 195 21.0 Total 929 100.0 APQ10: Do you support or propose the building of the Andhra Pradesh state capital in Amaravati? N (%) 1: Fully support 507 54.6 2: Support to some extent 221 23.8 3: Oppose to some extent 75 8.1 4: Fully oppose 38 4.1 8: No resp,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,128,9,age;caste;electorate,age;all india;india;st,irrelevant,All India Postpoll NES 2019-Survey Findings N (%) 8: No response 3 .3 Total 1201 100.0 e: JD(U) N (%) 1: No 846 70.4 2: Yes 324 27.0 7: Can't say 27 2.2 8: No response 4 .3 Total 1201 100.0 Q11: Were you or any of your family members contacted by the following parties through a phone call or recorded voice or SMS or Whatsapp in the last one month? a: LJP N (%) 1: No 1137 94.7 2: Yes 41 3.4 7: Can',ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,143,9,age;caste;electorate,age;all india;india;st,irrelevant,All India Postpoll NES 2019-Survey Findings b: Amit Shah N (%) 1: Fully like 164 21.2 2: Somewhat like 268 34.5 3: Somewhat dislike 137 17.7 4: Fully dislike 139 17.9 8: Can't say 41 5.3 9: No response 26 3.4 Total 776 100.0 c: Narendra Modi N (%) 1: Fully like 459 59.1 2: Somewhat like 148 19.1 3: Somewhat dislike 67 8.6 4: Fully dislike 80 10.3 8: Can't say 10 1.3 9: No response 13 1.6 Total 776,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,156,9,age;caste;electorate,age;all india;india;st,irrelevant,"All India Postpoll NES 2019-Survey Findings CSDS, LOKNITI, DELHI Page 156",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,196,9,age;caste;electorate,age;all india;india;st,irrelevant,"All India Postpoll NES 2019-Survey Findings d: NCP N (%) 1: No 1230 85.4 2: Yes 74 5.1 7: Can't say 110 7.6 8: No response 26 1.8 Total 1439 100.0 CSDS, LOKNITI, DELHI Page 196",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,211,9,age;caste;electorate,age;all india;india;st,irrelevant,"All India Postpoll NES 2019-Survey Findings e: UDP N (%) 1: No 433 95.5 2: Yes 1 .3 7: Can't say 17 3.7 8: No response 2 .5 Total 453 100.0 CSDS, LOKNITI, DELHI Page 211",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,219,9,age;caste;electorate,age;all india;india;st,irrelevant,"All India Postpoll NES 2019-Survey Findings N (%) 7: Can't say 5 1.5 8: No response 8 2.1 Total 358 100.0 CSDS, LOKNITI, DELHI Page 219",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,246,9,age;caste;electorate,age;all india;india;st,irrelevant,All India Postpoll NES 2019-Survey Findings N (%) 3: Very little 449 26.0 4: Don’t like at all 559 32.3 7: Can't say 78 4.5 8: No response 61 3.5 Total 1732 100.0 f: PMK N (%) 1: A lot 148 8.6 2: Somewhat 279 16.1 3: Very little 282 16.3 4: Don’t like at all 858 49.6 7: Can't say 96 5.6 8: No response 68 3.9 Total 1732 100.0 g: VCK N (%) 1: A lot 144 8.3 2: Somewhat 302 17.4 3: Very little 420 24.,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,248,9,age;caste;electorate,age;all india;india;st,irrelevant,All India Postpoll NES 2019-Survey Findings c: Cyclone relief and rehabilitation N (%) 1: Very important 1303 75.2 2: Somewhat important 292 16.9 3: Not much important 79 4.5 4: Not at all important 17 1.0 7: Can't say 9 .5 8 8: No response 32 1.9 Total 1732 100.0 d: NEET N (%) 1: Very important 1293 74.7 2: Somewhat important 243 14.0 3: Not much important 65 3.8 4: Not at all important 50 2.9 7:,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,252,9,age;caste;electorate,age;all india;india;st,irrelevant,"All India Postpoll NES 2019-Survey Findings N (%) 8: No response 36 2.1 Total 1732 100.0 e: AMMK N (%) 1: No 1387 80.1 2: Yes 221 12.8 7: Can't say 72 4.1 8: No response 52 3.0 Total 1732 100.0 CSDS, LOKNITI, DELHI Page 252",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,258,9,age;caste;electorate,age;all india;india;st,irrelevant,All India Postpoll NES 2019-Survey Findings N (%) 3: Somewhat dislike 277 10.3 4: Strongly dislike 502 18.5 7: Can't say 81 3.0 8: No response 96 3.5 Total 2705 100.0 c: Rahul Gandhi N (%) 1: Strongly like 425 15.7 2: Somewhat like 1150 42.5 3: Somewhat dislike 449 16.6 4: Strongly dislike 459 17.0 7: Can't say 125 4.6 8: No response 97 3.6 Total 2705 100.0 d: Narendra Modi N (%) 1: Strongly like ,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,269,9,age;caste;electorate,age;all india;india;st,irrelevant,"All India Postpoll NES 2019-Survey Findings 8: No response 109 6.8 Total 1610 100.0 CSDS, LOKNITI, DELHI Page 269",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,287,9,age;caste;electorate,age;all india;india;st,irrelevant,All India Postpoll NES 2019-Survey Findings N (%) 1: No 386 70.6 2: Yes 109 19.9 7: Can't say 37 6.7 8: No response 15 2.8 Total 548 100.0 CGQ7: Have you heard/read about forests rights act? N (%) 1: Not heard 361 65.9 2: Heard 187 34.1 Total 548 100.0 a: (If heard) Have you or any other member of your household claimed your right to cultivation/habitation of the forest land under this act? N (%) ,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,291,9,age;caste;electorate,age;all india;india;st,irrelevant,"All India Postpoll NES 2019-Survey Findings N (%) 8: No response 14 2.6 Total 548 100.0 CSDS, LOKNITI, DELHI Page 291",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,301,9,age;caste;electorate,age;all india;india;st,irrelevant,All India Postpoll NES 2019-Survey Findings d: AIMIM N (%) 1: A lot 20 2.5 2: Somewhat 71 8.9 3: Very little 166 20.8 4: Don’t like at all 396 49.5 7: Can't say 79 9.8 8: No response 67 8.4 Total 800 100.0 e: TDP N (%) 1: A lot 9 1.1 2: Somewhat 108 13.5 3: Very little 192 24.0 4: Don’t like at all 369 46.1 7: Can't say 74 9.2 8: No response 48 6.0 Total 800 100.0 TSQ5: Who do you like more K Chan,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,303,9,age;caste;electorate,age;all india;india;st,irrelevant,"All India Postpoll NES 2019-Survey Findings N (%) 2: Yes 371 46.4 7: Can't say 94 11.8 8: No response 7 .9 Total 800 100.0 d: AIMIM N (%) 1: No 562 70.3 2: Yes 39 4.9 7: Can't say 175 21.8 8: No response 24 3.0 Total 800 100.0 e: TDP N (%) 1: No 579 72.4 2: Yes 36 4.5 7: Can't say 169 21.2 8: No response 16 2.0 Total 800 100.0 CSDS, LOKNITI, DELHI Page 303",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,305,9,age;caste;electorate,age;all india;india;st,irrelevant,"All India Postpoll NES 2019-Survey Findings N (%) 8: No response 16 2.0 Total 800 100.0 e: TDP N (%) 1: No 585 73.2 2: Yes 9 1.2 7: Can't say 193 24.1 8: No response 12 1.5 Total 800 100.0 CSDS, LOKNITI, DELHI Page 305",ignore
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,6,9,age;caste;class,age;inc;income;sc,irrelevant,NES 2019 Prepoll-Survey findings.docx N (%) 6: Never 2823 28.2 7: No account 4425 44.2 8: No response 1101 11.0 Total 10010 100.0 e: Youtube N (%) 1: Many times a day 1627 16.3 2: Once or twice a day 1139 11.4 3: Some days a week 407 4.1 4: Some days a month 183 1.8 5: Very rarely 224 2.2 6: Never 2202 22.0 7: No account 3214 32.1 8: No response 1014 10.1 Total 10010 100.0 Q6: Which one of these f,ignore
2024,post_poll,post-poll/2024/postpoll_study_2024.pdf,34,9,age;caste,age;nda;sc;st,irrelevant,Social and Political Barometer Posttpoll Study 2024-Survey Findings N (%) 540 Dom 27 .1 545 Nomadic/Service SC 13 .1 546: Shilpkar 1 .0 550: Lowest SC: Musahar 26 .1 556: Vankar 12 .1 557: Dhanuk 7 .0 558: Gond 1 .0 559: Khatik 10 .1 560: Kori 17 .1 561: Thiruvalluvar 1 .0 562: Adi Karnataka 71 .4 563: Adi Dravida 23 .1 564: Banjara 9 .0 565: Bhambi 1 .0 566: Bhovi 11 .1 567: Chalavadi 1 .0 568: H,ignore
2024,post_poll,post-poll/2024/postpoll_study_2024.pdf,32,8,age;caste,age;obc;sc;st,irrelevant,Social and Political Barometer Posttpoll Study 2024-Survey Findings N (%) 256: Maratha 48 .2 257: Kunbi 179 .9 260: Koli 25 .1 261: Mer 7 .0 262: Charan: Gharvi 2 .0 263: Rabari 20 .1 264: Bharwad 1 .0 265: Kshatriya 229 1.2 266: Chaudhary 6 .0 267: Senai 6 .0 268: Nadars 23 .1 269: Ahom 3 .0 270: Koch 19 .1 271: Mali 12 .1 272: Dhangar 49 .3 273: Vanjari 15 .1 274: Leva-Patil 1 .0 275: Gowari 4 .,ignore
2024,post_poll,post-poll/2024/postpoll_study_2024.pdf,39,8,age;caste;welfare_beneficiary,age;gas;sc;st,irrelevant,"Social and Political Barometer Posttpoll Study 2024-Survey Findings N (%) Valid (%) Missing 99: Not applicable 6096 31.0 Total 19663 100.0 Z11: In normal circumstances, what is your monthly household expenditure? N (%) 01: Up to 2,000 1105 5.6 02: 2,001 to 5,000 3431 17.4 03: 5,001to 10,000 6694 34.0 04: 10,001 to 30,000 5769 29.3 05: 30,001 to 50,000 961 4.9 06: 50,001 to 80,000 224 1.1 07: 80,00",ignore
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,57,7,age;caste,age;nda;sc,irrelevant,"NES 2019 Prepoll-Survey findings.docx N (%) 597: Pod Poundra 33 .3 598: Sunri 4 .0 599: Other SC 50 .5 600: Tripuris 91 .9 601: Bhil 93 .9 602: Gond/Rajgond 130 1.3 603: Oraon 77 .8 604 : Kamar 11 .1 605 : Muria 24 .2 606 : Munda 33 .3 608: Andh 2 .0 609: Baiga, Bodo (Plains and Hills) 47 .5 610: Bharia, Bhum, Deoris, Hojais (Plain Tribes) 16 .2 611: Bhattra, Sonowal, Mikhir, Kachari (PlainTribes)",ignore
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,74,7,age;class,age;inc;income,irrelevant,"NES 2019 Prepoll-Survey findings.docx Z21: What’s your monthly household income after putting together the income of all members? N (%) 01: Up to 1,000 129 1.3 02: 1,001 to 2,000 266 2.7 03: 2,001 to 3,000 471 4.7 04: 3,001 to 5,000 787 7.9 05: 5,001 to 7,500 1580 15.8 06: 7,501 to 10,000 1888 18.9 07: 10,001 to 15,000 1729 17.3 08: 15,001 to 20,000 1058 10.6 09: 20,001 to 30,000 759 7.6 10: 30,00",ignore
2024,pre_poll,pre-poll/2024/prepoll_report_2024.pdf,20,7,age;caste,age;india;st,irrelevant,"Social and Political Barometer Prepoll Study 2024-Survey Findings N (%) 03: Not much 1134 11.3 04: Not at all 1593 15.9 98: Don‟t know 1771 17.7 99: Not aware of EVM 978 9.8 Total 10019 100.0 Q40: To what extent do you trust the election commission of India – to a great extent, to some extent, not much or not at all? N (%) 01: Great extent 2838 28.3 02: Some extent 3048 30.4 03: Not much 1358 13.6",ignore
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,45,6,age;caste,age;sc;st,irrelevant,"NES 2019 Prepoll-Survey findings.docx N (%) Valid (%) 41: Dhobi 2 .0 .0 42: Barbers, beauticians 31 .3 .5 43: Ayahs, maids, domestic servants 4 .0 .1 44: Chowkidars, caretakers 31 .3 .5 45: Sweepers, scavengers 18 .2 .3 49: Other service workers 72 .7 1.3 50: Mechanics, machine tool operators, drivers 142 1.4 2.5 51: Electricians, Plumbers 49 .5 .9 52: Jewellers 11 .1 .2 53: Tailors 75 .7 1.3 54: ",ignore
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,72,6,age;caste;welfare_beneficiary,age;gas;st,irrelevant,"NES 2019 Prepoll-Survey findings.docx i: Bank/post office account N (%) 1: No 1188 11.9 2: Yes 8822 88.1 Total 10010 100.0 j: ATM/Debit/Credit Card N (%) 1: No 3707 37.0 2: Yes 6303 63.0 Total 10010 100.0 k: LPG gas N (%) 1: No 2197 21.9 2: Yes 7813 78.1 Total 10010 100.0 l: Internet connection in the house N (%) 1: No 8780 87.7 2: Yes 1230 12.3 CSDS, Lokniti Page 72",ignore
2024,post_poll,post-poll/2024/postpoll_study_2024.pdf,35,6,age;caste,age;sc;st,irrelevant,"Social and Political Barometer Posttpoll Study 2024-Survey Findings N (%) 595: Lohar 3 .0 597: Pod Poundra 13 .1 599 Other SC 224 1.1 600 Meena 94 .5 601 Bhil 290 1.5 602: Bot: Boto 93 .5 603: Brokpa 31 .2 604: Gaddi 19 .1 605: Gujjar, Buddhist ST 161 .8 606: Purigpa 46 .2 607: Andh/Kondh 1 .0 608: Naikda 16 .1 609 Garasia 63 .3 610 Seharia 49 .2 611: Sonowal, Kachari (PlainTribes) 6 .0 612 Kathod",ignore
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,65,5,age,age;nda,irrelevant,NES 2019 Prepoll-Survey findings.docx N (%) 32: Bhojpuri 612 6.1 33: Magadhi 176 1.8 35: Braj 124 1.2 37: Mewari 43 .4 39: Bundelkhandi 110 1.1 40: Gondi 2 .0 41: Malwi 40 .4 42: Bagheli 84 .8 43: Nimari 30 .3 48: Oraon 0 .0 50: Munda 7 .1 51: Chhattisgarhi 272 2.7 52: Garhwali 2 .0 54: Awadhi 55 .5 61: Gojari 1 .0 62: Pahari 1 .0 64: Sadri 4 .0 65: Nissi/Daffla 2 .0 67: Tangkhul 1 .0 69: Ao 3 .0 ,ignore
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,2,4,age;caste,age;st,irrelevant,"NES 2019 Prepoll-Survey findings.docx Q3: How regularly do you do the following – daily, sometimes, rarely or never? a: Watch news on television? N (%) 1: Daily 3729 37.3 2: Sometimes 2835 28.3 3: Rarely 994 9.9 4: Never 2189 21.9 8: No response 264 2.6 Total 10010 100.0 b: Listen to news on radio N (%) 1: Daily 440 4.4 2: Sometimes 869 8.7 3: Rarely 1323 13.2 4: Never 6972 69.7 8: No response 405",ignore
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,5,4,age;caste,age;st,irrelevant,NES 2019 Prepoll-Survey findings.docx N (%) 8: No response 1104 11.0 Total 10010 100.0 c: WhatsApp N (%) 1: Many times a day 2270 22.7 2: Once or twice a day 927 9.3 3: Some days a week 285 2.8 4: Some days a month 130 1.3 5: Very rarely 177 1.8 6: Never 2141 21.4 7: No account 3095 30.9 8: No response 986 9.8 Total 10010 100.0 d: Instagram N (%) 1: Many times a day 519 5.2 2: Once or twice a day ,ignore
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,23,4,age;caste,age;st,irrelevant,NES 2019 Prepoll-Survey findings.docx N (%) 8: No response 553 5.5 Total 10010 100.0 Q17: Are you satisfied or dissatisfied with the work done by the following? a: Lok Sabha MP from your constituency? N (%) 1: Fully satisfied 2678 26.8 2: Somewhat satisfied 3313 33.1 3: Somewhat dissatisfied 1594 15.9 4: Fully dissatisfied 1709 17.1 8: No response 717 7.2 Total 10010 100.0 b: Your current MLA? N (,ignore
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,41,4,age;caste,age;st,irrelevant,"NES 2019 Prepoll-Survey findings.docx N (%) 51: Electricians, Plumbers 69 .7 52: Jewellers 11 .1 53: Tailors 97 1.0 54: Weavers 23 .2 55: Shoemakers 13 .1 56: Blacksmiths 11 .1 57: Carpenters 28 .3 59: Other skilled workers 78 .8 60: Miners 14 .1 61: Masons, bricklayers 68 .7 62: Potters 6 .1 63: Stone-cutter and carvers 9 .1 64: Furniture, basket, mat makers 12 .1 65: Rickshaw-pullers 72 .7 66: U",ignore
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,47,4,age;caste,age;sc,irrelevant,NES 2019 Prepoll-Survey findings.docx N (%) Valid (%) Total 5696 56.9 100.0 Missing 99: Not ascertained 4314 43.1 Total 10010 100.0 Z5: Are you married? N (%) 1: No 1247 12.5 2: Yes 8420 84.1 3: Divorced 25 .2 4: Widowed 213 2.1 5: Separated 9 .1 8: Did not answer/No response 96 1.0 Total 10010 100.0 a: (If married/divorced/widowed/separated) Do you have children? N (%) Valid (%) Valid 1: No 667 6,ignore
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,53,4,age;caste,age;obc,irrelevant,NES 2019 Prepoll-Survey findings.docx N (%) 266: Chaudhary 2 .0 268: Nadars 30 .3 269: Ahom 1 .0 270 : Koch 18 .2 271: Mali 11 .1 272: Dhangar 14 .1 273: Vanjari 2 .0 274: Leva-Patil 5 .0 275: Gowari 6 .1 276: Agri 4 .0 278: Teli 13 .1 284: Kashyap 6 .1 286: Kamboj 31 .3 288: Mali 18 .2 299: Other Peasant OBCs 188 1.9 300: Bunkar (Weavers) 24 .2 310: Darzee (Tailors) 15 .2 320: Thatihar (Make Vess,ignore
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,62,4,age;caste,age;st,irrelevant,NES 2019 Prepoll-Survey findings.docx a: (If Not entire life) Where did you come from? N (%) Valid (%) Valid 01: Andhra Pradesh 112 1.1 4.8 02: Arunachal Pradesh 9 .1 .4 03: Assam 102 1.0 4.4 04: Bihar 325 3.2 13.9 05: Goa 5 .0 .2 06: Gujarat 66 .7 2.8 07: Haryana 92 .9 3.9 08: Himachal Pradesh 2 .0 .1 09: Jammu & Kashmir 2 .0 .1 10: Karnataka 40 .4 1.7 11: Kerala 88 .9 3.7 12: Madhya Pradesh 112 ,ignore
