year,geography_level,state,voter_group_type,voter_group,party_or_alliance,pre_poll_vote_share,post_poll_vote_share,pre_to_post_shift,absolute_shift,shift_direction,notes
2024,national,,caste,,Regional,1.2,4.1,2.9,2.9,increased_post_poll,
2024,national,,caste,,Regional,1.2,5.9,4.7,4.7,increased_post_poll,
2024,national,,caste,,Regional,1.2,6.0,4.8,4.8,increased_post_poll,
2024,national,,caste,,Regional,1.2,5.6,4.4,4.4,increased_post_poll,
2024,national,,caste,,Regional,1.2,6.8,5.6,5.6,increased_post_poll,
2024,national,,gender,Valid,INDIA,11.0,,,,unavailable,post-poll row missing
2024,national,,gender,,INC,22.6,11.2,-11.4,11.4,decreased_post_poll,
2024,national,,gender,,INC,22.6,21.0,-1.6,1.6,decreased_post_poll,
2024,national,,gender,,INDIA,7.7,1.8,-5.9,5.9,decreased_post_poll,
2024,national,,gender,,INDIA,7.7,70.0,62.3,62.3,increased_post_poll,
2024,national,,gender,,INDIA,7.7,1.5,-6.2,6.2,decreased_post_poll,
2024,national,,gender,,INDIA,1.8,1.8,0.0,0.0,unchanged,
2024,national,,gender,,INDIA,1.8,70.0,68.2,68.2,increased_post_poll,
2024,national,,gender,,INDIA,1.8,1.5,-0.3,0.3,unchanged,
2024,national,,gender,,NDA,6.0,12.8,6.8,6.8,increased_post_poll,
2024,national,,gender,,Others,20.0,2.6,-17.4,17.4,decreased_post_poll,
2024,national,,gender,,Others,20.0,87.0,67.0,67.0,increased_post_poll,
2024,national,,gender,,Others,20.0,40.0,20.0,20.0,increased_post_poll,
2024,national,,gender,,Others,20.0,40.0,20.0,20.0,increased_post_poll,
2024,national,,gender,,Others,20.0,24.4,4.4,4.4,increased_post_poll,
2024,national,,gender,,Others,54.0,2.6,-51.4,51.4,decreased_post_poll,
2024,national,,gender,,Others,54.0,87.0,33.0,33.0,increased_post_poll,
2024,national,,gender,,Others,54.0,40.0,-14.0,14.0,decreased_post_poll,
2024,national,,gender,,Others,54.0,40.0,-14.0,14.0,decreased_post_poll,
2024,national,,gender,,Others,54.0,24.4,-29.6,29.6,decreased_post_poll,
2024,national,,gender,,Others,1.4,2.6,1.2,1.2,increased_post_poll,
2024,national,,gender,,Others,1.4,87.0,85.6,85.6,increased_post_poll,
2024,national,,gender,,Others,1.4,40.0,38.6,38.6,increased_post_poll,
2024,national,,gender,,Others,1.4,40.0,38.6,38.6,increased_post_poll,
2024,national,,gender,,Others,1.4,24.4,23.0,23.0,increased_post_poll,
2024,national,,gender,,Others,96.0,2.6,-93.4,93.4,decreased_post_poll,
2024,national,,gender,,Others,96.0,87.0,-9.0,9.0,decreased_post_poll,
2024,national,,gender,,Others,96.0,40.0,-56.0,56.0,decreased_post_poll,
2024,national,,gender,,Others,96.0,40.0,-56.0,56.0,decreased_post_poll,
2024,national,,gender,,Others,96.0,24.4,-71.6,71.6,decreased_post_poll,
2024,national,,gender,,Others,5.5,2.6,-2.9,2.9,decreased_post_poll,
2024,national,,gender,,Others,5.5,87.0,81.5,81.5,increased_post_poll,
2024,national,,gender,,Others,5.5,40.0,34.5,34.5,increased_post_poll,
2024,national,,gender,,Others,5.5,40.0,34.5,34.5,increased_post_poll,
2024,national,,gender,,Others,5.5,24.4,18.9,18.9,increased_post_poll,
2024,national,,gender,,Others,0.0,2.6,2.6,2.6,increased_post_poll,
2024,national,,gender,,Others,0.0,87.0,87.0,87.0,increased_post_poll,
2024,national,,gender,,Others,0.0,40.0,40.0,40.0,increased_post_poll,
2024,national,,gender,,Others,0.0,40.0,40.0,40.0,increased_post_poll,
2024,national,,gender,,Others,0.0,24.4,24.4,24.4,increased_post_poll,
2024,national,,gender,,Others,4.4,2.6,-1.8,1.8,decreased_post_poll,
2024,national,,gender,,Others,4.4,87.0,82.6,82.6,increased_post_poll,
2024,national,,gender,,Others,4.4,40.0,35.6,35.6,increased_post_poll,
2024,national,,gender,,Others,4.4,40.0,35.6,35.6,increased_post_poll,
2024,national,,gender,,Others,4.4,24.4,20.0,20.0,increased_post_poll,
2024,national,,gender,,Others,2.7,2.6,-0.1,0.1,unchanged,
2024,national,,gender,,Others,2.7,87.0,84.3,84.3,increased_post_poll,
2024,national,,gender,,Others,2.7,40.0,37.3,37.3,increased_post_poll,
2024,national,,gender,,Others,2.7,40.0,37.3,37.3,increased_post_poll,
2024,national,,gender,,Others,2.7,24.4,21.7,21.7,increased_post_poll,
2024,national,,gender,,Others,28.1,2.6,-25.5,25.5,decreased_post_poll,
2024,national,,gender,,Others,28.1,87.0,58.9,58.9,increased_post_poll,
2024,national,,gender,,Others,28.1,40.0,11.9,11.9,increased_post_poll,
2024,national,,gender,,Others,28.1,40.0,11.9,11.9,increased_post_poll,
2024,national,,gender,,Others,28.1,24.4,-3.7,3.7,decreased_post_poll,
2024,national,,gender,,Regional,15.9,6.9,-9.0,9.0,decreased_post_poll,
2024,national,,gender,,Regional,15.9,9.8,-6.1,6.1,decreased_post_poll,
2024,national,,gender,,Regional,15.9,61.0,45.1,45.1,increased_post_poll,
2024,national,,gender,,Regional,15.9,70.0,54.1,54.1,increased_post_poll,
2024,national,,gender,,Regional,38.0,6.9,-31.1,31.1,decreased_post_poll,
2024,national,,gender,,Regional,38.0,9.8,-28.2,28.2,decreased_post_poll,
2024,national,,gender,,Regional,38.0,61.0,23.0,23.0,increased_post_poll,
2024,national,,gender,,Regional,38.0,70.0,32.0,32.0,increased_post_poll,
2024,national,,gender,,Regional,4.9,6.9,2.0,2.0,increased_post_poll,
2024,national,,gender,,Regional,4.9,9.8,4.9,4.9,increased_post_poll,
2024,national,,gender,,Regional,4.9,61.0,56.1,56.1,increased_post_poll,
2024,national,,gender,,Regional,4.9,70.0,65.1,65.1,increased_post_poll,
2024,national,,gender,,Regional,1.5,6.9,5.4,5.4,increased_post_poll,
2024,national,,gender,,Regional,1.5,9.8,8.3,8.3,increased_post_poll,
2024,national,,gender,,Regional,1.5,61.0,59.5,59.5,increased_post_poll,
2024,national,,gender,,Regional,1.5,70.0,68.5,68.5,increased_post_poll,
2024,national,,other,Valid,Others,21.1,,,,unavailable,post-poll row missing
2024,national,,region,,Others,56.0,,,,unavailable,post-poll row missing
2024,national,,religion,,INC,24.1,57.0,32.9,32.9,increased_post_poll,
2024,national,,religion,,INC,24.1,88.0,63.9,63.9,increased_post_poll,
2024,national,,religion,,INDIA,10.9,67.0,56.1,56.1,increased_post_poll,
2024,national,,religion,,INDIA,10.9,73.0,62.1,62.1,increased_post_poll,
2024,national,,religion,,Others,49.4,76.0,26.6,26.6,increased_post_poll,
2024,national,,religion,,Others,49.4,39.2,-10.2,10.2,decreased_post_poll,
2024,national,,religion,,Others,49.4,25.0,-24.4,24.4,decreased_post_poll,
2024,national,,religion,,Others,56.5,76.0,19.5,19.5,increased_post_poll,
2024,national,,religion,,Others,56.5,39.2,-17.3,17.3,decreased_post_poll,
2024,national,,religion,,Others,56.5,25.0,-31.5,31.5,decreased_post_poll,
2024,national,,religion,,Others,21.2,76.0,54.8,54.8,increased_post_poll,
2024,national,,religion,,Others,21.2,39.2,18.0,18.0,increased_post_poll,
2024,national,,religion,,Others,21.2,25.0,3.8,3.8,increased_post_poll,
2024,national,,religion,,Others,46.1,76.0,29.9,29.9,increased_post_poll,
2024,national,,religion,,Others,46.1,39.2,-6.9,6.9,decreased_post_poll,
2024,national,,religion,,Others,46.1,25.0,-21.1,21.1,decreased_post_poll,
2024,national,,religion,,Regional,,88.0,,,unavailable,pre-poll row missing
