state,constituency,candidate,gender,age,category,party,party_symbol,total_votes_polled_in_the_constituency,valid_votes,evm_votes,postal_votes,votes,over_total_electors_in_constituency,over_total_votes_polled_in_constituency,over_total_valid_votes_polled_in_constituency,total_electors,year,rank,winner,vote_share,next_votes,margin_votes
West Bengal,Alipurduars,NRIPENDRA NARAYAN DEBKARJEE,MALE,67.0,ST,KPPU,Boat with man and sail,1422285.0,1400091.0,2017.0,38.0,2055.0,0.12,0.14,0.15,1778463.0,2024,11,False,0.14457688922596137,1552.0,
West Bengal,Alipurduars,BABITA BARA,FEMALE,40.0,ST,GNASURKP,Binoculars,1422285.0,1400091.0,1522.0,30.0,1552.0,0.09,0.11,0.11,1778463.0,2024,12,False,0.10918896938135866,,
West Bengal,Arambag,BAG MITALI,FEMALE,47.0,SC,AITC,Flowers and Grass,1561188.0,1541048.0,710432.0,2155.0,712587.0,37.8,45.64,46.24,1885001.0,2024,1,True,45.70563775151869,706188.0,6399.0
West Bengal,Arambag,ARUP KANTI DIGAR,MALE,52.0,SC,BJP,Lotus,1561188.0,1541048.0,704124.0,2064.0,706188.0,37.46,45.23,45.83,1885001.0,2024,2,False,45.29520312953994,92502.0,
West Bengal,Arambag,BIPLAB KUMAR MOITRA,MALE,38.0,SC,CPI(M),"Hammer, Sickle and Star",1561188.0,1541048.0,92073.0,429.0,92502.0,4.91,5.93,6.0,1885001.0,2024,3,False,5.933118206325657,18031.0,
West Bengal,Arambag,NOTA,,,,NOTA,NOTA,1561188.0,1541048.0,17981.0,50.0,18031.0,0.96,1.15,1.17,1885001.0,2024,4,False,1.156516122659596,16130.0,
West Bengal,Arambag,RAGHU MALLIK,MALE,44.0,SC,IND,Latch,1561188.0,1541048.0,16123.0,7.0,16130.0,0.86,1.03,1.05,1885001.0,2024,5,False,1.0345851621373903,3831.0,
West Bengal,Arambag,SUBIR KUMAR ROY,MALE,60.0,SC,BSP,Elephant,1561188.0,1541048.0,3807.0,24.0,3831.0,0.2,0.25,0.25,1885001.0,2024,6,False,0.24572199356158347,3665.0,
West Bengal,Arambag,VASKAR MALIK,MALE,25.0,SC,IND,Laptop,1561188.0,1541048.0,3662.0,3.0,3665.0,0.19,0.23,0.24,1885001.0,2024,7,False,0.23507468191156447,1816.0,
West Bengal,Arambag,SUKANTA POREL,MALE,53.0,SC,SUCI,Battery Torch,1561188.0,1541048.0,1807.0,9.0,1816.0,0.1,0.12,0.12,1885001.0,2024,8,False,0.116479023833943,1629.0,
West Bengal,Arambag,BABLU GHANTI,MALE,49.0,SC,IND,Apple,1561188.0,1541048.0,1610.0,19.0,1629.0,0.09,0.1,0.11,1885001.0,2024,9,False,0.10448476311976493,1606.0,
West Bengal,Arambag,ABHIJIT MAJI,MALE,47.0,SC,IND,Cauliflower,1561188.0,1541048.0,1600.0,6.0,1606.0,0.09,0.1,0.1,1885001.0,2024,10,False,0.10300953319235266,1094.0,
West Bengal,Arambag,ALOK DOLAI,MALE,47.0,SC,IND,Cot,1561188.0,1541048.0,1081.0,13.0,1094.0,0.06,0.07,0.07,1885001.0,2024,11,False,0.07016963219952292,,
West Bengal,Asansol,SHATRUGHAN PRASAD SINHA,MALE,77.0,GENERAL,AITC,Flowers and Grass,1302426.0,1286030.0,603105.0,2540.0,605645.0,34.18,46.5,47.09,1771875.0,2024,1,True,46.53295327074081,546081.0,59564.0
West Bengal,Asansol,S S AHLUWALIA,MALE,72.0,GENERAL,BJP,Lotus,1302426.0,1286030.0,544077.0,2004.0,546081.0,30.82,41.93,42.46,1771875.0,2024,2,False,41.956528420179175,105964.0,
West Bengal,Asansol,JAHANARA KHAN,FEMALE,57.0,GENERAL,CPI(M),"Hammer, Sickle and Star",1302426.0,1286030.0,105454.0,510.0,105964.0,5.98,8.14,8.24,1771875.0,2024,3,False,8.141432456935629,15510.0,
West Bengal,Asansol,NOTA,,,,NOTA,NOTA,1302426.0,1286030.0,15448.0,62.0,15510.0,0.88,1.19,1.21,1771875.0,2024,4,False,1.1916652580788911,10647.0,
West Bengal,Asansol,DIPIKA BAURI,FEMALE,32.0,SC,IND,Cot,1302426.0,1286030.0,10623.0,24.0,10647.0,0.6,0.82,0.83,1771875.0,2024,5,False,0.8180309479539621,8575.0,
West Bengal,Asansol,SUNNY KUMAR SAH,MALE,32.0,SC,BSP,Elephant,1302426.0,1286030.0,8546.0,29.0,8575.0,0.48,0.66,0.67,1771875.0,2024,6,False,0.658834918634848,4760.0,
West Bengal,Asansol,SUJIT PAL,MALE,53.0,GENERAL,IND,Gas cylinder,1302426.0,1286030.0,4749.0,11.0,4760.0,0.27,0.37,0.37,1771875.0,2024,7,False,0.3657206078952625,4358.0,
West Bengal,Asansol,AMAR CHOWDHURY,MALE,68.0,GENERAL,SUCI,Battery Torch,1302426.0,1286030.0,4330.0,28.0,4358.0,0.25,0.33,0.34,1771875.0,2024,8,False,0.33483411958141895,,
West Bengal,Baharampur,PATHAN YUSUF,MALE,41.0,GENERAL,AITC,Flowers and Grass,1387690.0,1377285.0,523630.0,886.0,524516.0,29.31,37.8,38.08,1789424.0,2024,1,True,37.87748145901485,439494.0,85022.0
West Bengal,Baharampur,ADHIR RANJAN CHOWDHURY,MALE,68.0,GENERAL,INC,Hand,1387690.0,1377285.0,438171.0,1323.0,439494.0,24.56,31.67,31.91,1789424.0,2024,2,False,31.737689291362464,371885.0,
West Bengal,Baharampur,DR. NIRMAL KUMAR SAHA,MALE,65.0,SC,BJP,Lotus,1387690.0,1377285.0,370370.0,1515.0,371885.0,20.78,26.8,27.0,1789424.0,2024,3,False,26.85536226232515,18527.0,
West Bengal,Baharampur,SAMIRAN DAS,MALE,53.0,SC,IND,Cauliflower,1387690.0,1377285.0,18526.0,1.0,18527.0,1.04,1.34,1.35,1789424.0,2024,4,False,1.3379117109700527,7485.0,
West Bengal,Baharampur,NOTA,,,,NOTA,NOTA,1387690.0,1377285.0,7474.0,11.0,7485.0,0.42,0.54,0.54,1789424.0,2024,5,False,0.5405229749344657,6396.0,
West Bengal,Baharampur,SWAPAN KUMAR MANDAL,MALE,53.0,SC,IND,Ship,1387690.0,1377285.0,6394.0,2.0,6396.0,0.36,0.46,0.46,1789424.0,2024,6,False,0.46188175653718666,4238.0,
West Bengal,Baharampur,SANTOSH BISWAS,MALE,72.0,GENERAL,BSP,Elephant,1387690.0,1377285.0,4219.0,19.0,4238.0,0.24,0.31,0.31,1789424.0,2024,7,False,0.3060436029087863,3062.0,
West Bengal,Baharampur,BISWAMVOIR KALITA,MALE,37.0,GENERAL,IND,Chakki,1387690.0,1377285.0,3060.0,2.0,3062.0,0.17,0.22,0.22,1789424.0,2024,8,False,0.22111975273872198,2250.0,
West Bengal,Baharampur,SOMNATH PAUL,MALE,40.0,GENERAL,AIAM,Pen nib with seven rays,1387690.0,1377285.0,2250.0,0.0,2250.0,0.13,0.16,0.16,1789424.0,2024,9,False,0.16248185619272515,1571.0,
West Bengal,Baharampur,RUNA LAILA,FEMALE,48.0,GENERAL,SDPI,Gas cylinder,1387690.0,1377285.0,1569.0,2.0,1571.0,0.09,0.11,0.11,1789424.0,2024,10,False,0.1134484427016761,1418.0,
West Bengal,Baharampur,ABHIJIT MANDAL,MALE,47.0,GENERAL,SUCI,Battery Torch,1387690.0,1377285.0,1410.0,8.0,1418.0,0.08,0.1,0.1,1789424.0,2024,11,False,0.10239967648057079,1110.0,
West Bengal,Baharampur,ASHIS DAS,MALE,31.0,SC,IND,Air conditioner,1387690.0,1377285.0,1106.0,4.0,1110.0,0.06,0.08,0.08,1789424.0,2024,12,False,0.0801577157217444,856.0,
West Bengal,Baharampur,ADHIR SWARNAKAR,MALE,43.0,GENERAL,IND,Almirah,1387690.0,1377285.0,851.0,5.0,856.0,0.05,0.06,0.06,1789424.0,2024,13,False,0.06181531951154343,749.0,
West Bengal,Baharampur,AJIT KUMAR MANDAL,MALE,58.0,SC,IND,Cot,1387690.0,1377285.0,745.0,4.0,749.0,0.04,0.05,0.05,1789424.0,2024,14,False,0.05408840457260051,729.0,
West Bengal,Baharampur,MANIK KUMAR DAS,MALE,42.0,SC,JPJD,Diesel pump,1387690.0,1377285.0,729.0,0.0,729.0,0.04,0.05,0.05,1789424.0,2024,15,False,0.05264412140644295,484.0,
West Bengal,Baharampur,AABDUSA SATTAR SEKH,MALE,41.0,GENERAL,INSAF,Bat,1387690.0,1377285.0,477.0,7.0,484.0,0.03,0.03,0.04,1789424.0,2024,16,False,0.03495165262101288,,
West Bengal,Balurghat,SUKANTA MAJUMDAR,MALE,44.0,GENERAL,BJP,Lotus,1240016.0,1229871.0,572925.0,2071.0,574996.0,36.77,46.37,46.75,1563941.0,2024,1,True,46.47153336113563,564610.0,10386.0
West Bengal,Balurghat,BIPLAB MITRA,MALE,72.0,GENERAL,AITC,Flowers and Grass,1240016.0,1229871.0,563252.0,1358.0,564610.0,36.1,45.53,45.91,1563941.0,2024,2,False,45.63213039922154,54217.0,
West Bengal,Balurghat,JOYDEV KUMAR SIDDHANTA,MALE,62.0,GENERAL,RSP,Spade & stoker,1240016.0,1229871.0,54081.0,136.0,54217.0,3.47,4.37,4.41,1563941.0,2024,3,False,4.381851568081673,7437.0,
West Bengal,Balurghat,NOTA,,,,NOTA,NOTA,1240016.0,1229871.0,7430.0,7.0,7437.0,0.48,0.6,0.6,1563941.0,2024,4,False,0.601062952797525,6822.0,
West Bengal,Balurghat,HAKIM MURMU,MALE,32.0,ST,IND,Syringe,1240016.0,1229871.0,6820.0,2.0,6822.0,0.44,0.55,0.55,1563941.0,2024,5,False,0.5513582713439176,6393.0,
West Bengal,Balurghat,BAKHTIAR MUJAHIT SAHANI,MALE,37.0,GENERAL,IND,CCTV Camera,1240016.0,1229871.0,6391.0,2.0,6393.0,0.41,0.52,0.52,1563941.0,2024,6,False,0.5166862252567671,5593.0,
West Bengal,Balurghat,RANENDRA NATH MALI,MALE,70.0,SC,IND,Cot,1240016.0,1229871.0,5590.0,3.0,5593.0,0.36,0.45,0.45,1563941.0,2024,7,False,0.4520297290569527,5145.0,
West Bengal,Balurghat,ANTA HANSDA,MALE,42.0,ST,BSP,Elephant,1240016.0,1229871.0,5130.0,15.0,5145.0,0.33,0.41,0.42,1563941.0,2024,8,False,0.41582209118505664,3465.0,
West Bengal,Balurghat,BISWANATH MURMU,MALE,31.0,ST,APoI,Coat,1240016.0,1229871.0,3454.0,11.0,3465.0,0.22,0.28,0.28,1563941.0,2024,9,False,0.28004344916544627,2268.0,
West Bengal,Balurghat,DR. MOZAMMEL HAQUE,MALE,54.0,GENERAL,AISF,Envelope,1240016.0,1229871.0,2261.0,7.0,2268.0,0.15,0.18,0.18,1563941.0,2024,10,False,0.18330116672647392,2106.0,
West Bengal,Balurghat,NAROTTAM SAHA,MALE,52.0,GENERAL,IND,Ship,1240016.0,1229871.0,2095.0,11.0,2106.0,0.13,0.17,0.17,1563941.0,2024,11,False,0.1702082262460115,1967.0,
West Bengal,Balurghat,MD. SARWARDI,MALE,58.0,GENERAL,BUP,Pot,1240016.0,1229871.0,1957.0,10.0,1967.0,0.13,0.16,0.16,1563941.0,2024,12,False,0.15897416003129375,1387.0,
West Bengal,Balurghat,BIREN MAHANTA,MALE,48.0,GENERAL,SUCI,Battery Torch,1240016.0,1229871.0,1380.0,7.0,1387.0,0.09,0.11,0.11,1563941.0,2024,13,False,0.11209820028642828,902.0,
West Bengal,Balurghat,RUBEL SARKAR,MALE,28.0,GENERAL,KPPU,Black board,1240016.0,1229871.0,898.0,4.0,902.0,0.06,0.07,0.07,1563941.0,2024,14,False,0.07290019946529078,,
West Bengal,Bangaon,SHANTANU THAKUR,MALE,42.0,SC,BJP,Lotus,1493680.0,1486423.0,716952.0,2553.0,719505.0,39.08,48.17,48.41,1841292.0,2024,1,True,48.18840967967488,645812.0,73693.0
West Bengal,Bangaon,BISWAJIT DAS S/O LATE BIJAY KRISHNA DAS,MALE,57.0,SC,AITC,Flowers and Grass,1493680.0,1486423.0,643653.0,2159.0,645812.0,35.07,43.24,43.45,1841292.0,2024,2,False,43.25286583421963,65176.0,
West Bengal,Bangaon,PRADIPKUMAR BISWAS,MALE,55.0,SC,INC,Hand,1493680.0,1486423.0,64859.0,317.0,65176.0,3.54,4.36,4.38,1841292.0,2024,3,False,4.365122951588231,19216.0,
West Bengal,Bangaon,DIPAK MAJUMDAR,MALE,54.0,SC,AISF,Envelope,1493680.0,1486423.0,19199.0,17.0,19216.0,1.04,1.29,1.29,1841292.0,2024,4,False,1.286979910361474,9653.0,
West Bengal,Bangaon,SUJATA BAIRAGI,FEMALE,43.0,SC,IND,Cot,1493680.0,1486423.0,9649.0,4.0,9653.0,0.52,0.65,0.65,1841292.0,2024,5,False,0.6465038028059591,7833.0,
West Bengal,Bangaon,JASHAJIT SARKHEL,MALE,46.0,SC,IND,Ship,1493680.0,1486423.0,7829.0,4.0,7833.0,0.43,0.52,0.53,1841292.0,2024,6,False,0.5246104099636463,6685.0,
West Bengal,Bangaon,NOTA,,,,NOTA,NOTA,1493680.0,1486423.0,6635.0,50.0,6685.0,0.36,0.45,0.45,1841292.0,2024,7,False,0.44772380832464903,5935.0,
West Bengal,Bangaon,CHANDAN MALLICK,MALE,54.0,SC,BSP,Elephant,1493680.0,1486423.0,5905.0,30.0,5935.0,0.32,0.4,0.4,1841292.0,2024,8,False,0.39749301457094866,2411.0,
West Bengal,Bangaon,PRANITA MANDAL,FEMALE,56.0,SC,IND,Scissors,1493680.0,1486423.0,2407.0,4.0,2411.0,0.13,0.16,0.16,1841292.0,2024,9,False,0.16147525832022866,2354.0,
West Bengal,Bangaon,SUMITA PODDAR,FEMALE,40.0,SC,IND,Boat with man and sail,1493680.0,1486423.0,2347.0,7.0,2354.0,0.13,0.16,0.16,1841292.0,2024,10,False,0.15765771799494746,2248.0,
West Bengal,Bangaon,BISWAJIT DAS S/O LATE BALARAM DAS,MALE,48.0,SC,IND,Almirah,1493680.0,1486423.0,2241.0,7.0,2248.0,0.12,0.15,0.15,1841292.0,2024,11,False,0.1505584324777578,2169.0,
West Bengal,Bangaon,PATIT PABAN MANDAL,MALE,61.0,SC,SUCI,Battery Torch,1493680.0,1486423.0,2140.0,29.0,2169.0,0.12,0.15,0.15,1841292.0,2024,12,False,0.1452674555357014,1565.0,
West Bengal,Bangaon,SAMARESH BISWAS,MALE,57.0,SC,PDS,Pen nib with seven rays,1493680.0,1486423.0,1562.0,3.0,1565.0,0.08,0.1,0.11,1841292.0,2024,13,False,0.1048149229660547,1272.0,
West Bengal,Bangaon,BISWAJIT DAS,MALE,37.0,SC,IND,Air conditioner,1493680.0,1486423.0,1257.0,15.0,1272.0,0.07,0.09,0.09,1841292.0,2024,14,False,0.08519142620627577,691.0,
West Bengal,Bangaon,KALYAN SARKAR,MALE,47.0,SC,IND,Sitar,1493680.0,1486423.0,676.0,15.0,691.0,0.04,0.05,0.05,1841292.0,2024,15,False,0.04627930464507591,583.0,
West Bengal,Bangaon,SUBRATA BISWAS,MALE,50.0,SC,GSD,Table,1493680.0,1486423.0,581.0,2.0,583.0,0.03,0.04,0.04,1841292.0,2024,16,False,0.03904607034454306,,
West Bengal,Bankura,ARUP CHAKRABORTY,MALE,68.0,GENERAL,AITC,Flowers and Grass,1450168.0,1421465.0,637465.0,4348.0,641813.0,35.95,44.26,45.15,1785138.0,2024,1,True,44.33408350222495,609035.0,32778.0
West Bengal,Bankura,DR. SUBHAS SARKAR,MALE,70.0,GENERAL,BJP,Lotus,1450168.0,1421465.0,604836.0,4199.0,609035.0,34.12,42.0,42.85,1785138.0,2024,2,False,42.06989971499108,105359.0,
West Bengal,Bankura,NILANJAN DASGUPTA,MALE,50.0,GENERAL,CPI(M),"Hammer, Sickle and Star",1450168.0,1421465.0,104534.0,825.0,105359.0,5.9,7.27,7.41,1785138.0,2024,3,False,7.2778125461947925,26209.0,
West Bengal,Bankura,NOTA,,,,NOTA,NOTA,1450168.0,1421465.0,26126.0,83.0,26209.0,1.47,1.81,1.84,1785138.0,2024,4,False,1.8104214070294833,18569.0,
West Bengal,Bankura,SURAJIT SINGH KURMALI,MALE,47.0,GENERAL,IND,Bucket,1450168.0,1421465.0,18507.0,62.0,18569.0,1.04,1.28,1.31,1785138.0,2024,5,False,1.2826782825415115,9101.0,
West Bengal,Bankura,GOPAL MURMU,MALE,41.0,ST,APoI,Coat,1450168.0,1421465.0,9047.0,54.0,9101.0,0.51,0.63,0.64,1785138.0,2024,6,False,0.6286636355975171,8796.0,
West Bengal,Bankura,DIPA BOURI,FEMALE,40.0,SC,BSP,Elephant,1450168.0,1421465.0,8709.0,87.0,8796.0,0.49,0.61,0.62,1785138.0,2024,7,False,0.6075953564131151,6717.0,
West Bengal,Bankura,MARSHAL TUDU,MALE,32.0,ST,IND,Computer,1450168.0,1421465.0,6682.0,35.0,6717.0,0.38,0.46,0.47,1785138.0,2024,8,False,0.4639856763332076,5529.0,
West Bengal,Bankura,TARA SHANKAR GOPE,MALE,54.0,GENERAL,SUCI,Battery Torch,1450168.0,1421465.0,5490.0,39.0,5529.0,0.31,0.38,0.39,1785138.0,2024,9,False,0.3819230020018319,4622.0,
West Bengal,Bankura,SANDIP KUMAR DEY,MALE,41.0,GENERAL,IND,Laptop,1450168.0,1421465.0,4610.0,12.0,4622.0,0.26,0.32,0.33,1785138.0,2024,10,False,0.3192707750501839,3541.0,
West Bengal,Bankura,SAMAR KUMAR BISWAS,MALE,69.0,GENERAL,KMSP,Ganna kisan,1450168.0,1421465.0,3512.0,29.0,3541.0,0.2,0.24,0.25,1785138.0,2024,11,False,0.2445992675146476,3506.0,
West Bengal,Bankura,JIBAN CHAKRABORTY,MALE,55.0,GENERAL,IND,Bricks,1450168.0,1421465.0,3483.0,23.0,3506.0,0.2,0.24,0.25,1785138.0,2024,12,False,0.24218159613283102,2796.0,
West Bengal,Bankura,KARTIK CHANDRA BAURI,MALE,68.0,SC,IND,Cot,1450168.0,1421465.0,2741.0,55.0,2796.0,0.16,0.19,0.2,1785138.0,2024,13,False,0.19313740524455092,2081.0,
West Bengal,Bankura,GOUR CHANDRA HEMBRAM,MALE,52.0,ST,IND,Bat,1450168.0,1421465.0,2064.0,17.0,2081.0,0.12,0.14,0.15,1785138.0,2024,14,False,0.143747832730297,,
West Bengal,Barasat,Dr. KAKOLI GHOSH DASTIDAR,FEMALE,65.0,GENERAL,AITC,Flowers and Grass,1534562.0,1514709.0,689513.0,2497.0,692010.0,36.28,45.09,45.69,1907604.0,2024,1,True,45.1526522558709,577821.0,114189.0
West Bengal,Barasat,SWAPAN MAJUMDER,MALE,41.0,SC,BJP,Lotus,1534562.0,1514709.0,576024.0,1797.0,577821.0,30.29,37.65,38.15,1907604.0,2024,2,False,37.701985056776024,121440.0,
West Bengal,Barasat,TAPAS BANERJEE,MALE,60.0,GENERAL,AISF,Envelope,1534562.0,1514709.0,121355.0,85.0,121440.0,6.37,7.91,8.02,1907604.0,2024,3,False,7.923784468364564,100000.0,
West Bengal,Barasat,SANJIB CHATTOPADHYAY,MALE,53.0,GENERAL,AIFB,Lion,1534562.0,1514709.0,99456.0,544.0,100000.0,5.24,6.52,6.6,1907604.0,2024,4,False,6.524855458139464,17892.0,
West Bengal,Barasat,NOTA,,,,NOTA,NOTA,1534562.0,1514709.0,17834.0,58.0,17892.0,0.94,1.17,1.18,1907604.0,2024,5,False,1.1674271385703128,5787.0,
West Bengal,Barasat,SMRITIKANA HAOLADAR,FEMALE,62.0,SC,BSP,Elephant,1534562.0,1514709.0,5759.0,28.0,5787.0,0.3,0.38,0.38,1907604.0,2024,6,False,0.37759338536253073,3827.0,
West Bengal,Barasat,SAIFUDDIN MONDAL,MALE,36.0,GENERAL,IND,Bucket,1534562.0,1514709.0,3823.0,4.0,3827.0,0.2,0.25,0.25,1907604.0,2024,7,False,0.24970621838299725,3085.0,
West Bengal,Barasat,SWAPAN MAJUMDAR,MALE,53.0,GENERAL,IND,Balloon,1534562.0,1514709.0,3083.0,2.0,3085.0,0.16,0.2,0.2,1907604.0,2024,8,False,0.20129179088360247,2647.0,
West Bengal,Barasat,S MUKHTAR AHMED,MALE,57.0,GENERAL,IND,Cot,1534562.0,1514709.0,2639.0,8.0,2647.0,0.14,0.17,0.17,1907604.0,2024,9,False,0.17271292397695162,2252.0,
West Bengal,Barasat,SEFALI DEY,FEMALE,58.0,GENERAL,BNARP,Ganna kisan,1534562.0,1514709.0,2244.0,8.0,2252.0,0.12,0.15,0.15,1907604.0,2024,10,False,0.14693974491730072,2047.0,
West Bengal,Barasat,SADHAN GHOSH,MALE,68.0,GENERAL,SUCI,Battery Torch,1534562.0,1514709.0,2025.0,22.0,2047.0,0.11,0.13,0.14,1907604.0,2024,11,False,0.13356379122811482,1929.0,
West Bengal,Barasat,BIKASH SARKAR,MALE,42.0,SC,MPOI,Black board,1534562.0,1514709.0,1928.0,1.0,1929.0,0.1,0.13,0.13,1907604.0,2024,12,False,0.12586446178751026,1864.0,
West Bengal,Barasat,MOHANLAL ADHIKARY,MALE,76.0,SC,IND,Boat with man and sail,1534562.0,1514709.0,1850.0,14.0,1864.0,0.1,0.12,0.12,1907604.0,2024,13,False,0.1216233057397196,,
West Bengal,Bardhaman Purba,DR. SHARMILA SARKAR,FEMALE,45.0,SC,AITC,Flowers and Grass,1498938.0,1484613.0,717881.0,2421.0,720302.0,39.94,48.05,48.52,1803240.0,2024,1,True,48.10640415144493,559730.0,160572.0
West Bengal,Bardhaman Purba,ASIM KUMAR SARKAR,MALE,63.0,SC,BJP,Lotus,1498938.0,1484613.0,557943.0,1787.0,559730.0,31.04,37.34,37.7,1803240.0,2024,2,False,37.38237238781548,176899.0,
West Bengal,Bardhaman Purba,NIRAB KHAN,MALE,46.0,SC,CPI(M),"Hammer, Sickle and Star",1498938.0,1484613.0,176358.0,541.0,176899.0,9.81,11.8,11.92,1803240.0,2024,3,False,11.814453920697785,12697.0,
West Bengal,Bardhaman Purba,NOTA,,,,NOTA,NOTA,1498938.0,1484613.0,12654.0,43.0,12697.0,0.7,0.85,0.86,1803240.0,2024,4,False,0.8479873907206925,10976.0,
West Bengal,Bardhaman Purba,NIRMAL MAJHI,MALE,42.0,SC,SUCI,Battery Torch,1498938.0,1484613.0,10964.0,12.0,10976.0,0.61,0.73,0.74,1803240.0,2024,5,False,0.7330479326258423,7631.0,
West Bengal,Bardhaman Purba,MUKUL BISWAS,MALE,50.0,SC,BSP,Elephant,1498938.0,1484613.0,7610.0,21.0,7631.0,0.42,0.51,0.51,1803240.0,2024,6,False,0.5096473008261483,4893.0,
West Bengal,Bardhaman Purba,SHARMILA SARKAR,FEMALE,38.0,SC,IND,Ear rings,1498938.0,1484613.0,4875.0,18.0,4893.0,0.27,0.33,0.33,1803240.0,2024,7,False,0.32678603629174985,4182.0,
West Bengal,Bardhaman Purba,SAJAL KUMAR DE,MALE,43.0,SC,CPI(ML)(L),Flag with three stars,1498938.0,1484613.0,4163.0,19.0,4182.0,0.23,0.28,0.28,1803240.0,2024,8,False,0.2793008795773754,,
West Bengal,Bardhaman-Durgapur,AZAD KIRTI JHA,MALE,65.0,GENERAL,AITC,Flowers and Grass,1502830.0,1480178.0,717069.0,3598.0,720667.0,38.88,47.95,48.69,1853336.0,2024,1,True,47.98774515189713,582686.0,137981.0
West Bengal,Bardhaman-Durgapur,DILIP GHOSH,MALE,59.0,GENERAL,BJP,Lotus,1502830.0,1480178.0,579609.0,3077.0,582686.0,31.44,38.77,39.37,1853336.0,2024,2,False,38.799871884765544,153829.0,
West Bengal,Bardhaman-Durgapur,SUKRITI GHOSAL,MALE,63.0,GENERAL,CPI(M),"Hammer, Sickle and Star",1502830.0,1480178.0,152851.0,978.0,153829.0,8.3,10.24,10.39,1853336.0,2024,3,False,10.243159252430294,21595.0,
West Bengal,Bardhaman-Durgapur,NOTA,,,,NOTA,NOTA,1502830.0,1480178.0,21532.0,63.0,21595.0,1.17,1.44,1.46,1853336.0,2024,4,False,1.437966989684859,7142.0,
West Bengal,Bardhaman-Durgapur,LUXMI NARAYAN KORA,MALE,67.0,ST,IND,Cot,1502830.0,1480178.0,7138.0,4.0,7142.0,0.39,0.48,0.48,1853336.0,2024,5,False,0.475571208165282,6856.0,
West Bengal,Bardhaman-Durgapur,PRABHU NATH SAH,MALE,64.0,ST,BSP,Elephant,1502830.0,1480178.0,6822.0,34.0,6856.0,0.37,0.46,0.46,1853336.0,2024,6,False,0.4565270516915672,3469.0,
West Bengal,Bardhaman-Durgapur,TASBIRUL ISLAM,MALE,67.0,GENERAL,SUCI,Battery Torch,1502830.0,1480178.0,3450.0,19.0,3469.0,0.19,0.23,0.23,1853336.0,2024,7,False,0.23099363219341407,3111.0,
West Bengal,Bardhaman-Durgapur,REENA LEONG,FEMALE,51.0,GENERAL,IND,Chakki,1502830.0,1480178.0,3100.0,11.0,3111.0,0.17,0.21,0.21,1853336.0,2024,8,False,0.2071551426214215,2418.0,
West Bengal,Bardhaman-Durgapur,MIR SAKIMUDDIN,MALE,27.0,GENERAL,TNRMPI,Gas Stove,1502830.0,1480178.0,2413.0,5.0,2418.0,0.13,0.16,0.16,1853336.0,2024,9,False,0.1610096865504973,,
West Bengal,Barrackpur,PARTHA BHOWMICK,MALE,60.0,GENERAL,AITC,Flowers and Grass,1142509.0,1130778.0,518486.0,1745.0,520231.0,34.4,45.53,46.01,1512101.0,2024,1,True,45.55996356821327,455793.0,64438.0
West Bengal,Barrackpur,ARJUN SINGH,MALE,62.0,GENERAL,BJP,Lotus,1142509.0,1130778.0,454184.0,1609.0,455793.0,30.14,39.89,40.31,1512101.0,2024,2,False,39.916714833692396,109564.0,
West Bengal,Barrackpur,DEBDUT GHOSH,MALE,52.0,GENERAL,CPI(M),"Hammer, Sickle and Star",1142509.0,1130778.0,109038.0,526.0,109564.0,7.25,9.59,9.69,1512101.0,2024,3,False,9.595221831047589,18806.0,
West Bengal,Barrackpur,MD JAMIR HOSSAIN,MALE,32.0,GENERAL,AISF,Envelope,1142509.0,1130778.0,18797.0,9.0,18806.0,1.24,1.65,1.66,1512101.0,2024,4,False,1.6469619743225965,11082.0,
West Bengal,Barrackpur,NOTA,,,,NOTA,NOTA,1142509.0,1130778.0,11043.0,39.0,11082.0,0.73,0.97,0.98,1512101.0,2024,5,False,0.9705217802532708,7132.0,
West Bengal,Barrackpur,ROHIT KUMAR PATHAK,MALE,30.0,GENERAL,IND,Mike,1142509.0,1130778.0,7116.0,16.0,7132.0,0.47,0.62,0.63,1512101.0,2024,6,False,0.6245949591018163,3909.0,
West Bengal,Barrackpur,CHAPALA RAY (MAJUMDER),FEMALE,70.0,SC,BSP,Elephant,1142509.0,1130778.0,3882.0,27.0,3909.0,0.26,0.34,0.35,1512101.0,2024,7,False,0.34233618832431295,3634.0,
West Bengal,Barrackpur,SHARMISTHA DAS,FEMALE,40.0,SC,IND,Pen nib with seven rays,1142509.0,1130778.0,3622.0,12.0,3634.0,0.24,0.32,0.32,1512101.0,2024,8,False,0.3182526754593383,3448.0,
West Bengal,Barrackpur,ANJAN GOSWAMI,MALE,61.0,GENERAL,BNARP,Ganna kisan,1142509.0,1130778.0,3434.0,14.0,3448.0,0.23,0.3,0.3,1512101.0,2024,9,False,0.30196346312157357,2847.0,
West Bengal,Barrackpur,DHARMENDRA SINGH,MALE,48.0,GENERAL,IND,Auto- rickshaw,1142509.0,1130778.0,2843.0,4.0,2847.0,0.19,0.25,0.25,1512101.0,2024,10,False,0.2493300404603016,1676.0,
West Bengal,Barrackpur,SANJAY SINGH,MALE,52.0,GENERAL,IND,Baby walker,1142509.0,1130778.0,1670.0,6.0,1676.0,0.11,0.15,0.15,1512101.0,2024,11,False,0.14677806386071848,1434.0,
