state,constituency,actual_winner,actual_party,actual_vote_share,actual_margin_votes,sim_winner,sim_party,sim_vote_share,flipped
West Bengal,Kolkata Dakshin,MALA ROY,AITC,49.48012709523377,187231.0,MALA ROY,AITC,49.48012709523376,False
Bihar,Samastipur,SHAMBHAVI,LJPRV,52.96822925802491,187251.0,SHAMBHAVI,LJPRV,52.9682292580249,False
Jammu and Kashmir,SRINAGAR,AGA SYED RUHULLAH MEHDI,JKN,52.85008930131716,188416.0,AGA SYED RUHULLAH MEHDI,JKN,52.85008930131717,False
Andhra Pradesh,Ananthapur,AMBICA G LAKSHMINARAYANA VALMIKI,TDP,53.334495025089765,188555.0,AMBICA G LAKSHMINARAYANA VALMIKI,TDP,53.334495025089765,False
Karnataka,Chamarajanagar,SUNIL BOSE,INC,54.874627408294806,188706.0,SUNIL BOSE,INC,54.8746274082948,False
Tamil Nadu,KRISHNAGIRI,GOPINATH K,INC,42.26561454899688,192486.0,GOPINATH K,INC,42.26561454899688,False
Madhya Pradesh,REWA,JANARDAN MISHRA,BJP,52.00347663563617,193374.0,JANARDAN MISHRA,BJP,52.00347663563617,False
Tamil Nadu,TENKASI,DR RANI SRIKUMAR,DMK,40.96537547672596,196199.0,DR RANI SRIKUMAR,DMK,40.96537547672596,False
Punjab,Khadoor Sahib,AMRITPAL SINGH,IND,38.621420693013995,197120.0,AMRITPAL SINGH,IND,38.621420693013995,False
West Bengal,Birbhum,SATABDI ROY,AITC,47.004449297906554,197650.0,SATABDI ROY,AITC,47.00444929790655,False
NCT OF Delhi,West Delhi,KAMALJEET SEHRAWAT,BJP,55.27460258944935,199013.0,KAMALJEET SEHRAWAT,BJP,55.27460258944935,False
West Bengal,Mathurapur,BAPI HALDAR,AITC,50.515967658272864,201057.0,BAPI HALDAR,AITC,50.51596765827286,False
Assam,Lakhimpur,PRADAN BARUAH,BJP,54.74854154592005,201257.0,PRADAN BARUAH,BJP,54.748541545920034,False
Rajasthan,JALORE,LUMBARAM,BJP,54.9079128897146,201543.0,LUMBARAM,BJP,54.907912889714595,False
Jammu and Kashmir,BARAMULLA,ABDUL RASHID SHEIKH,IND,45.698907050972046,204142.0,ABDUL RASHID SHEIKH,IND,45.698907050972046,False
Tamil Nadu,SIVAGANGA,KARTI P CHIDAMBARAM,INC,40.59894495922325,205664.0,KARTI P CHIDAMBARAM,INC,40.59894495922326,False
Madhya Pradesh,SIDHI,DR. RAJESH MISHRA,BJP,50.86527599576035,206416.0,DR. RAJESH MISHRA,BJP,50.86527599576035,False
Madhya Pradesh,RATLAM,ANITA NAGARSINGH CHOUHAN,BJP,51.92748735354547,207232.0,ANITA NAGARSINGH CHOUHAN,BJP,51.927487353545466,False
Andhra Pradesh,Bapatla,KRISHNA PRASAD TENNETI,TDP,55.16015821702178,208031.0,KRISHNA PRASAD TENNETI,TDP,55.16015821702178,False
Tamil Nadu,ARANI,THARANIVENTHAN M S,DMK,43.85829209277525,208766.0,THARANIVENTHAN M S,DMK,43.85829209277525,False
Tamil Nadu,NAGAPATTINAM,SELVARAJ V,CPI,47.79432092751264,208957.0,SELVARAJ V,CPI,47.79432092751264,False
Maharashtra,Kalyan,DR SHRIKANT EKNATH SHINDE,SHS,56.38478545254251,209144.0,DR SHRIKANT EKNATH SHINDE,SHS,56.1042641318831,False
Tamil Nadu,MADURAI,VENKATESAN S,CPI(M),43.6004575624969,209409.0,VENKATESAN S,CPI(M),43.60045756249689,False
Gujarat,Valsad,DHAVAL LAXMANBHAI PATEL,BJP,56.134848330151584,210704.0,DHAVAL LAXMANBHAI PATEL,BJP,56.134848330151584,False
Assam,Nagaon,PRADYUT BORDOLOI,INC,50.893614056276206,212231.0,PRADYUT BORDOLOI,INC,50.893614056276206,False
Tamil Nadu,VELLORE,DM KATHIR ANAND,DMK,50.350876261003066,215702.0,DM KATHIR ANAND,DMK,50.35087626100307,False
Uttar Pradesh,Barabanki,TANUJ PUNIA,INC,55.78087978466397,215704.0,TANUJ PUNIA,INC,56.91926508639181,False
Maharashtra,Thane,NARESH GANPAT MHASKE,SHS,56.08807181903461,217011.0,NARESH GANPAT MHASKE,SHS,55.809026685606575,False
Madhya Pradesh,DHAR,SAVITRI THAKUR,BJP,55.74908564226789,218665.0,SAVITRI THAKUR,BJP,55.74908564226789,False
West Bengal,Uluberia,SAJDA AHMED,AITC,52.10131766458584,218673.0,SAJDA AHMED,AITC,52.10131766458584,False
Odisha,Mayurbhanj,NABA CHARAN MAJHI,BJP,49.91022528853115,219334.0,NABA CHARAN MAJHI,BJP,49.91022528853116,False
Telangana,Warangal,KADIYAM KAVYA,INC,45.84532779787152,220339.0,KADIYAM KAVYA,INC,45.84532779787152,False
Andhra Pradesh,Chittoor,DAGGUMALLA PRASADA RAO,TDP,54.83787302032551,220479.0,DAGGUMALLA PRASADA RAO,TDP,54.83787302032552,False
Jharkhand,Chatra,KALI CHARAN SINGH,BJP,52.88715469066562,220959.0,KALI CHARAN SINGH,BJP,52.88715469066562,False
Tamil Nadu,KANCHEEPURAM,SELVAM. G,DMK,46.52701142763688,221473.0,SELVAM. G,DMK,46.527011427636886,False
Uttar Pradesh,Mainpuri,DIMPLE YADAV,SP,56.78555536896673,221639.0,DIMPLE YADAV,SP,58.78555536896675,False
Telangana,Bhongir,CHAMALA KIRAN KUMAR REDDY,INC,44.894019962951226,222170.0,CHAMALA KIRAN KUMAR REDDY,INC,44.894019962951226,False
Assam,Barpeta,PHANI BHUSAN CHOUDHURY,AGP,51.01673069611488,222351.0,PHANI BHUSAN CHOUDHURY,AGP,51.01673069611488,False
Andhra Pradesh,Machilipatnam,BALASHOWRY VALLABHANENI,JnP,55.216218852991304,223179.0,BALASHOWRY VALLABHANENI,JnP,55.216218852991304,False
Telangana,Karimnagar,BANDI SANJAY KUMAR,BJP,44.56831386934704,225209.0,BANDI SANJAY KUMAR,BJP,44.56831386934704,False
Tamil Nadu,CHENNAI SOUTH,T.SUMATHY (ALIAS) THAMIZHACHI THANGAPANDIAN,DMK,46.99519066769397,225945.0,T.SUMATHY (ALIAS) THAMIZHACHI THANGAPANDIAN,DMK,46.99519066769397,False
Andhra Pradesh,Kakinada,TANGELLA UDAY SRINIVAS (TEA TIME UDAY),JnP,54.8727142291001,229491.0,TANGELLA UDAY SRINIVAS (TEA TIME UDAY),JnP,54.8727142291001,False
Gujarat,Bardoli,PARBHUBHAI NAGARBHAI VASAVA,BJP,57.03958612234597,230253.0,PARBHUBHAI NAGARBHAI VASAVA,BJP,57.03958612234599,False
Haryana,KARNAL,MANOHAR LAL,BJP,54.92899876067322,232577.0,MANOHAR LAL,BJP,54.92899876067322,False
Tamil Nadu,TIRUVANNAMALAI,"ANNADURAI, C.N.",DMK,47.752934946561595,233931.0,"ANNADURAI, C.N.",DMK,47.752934946561595,False
Uttarakhand,Almora,AJAY TAMTA,BJP,64.19879221597105,234097.0,AJAY TAMTA,BJP,64.19879221597105,False
Bihar,Muzaffarpur,RAJ BHUSHAN CHOUDHARY,BJP,55.70977832910846,234927.0,RAJ BHUSHAN CHOUDHARY,BJP,55.709778329108474,False
Kerala,Ponnani,DR. M.P ABDUSSAMAD SAMADANI,IUML,54.81030813722357,235760.0,DR. M.P ABDUSSAMAD SAMADANI,IUML,54.81030813722357,False
Tamil Nadu,ERODE,K.E.PRAKASH,DMK,51.42922729812708,236566.0,K.E.PRAKASH,DMK,51.42922729812708,False
Rajasthan,DAUSA,MURARI LAL MEENA,INC,60.24475778711218,237340.0,MURARI LAL MEENA,INC,60.24475778711219,False
Gujarat,Jamnagar,POONAMBEN HEMATBHAI MAADAM,BJP,58.98291057660752,238008.0,POONAMBEN HEMATBHAI MAADAM,BJP,58.98291057660753,False
Andhra Pradesh,Rajahmundry,DAGGUBATI PURANDHESHWARI,BJP,54.81903301675021,239139.0,DAGGUBATI PURANDHESHWARI,BJP,54.81903301675022,False
Chhattisgarh,RAIGARH,RADHESHYAM RATHIYA,BJP,55.629351016714104,240391.0,RADHESHYAM RATHIYA,BJP,55.62935101671411,False
Tamil Nadu,NILGIRIS,RAJA A,DMK,46.44314588391863,240585.0,RAJA A,DMK,46.44314588391863,False
Karnataka,Shimoga,B.Y.RAGHAVENDRA,BJP,56.542799137976104,243715.0,B.Y.RAGHAVENDRA,BJP,56.542799137976104,False
Tamil Nadu,CHENNAI CENTRAL,DAYANIDHI MARAN,DMK,56.648903769630785,244689.0,DAYANIDHI MARAN,DMK,56.648903769630785,False
Rajasthan,PALI,P. P. CHAUDHARY,BJP,55.9436773271918,245351.0,P. P. CHAUDHARY,BJP,55.943677327191786,False
Andhra Pradesh,Nellore,PRABHAKAR REDDY VEMIREDDY,TDP,55.69749260167383,245902.0,PRABHAKAR REDDY VEMIREDDY,TDP,55.69749260167383,False
Rajasthan,BANSWARA,RAJ KUMAR ROAT,BHRTADVSIP,50.14692837226578,247054.0,RAJ KUMAR ROAT,BHRTADVSIP,50.14692837226578,False
Uttar Pradesh,Hathras,ANOOP PRADHAN BALMIKI,BJP,51.2363307226245,247318.0,ANOOP PRADHAN BALMIKI,BJP,49.2363307226245,False
Assam,Kaziranga,KAMAKHYA PRASAD TASA,BJP,55.0354400200744,248947.0,KAMAKHYA PRASAD TASA,BJP,55.0354400200744,False
Andhra Pradesh,Vizianagaram,APPALANAIDU KALISETTI,TDP,57.19588806396345,249351.0,APPALANAIDU KALISETTI,TDP,57.195888063963466,False
Kerala,Ernakulam,HIBI EDEN,INC,52.97264585909751,250385.0,HIBI EDEN,INC,52.9726458590975,False
Assam,Guwahati,BIJULI KALITA MEDHI,BJP,55.95180409518885,251090.0,BIJULI KALITA MEDHI,BJP,55.95180409518884,False
Maharashtra,Jalgaon,SMITA UDAY WAGH,BJP,57.66544996250704,251594.0,SMITA UDAY WAGH,BJP,56.732777739906105,False
Odisha,Bargarh,PRADEEP PUROHIT,BJP,54.689570825673506,251667.0,PRADEEP PUROHIT,BJP,54.689570825673506,False
Himachal Pradesh,KANGRA,DR RAJEEV BHARDWAJ,BJP,61.02927277146175,251895.0,DR RAJEEV BHARDWAJ,BJP,61.02927277146175,False
Tamil Nadu,POLLACHI,ESWARASAMY K,DMK,47.36728993956725,252042.0,ESWARASAMY K,DMK,47.36728993956725,False
West Bengal,Jadavpur,SAYANI GHOSH,AITC,45.82795247266374,258201.0,SAYANI GHOSH,AITC,45.82795247266373,False
Karnataka,Udupi Chikmagalur,KOTA SRINIVAS POOJARY,BJP,59.55940127767773,259175.0,KOTA SRINIVAS POOJARY,BJP,59.55940127767773,False
Karnataka,Bangalore North,SHOBHA KARANDLAJE,BJP,56.26514975144137,259476.0,SHOBHA KARANDLAJE,BJP,56.26514975144137,False
Jharkhand,Jamshedpur,BIDYUT BARAN MAHATO,BJP,56.837626572346124,259782.0,BIDYUT BARAN MAHATO,BJP,56.837626572346124,False
Maharashtra,Chandrapur,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,INC,57.875427775951735,260406.0,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,INC,59.171284196936426,False
Rajasthan,UDAIPUR,MANNA LAL RAWAT,BJP,49.27241226501226,261608.0,MANNA LAL RAWAT,BJP,49.27241226501226,False
Gujarat,Surendranagar,CHANDUBHAI CHHAGANBHAI SHIHORA,BJP,59.19768565208591,261617.0,CHANDUBHAI CHHAGANBHAI SHIHORA,BJP,59.19768565208592,False
Assam,Silchar,PARIMAL SUKLABAIDYA,BJP,59.885205603684874,264311.0,PARIMAL SUKLABAIDYA,BJP,59.885205603684874,False
Haryana,SIRSA,SELJA,INC,54.17139119701883,268497.0,SELJA,INC,54.17139119701883,False
Gujarat,Kachchh,CHAVDA VINOD LAKHAMSHI,BJP,60.22643328764734,268782.0,CHAVDA VINOD LAKHAMSHI,BJP,60.22643328764735,False
Karnataka,Bangalore Rural,DR C N MANJUNATH,BJP,56.2114881690405,269647.0,DR C N MANJUNATH,BJP,56.2114881690405,False
Madhya Pradesh,KHANDWA,GYANESHWAR PATIL,BJP,57.035044316124775,269971.0,GYANESHWAR PATIL,BJP,57.035044316124775,False
Tamil Nadu,MAYILADUTHURAI,SUDHA R,INC,47.66527413607328,271183.0,SUDHA R,INC,47.66527413607328,False
Uttar Pradesh,Agra,PROF S P SINGH BAGHEL,BJP,53.33762243288048,271294.0,PROF S P SINGH BAGHEL,BJP,51.33762243288048,False
Maharashtra,Raver,KHADSE RAKSHA NIKHIL,BJP,53.84461100689104,272183.0,KHADSE RAKSHA NIKHIL,BJP,53.14173706283355,False
Uttarakhand,Tehri Garhwal,MALA RAJYA LAKSHMI SHAH,BJP,53.66368885006629,272493.0,MALA RAJYA LAKSHMI SHAH,BJP,53.66368885006631,False
Uttar Pradesh,Bulandshahr,DR BHOLA SINGH,BJP,56.64933293753124,275134.0,DR BHOLA SINGH,BJP,55.76462544646045,False
Jharkhand,Hazaribagh,MANISH JAISWAL,BJP,51.7616890454167,276686.0,MANISH JAISWAL,BJP,51.761689045416695,False
Andhra Pradesh,Narsapuram,BHUPATHI RAJU SRINIVASA VARMA (B.J.P.VARMA),BJP,57.46071555037213,276864.0,BHUPATHI RAJU SRINIVASA VARMA (B.J.P.VARMA),BJP,57.46071555037213,False
Karnataka,Bangalore South,TEJASVI SURYA,BJP,60.09803560594297,277083.0,TEJASVI SURYA,BJP,60.09803560594298,False
Tamil Nadu,THENI,THANGA TAMILSELVAN,DMK,50.07741721790472,278825.0,THANGA TAMILSELVAN,DMK,50.07741721790471,False
Assam,Dibrugarh,SARBANANDA SONOWAL,BJP,54.27130253566786,279321.0,SARBANANDA SONOWAL,BJP,54.27130253566786,False
Jammu and Kashmir,ANANTNAG-RAJOURI,MIAN ALTAF AHMAD,JKN,50.8538729306104,281794.0,MIAN ALTAF AHMAD,JKN,50.853872930610386,False
Andhra Pradesh,Vijayawada,KESINENI SIVANATH (CHINNI),TDP,58.2051516961606,282085.0,KESINENI SIVANATH (CHINNI),TDP,58.2051516961606,False
Karnataka,Mandya,H.D. KUMARASWAMY,JD(S),58.33734515674188,284620.0,H.D. KUMARASWAMY,JD(S),58.33734515674188,False
Gujarat,Ahmedabad West,DINESHBHAI MAKWANA (ADVOCATE),BJP,63.2810770437161,286437.0,DINESHBHAI MAKWANA (ADVOCATE),BJP,63.28107704371612,False
Jharkhand,Palamu,VISHNU DAYAL RAM,BJP,55.392316884992,288807.0,VISHNU DAYAL RAM,BJP,55.392316884992,False
NCT OF Delhi,North-West Delhi,YOGENDER CHANDOLIYA,BJP,58.26243421393256,290849.0,YOGENDER CHANDOLIYA,BJP,58.26243421393256,False
Uttar Pradesh,Mathura,HEMAMALINI DHARMENDRA DEOL,BJP,53.295661859513544,293407.0,HEMAMALINI DHARMENDRA DEOL,BJP,52.34251210154443,False
Andhra Pradesh,Anakapalle,C.M.RAMESH,BJP,57.50023390365584,296530.0,C.M.RAMESH,BJP,57.50023390365584,False
Kerala,Malappuram,E.T. MOHAMMED BASHEER,IUML,59.345436986606856,300118.0,E.T. MOHAMMED BASHEER,IUML,59.345436986606856,False
Tamil Nadu,ARAKKONAM,S JAGATHRATCHAKAN,DMK,48.39365469977368,306559.0,S JAGATHRATCHAKAN,DMK,48.39365469977368,False
Tamil Nadu,TIRUCHIRAPPALLI,DURAI VAIKO,MDMK,51.34767851934347,313094.0,DURAI VAIKO,MDMK,51.34767851934347,False
Tamil Nadu,THANJAVUR,MURASOLI S,DMK,48.82298732582488,319583.0,MURASOLI S,DMK,48.82298732582488,False
Gujarat,Amreli,BHARATBHAI MANUBHAI SUTARIYA,BJP,66.27735827097781,321068.0,BHARATBHAI MANUBHAI SUTARIYA,BJP,66.27735827097781,False
West Bengal,Bolpur,ASIT KUMAR MAL,AITC,55.979705195391475,327253.0,ASIT KUMAR MAL,AITC,55.979705195391475,False
Andhra Pradesh,Srikakulam,KINJARAPU RAMMOHAN NAIDU,TDP,61.04528173014827,327901.0,KINJARAPU RAMMOHAN NAIDU,TDP,61.04528173014828,False
Gujarat,Mahesana,HARIBHAI PATEL,BJP,63.743386820724226,328046.0,HARIBHAI PATEL,BJP,63.743386820724226,False
Assam,Darrang-Udalguri,DILIP SAIKIA,BJP,47.9453953180212,329012.0,DILIP SAIKIA,BJP,47.9453953180212,False
Maharashtra,Osmanabad,OMPRAKASH BHUPALSINH ALIAS PAVAN RAJENIMBALKAR,SHSUBT,58.448212875043325,329846.0,OMPRAKASH BHUPALSINH ALIAS PAVAN RAJENIMBALKAR,SHSUBT,58.65493818412272,False
Rajasthan,AJMER,BHAGIRATH CHOUDHARY,BJP,62.22736161721109,329991.0,BHAGIRATH CHOUDHARY,BJP,62.227361617211095,False
Jharkhand,Dhanbad,DULU MAHATO,BJP,55.26387475691645,331583.0,DULU MAHATO,BJP,55.263874756916465,False
Rajasthan,JAIPUR,MANJU SHARMA,BJP,60.60790373262952,331767.0,MANJU SHARMA,BJP,60.60790373262952,False
West Bengal,Basirhat,SK NURUL ISLAM,AITC,52.76102615135476,333547.0,SK NURUL ISLAM,AITC,52.76102615135476,False
Gujarat,Dahod,JASWANTSINH SUMANBHAI BHABHOR,BJP,61.58621972397241,333677.0,JASWANTSINH SUMANBHAI BHABHOR,BJP,61.58621972397241,False
Uttarakhand,Nainital-Udhamsingh Nagar,AJAY BHATT,BJP,61.03169312236181,334548.0,AJAY BHATT,BJP,61.03169312236181,False
Uttar Pradesh,Ghaziabad,ATUL GARG,BJP,58.089810463605886,336965.0,ATUL GARG,BJP,57.23450047306725,False
Karnataka,Uttara Kannada,VISHWESHWAR HEGDE KAGERI,BJP,61.966991378416026,337428.0,VISHWESHWAR HEGDE KAGERI,BJP,61.966991378416026,False
Telangana,Hyderabad,ASADUDDIN OWAISI,AIMIM,61.276154190779806,338087.0,ASADUDDIN OWAISI,AIMIM,61.276154190779806,False
Tamil Nadu,CHENNAI NORTH,DR.KALANIDHI VEERASWAMY,DMK,55.106821246574754,339222.0,DR.KALANIDHI VEERASWAMY,DMK,55.10682124657477,False
Andhra Pradesh,Amalapuram,G M HARISH (BALAYOGI),TDP,61.25411765067565,342196.0,G M HARISH (BALAYOGI),TDP,61.25411765067565,False
Andhra Pradesh,Guntur,DR CHANDRA SEKHAR PEMMASANI,TDP,60.682306571411935,344695.0,DR CHANDRA SEKHAR PEMMASANI,TDP,60.682306571411935,False
Haryana,ROHTAK,DEEPENDER SINGH HOODA,INC,62.76426853864725,345298.0,DEEPENDER SINGH HOODA,INC,62.76426853864723,False
Telangana,Mahabubabad,BALRAM NAIK PORIKA,INC,55.26530818390564,349165.0,BALRAM NAIK PORIKA,INC,55.26530818390564,False
Rajasthan,BHILWARA,DAMODAR AGARWAL,BJP,61.91682734141115,354606.0,DAMODAR AGARWAL,BJP,61.91682734141117,False
Maharashtra,Mumbai North,PIYUSH GOYAL,BJP,65.68330254284675,357608.0,PIYUSH GOYAL,BJP,64.5058317013535,False
Gujarat,Kheda,DEVUSINH CHAUHAN,BJP,63.31047890543676,357758.0,DEVUSINH CHAUHAN,BJP,63.31047890543676,False
Assam,Sonitpur,RANJIT DUTTA,BJP,60.2101099910902,361408.0,RANJIT DUTTA,BJP,60.210109991090185,False
Kerala,Wayanad,RAHUL GANDHI,INC,59.69144048834051,364422.0,RAHUL GANDHI,INC,59.69144048834051,False
Rajasthan,JHALAWAR-BARAN,DUSHYANT SINGH,BJP,60.88490295363993,370989.0,DUSHYANT SINGH,BJP,60.88490295363993,False
Meghalaya,Shillong,DR. RICKY ANDREW J. SYNGKON,VOTPP,55.0218660366833,371910.0,DR. RICKY ANDREW J. SYNGKON,VOTPP,55.021866036683306,False
Madhya Pradesh,UJJAIN,ANIL FIROJIYA,BJP,62.932153125893805,375860.0,ANIL FIROJIYA,BJP,62.93215312589382,False
Jharkhand,Kodarma,ANNPURNA DEVI,BJP,57.7867009644049,377014.0,ANNPURNA DEVI,BJP,57.7867009644049,False
Madhya Pradesh,BETUL,DURGADAS (D. D.) UIKEY,BJP,60.761020615750496,379761.0,DURGADAS (D. D.) UIKEY,BJP,60.76102061575048,False
Gujarat,Porbandar,DR. MANSUKH MANDAVIYA,BJP,68.14982949472348,383612.0,DR. MANSUKH MANDAVIYA,BJP,68.14982949472348,False
Tamil Nadu,PERAMBALUR,ARUN NEHRU,DMK,53.41791634269845,389107.0,ARUN NEHRU,DMK,53.41791634269845,False
Rajasthan,CHITTORGARH,CHANDRA PRAKASH JOSHI,BJP,59.26352459043739,389877.0,CHANDRA PRAKASH JOSHI,BJP,59.26352459043739,False
Uttar Pradesh,Rae Bareli,RAHUL GANDHI,INC,66.1697871189807,390030.0,RAHUL GANDHI,INC,67.5201909377354,False
Telangana,Malkajgiri,EATALA RAJENDER,BJP,51.24728325929251,391475.0,EATALA RAJENDER,BJP,51.24728325929251,False
Rajasthan,RAJSAMAND,MAHIMA KUMARI MEWAR,BJP,64.39565421677808,392223.0,MAHIMA KUMARI MEWAR,BJP,64.39565421677808,False
Tamil Nadu,THOOTHUKKUDI,KANIMOZHI KARUNANIDHI,DMK,55.259543435739054,392738.0,KANIMOZHI KARUNANIDHI,DMK,55.259543435739054,False
Madhya Pradesh,SHAHDOL,SMT. HIMADRI SINGH,BJP,61.7304665832764,397340.0,SMT. HIMADRI SINGH,BJP,61.7304665832764,False
Gujarat,Chhota Udaipur,JASHUBHAI BHILUBHAI RATHVA,BJP,62.83640144227546,398777.0,JASHUBHAI BHILUBHAI RATHVA,BJP,62.83640144227546,False
Madhya Pradesh,TIKAMGARH,DR. VIRENDRA KUMAR,BJP,65.09982792997023,403312.0,DR. VIRENDRA KUMAR,BJP,65.09982792997022,False
Madhya Pradesh,DAMOH,RAHUL SINGH LODHI,BJP,65.17947663057053,406426.0,RAHUL SINGH LODHI,BJP,65.17947663057053,False
Madhya Pradesh,DEWAS,MAHENDRA SINGH SOLANKY,BJP,63.23180659776298,425225.0,MAHENDRA SINGH SOLANKY,BJP,63.23180659776298,False
Madhya Pradesh,HOSHANGABAD,DARSHAN SINGH CHOUDHARY,BJP,64.98777298726407,431696.0,DARSHAN SINGH CHOUDHARY,BJP,64.98777298726407,False
Chhattisgarh,DURG,VIJAY BAGHEL,BJP,61.9979945384554,438226.0,VIJAY BAGHEL,BJP,61.997994538455416,False
Tamil Nadu,DINDIGUL,SACHITHANANTHAM R,CPI(M),58.29303744451432,443821.0,SACHITHANANTHAM R,CPI(M),58.29303744451432,False
Gujarat,Bhavnagar,NIMUBEN JAYANTIBHAI BAMBHANIYA (NIMUBEN BAMBHANIYA),BJP,68.45503193179735,455289.0,NIMUBEN JAYANTIBHAI BAMBHANIYA (NIMUBEN BAMBHANIYA),BJP,68.45503193179734,False
Gujarat,Ahmedabad East,HASMUKHBHAI PATEL (H.S.PATEL),BJP,68.28258174183468,461755.0,HASMUKHBHAI PATEL (H.S.PATEL),BJP,68.28258174183468,False
Telangana,Khammam,RAMASAHAYAM RAGHURAM REDDY,INC,61.29141049626663,467847.0,RAMASAHAYAM RAGHURAM REDDY,INC,61.29141049626664,False
West Bengal,Jaynagar,PRATIMA MONDAL,AITC,60.31925678068245,470219.0,PRATIMA MONDAL,AITC,60.31925678068245,False
Madhya Pradesh,SAGAR,DR. LATA WANKHEDE,BJP,68.48721784122188,471222.0,DR. LATA WANKHEDE,BJP,68.48721784122189,False
Gujarat,Rajkot,PARSHOTTAMBHAI RUPALA,BJP,67.36990220974259,484260.0,PARSHOTTAMBHAI RUPALA,BJP,67.36990220974259,False
Madhya Pradesh,JABALPUR,ASHISH DUBEY,BJP,68.20045833351315,486674.0,ASHISH DUBEY,BJP,68.20045833351315,False
Tripura,Tripura East,KRITI DEVI DEBBARMAN,BJP,68.53708527828836,486819.0,KRITI DEVI DEBBARMAN,BJP,68.53708527828836,False
Tamil Nadu,SRIPERUMBUDUR,T R BAALU,DMK,52.647135366966594,487029.0,T R BAALU,DMK,52.647135366966594,False
Madhya Pradesh,MANDSOUR,SUDHEER GUPTA,BJP,65.97602218917162,500655.0,SUDHEER GUPTA,BJP,65.97602218917162,False
Madhya Pradesh,BHOPAL,ALOK SHARMA,BJP,65.48213457386278,501499.0,ALOK SHARMA,BJP,65.48213457386277,False
Andhra Pradesh,Visakhapatnam,SRIBHARAT MATHUKUMILI,TDP,65.42070829954042,504247.0,SRIBHARAT MATHUKUMILI,TDP,65.42070829954042,False
Gujarat,Panchmahal,RAJPALSINH MAHENDRASINH JADAV,BJP,70.22369480431676,509342.0,RAJPALSINH MAHENDRASINH JADAV,BJP,70.22369480431676,False
Madhya Pradesh,GUNA,JYOTIRADITYA M. SCINDIA,BJP,67.20955388326686,540929.0,JYOTIRADITYA M. SCINDIA,BJP,67.20955388326686,False
Madhya Pradesh,KHAJURAHO,VISHNU DATT SHARMA (V.D.SHARMA),BJP,67.75331632429399,541229.0,VISHNU DATT SHARMA (V.D.SHARMA),BJP,67.753316324294,False
Uttar Pradesh,Gautam Buddha Nagar,DR. MAHESH SHARMA,BJP,59.68569011246525,559472.0,DR. MAHESH SHARMA,BJP,57.68569011246525,False
Telangana,Nalgonda,KUNDURU RAGHUVEER,INC,60.504704070895855,559905.0,KUNDURU RAGHUVEER,INC,60.504704070895855,False
Tamil Nadu,TIRUVALLUR,Sasikanth Senthil,INC,56.21027329434368,572155.0,Sasikanth Senthil,INC,56.21027329434368,False
Chhattisgarh,RAIPUR,BRIJMOHAN AGRAWAL,BJP,66.19490721629994,575285.0,BRIJMOHAN AGRAWAL,BJP,66.19490721629994,False
Gujarat,Vadodara,DR. HEMANG JOSHI,BJP,72.0364410645886,582126.0,DR. HEMANG JOSHI,BJP,72.0364410645886,False
Tripura,Tripura West,BIPLAB KUMAR DEB,BJP,72.84959857299789,611578.0,BIPLAB KUMAR DEB,BJP,72.84959857299789,False
West Bengal,Diamond harbour,ABHISHEK BANERJEE,AITC,68.47519984426617,710930.0,ABHISHEK BANERJEE,AITC,68.47519984426617,False
Gujarat,Gandhinagar,AMIT SHAH,BJP,76.48437511820984,744716.0,AMIT SHAH,BJP,76.48437511820985,False
Gujarat,Navsari,C R PATIL,BJP,77.04772622655834,773551.0,C R PATIL,BJP,77.04772622655834,False
Madhya Pradesh,VIDISHA,SHIVRAJ SINGH CHOUHAN,BJP,76.69796064734986,821408.0,SHIVRAJ SINGH CHOUHAN,BJP,76.69796064734984,False
Madhya Pradesh,INDORE,SHANKAR LALWANI,BJP,78.53880489228973,1008077.0,SHANKAR LALWANI,BJP,78.53880489228975,False
Assam,Dhubri,RAKIBUL HUSSAIN,INC,59.98859638540467,1012476.0,RAKIBUL HUSSAIN,INC,59.98859638540467,False
