state,constituency,candidate,gender,age,category,party,party_symbol,total_votes_polled_in_the_constituency,valid_votes,evm_votes,postal_votes,votes,over_total_electors_in_constituency,over_total_votes_polled_in_constituency,over_total_valid_votes_polled_in_constituency,total_electors,year,rank,winner,vote_share,next_votes,margin_votes,raw_swing,sim_vote_share,sim_rank
Jharkhand,Jamshedpur,G JAYRAM DAS,MALE,67.0,GENERAL,IND,Batsman,1279236.0,1270303.0,1927.0,4.0,1931.0,0.1,0.15,0.15,1871388.0,2024,21.0,False,0.1511393370062827,1801.0,,0.0,0.1511393370062827,21.0
Jharkhand,Jamshedpur,ARUN KUMAR SHARMA,MALE,48.0,GENERAL,BHAZS,Scissors,1279236.0,1270303.0,1797.0,4.0,1801.0,0.1,0.14,0.14,1871388.0,2024,22.0,False,0.1409642392275065,1348.0,,0.0,0.1409642392275065,22.0
Jharkhand,Jamshedpur,DOMAN CHANDRA BHAKAT,MALE,56.0,GENERAL,BGDRPP,Air conditioner,1279236.0,1270303.0,1343.0,5.0,1348.0,0.07,0.11,0.11,1871388.0,2024,23.0,False,0.1055079369676173,1152.0,,0.0,0.10550793696761729,23.0
Jharkhand,Jamshedpur,BABLU PRASAD DANGI,MALE,42.0,GENERAL,IND,Gas cylinder,1279236.0,1270303.0,1144.0,8.0,1152.0,0.06,0.09,0.09,1871388.0,2024,24.0,False,0.0901670203165394,1044.0,,0.0,0.0901670203165394,24.0
Jharkhand,Jamshedpur,GYAN SAGAR PRASAD,MALE,64.0,GENERAL,IND,Crane,1279236.0,1270303.0,1043.0,1.0,1044.0,0.06,0.08,0.08,1871388.0,2024,25.0,False,0.0817138621618638,988.0,,0.0,0.0817138621618638,25.0
Jharkhand,Jamshedpur,PARWATI KISKU,FEMALE,36.0,ST,IND,Sewing machine,1279236.0,1270303.0,972.0,16.0,988.0,0.05,0.08,0.08,1871388.0,2024,26.0,False,0.0773307431186987,,,0.0,0.0773307431186987,26.0
Jharkhand,Khunti,KALI CHARAN MUNDA,MALE,62.0,ST,INC,Hand,940247.0,914763.0,503997.0,7650.0,511647.0,38.49,54.42,55.93,1329423.0,2024,1.0,True,54.623340685526145,361972.0,149675.0,0.0,54.62334068552616,1.0
Jharkhand,Khunti,ARJUN MUNDA,MALE,55.0,ST,BJP,Lotus,940247.0,914763.0,358076.0,3896.0,361972.0,27.23,38.5,39.57,1329423.0,2024,2.0,False,38.644064901428656,21919.0,,0.0,38.644064901428656,2.0
Jharkhand,Khunti,NOTA,,,,NOTA,NOTA,940247.0,914763.0,21814.0,105.0,21919.0,1.65,2.33,2.4,1329423.0,2024,3.0,False,2.3400684543954084,12300.0,,0.0,2.340068454395409,3.0
Jharkhand,Khunti,SAVITRI DEVI,FEMALE,35.0,ST,BSP,Elephant,940247.0,914763.0,12202.0,98.0,12300.0,0.93,1.31,1.34,1329423.0,2024,4.0,False,1.3131457634501358,10755.0,,0.0,1.313145763450136,4.0
Jharkhand,Khunti,BASANT KUMAR LONGA,MALE,54.0,ST,IND,Almirah,940247.0,914763.0,10735.0,20.0,10755.0,0.81,1.14,1.18,1329423.0,2024,5.0,False,1.1482018443826183,8532.0,,0.0,1.1482018443826185,5.0
Jharkhand,Khunti,ARPANA HANS,FEMALE,50.0,ST,JKP,Basket containing Fruits,940247.0,914763.0,8450.0,82.0,8532.0,0.64,0.91,0.93,1329423.0,2024,6.0,False,0.910874768598094,4963.0,,0.0,0.9108747685980941,6.0
Jharkhand,Khunti,PASTAR SANJAY KUMAR TIRKEY,MALE,31.0,ST,IND,Air conditioner,940247.0,914763.0,4944.0,19.0,4963.0,0.37,0.53,0.54,1329423.0,2024,7.0,False,0.5298489775612214,4594.0,,0.0,0.5298489775612215,7.0
Jharkhand,Khunti,BABITA KACHHAP,FEMALE,36.0,ST,BHRTADVSIP,Hockey and ball,940247.0,914763.0,4507.0,87.0,4594.0,0.35,0.49,0.5,1329423.0,2024,8.0,False,0.4904546046577173,,,0.0,0.49045460465771734,8.0
Jharkhand,Kodarma,ANNPURNA DEVI,FEMALE,55.0,GENERAL,BJP,Lotus,1373091.0,1327812.0,787185.0,4472.0,791657.0,35.86,57.66,59.62,2207845.0,2024,1.0,True,57.7867009644049,414643.0,377014.0,0.0,57.7867009644049,1.0
Jharkhand,Kodarma,VINOD KUMAR SINGH,MALE,46.0,GENERAL,CPI(ML)(L),Flag with three stars,1373091.0,1327812.0,410945.0,3698.0,414643.0,18.78,30.2,31.23,2207845.0,2024,2.0,False,30.26670773830553,42152.0,,0.0,30.26670773830553,2.0
Jharkhand,Kodarma,NOTA,,,,NOTA,NOTA,1373091.0,1327812.0,42089.0,63.0,42152.0,1.91,3.07,3.17,2207845.0,2024,3.0,False,3.076869173204551,28612.0,,0.0,3.076869173204551,3.0
Jharkhand,Kodarma,MANOJ KUMAR,MALE,48.0,GENERAL,IND,Scissors,1373091.0,1327812.0,28310.0,302.0,28612.0,1.3,2.08,2.15,2207845.0,2024,4.0,False,2.088522034155642,23223.0,,0.0,2.088522034155642,4.0
Jharkhand,Kodarma,JAI PRAKASH VERMA,MALE,52.0,GENERAL,IND,Bucket,1373091.0,1327812.0,22843.0,380.0,23223.0,1.05,1.69,1.75,2207845.0,2024,5.0,False,1.6951540332446693,13174.0,,0.0,1.6951540332446693,5.0
Jharkhand,Kodarma,SITAN RABIDAS,MALE,48.0,SC,BSP,Elephant,1373091.0,1327812.0,13067.0,107.0,13174.0,0.6,0.96,0.99,2207845.0,2024,6.0,False,0.9616311085546774,9656.0,,0.0,0.9616311085546774,6.0
Jharkhand,Kodarma,SURENDRA KUMAR AGRAWAL,MALE,35.0,GENERAL,IND,Baby walker,1373091.0,1327812.0,9646.0,10.0,9656.0,0.44,0.7,0.73,2207845.0,2024,7.0,False,0.704836039487169,8232.0,,0.0,0.704836039487169,7.0
Jharkhand,Kodarma,SAHADAT ANSARI,MALE,32.0,GENERAL,IND,Helmet,1373091.0,1327812.0,8217.0,15.0,8232.0,0.37,0.6,0.62,2207845.0,2024,8.0,False,0.6008917022637091,6738.0,,0.0,0.6008917022637091,8.0
Jharkhand,Kodarma,JAYNARAYAN DAS,MALE,61.0,SC,BMUP,Cot,1373091.0,1327812.0,6701.0,37.0,6738.0,0.31,0.49,0.51,2207845.0,2024,9.0,False,0.4918377417216802,5601.0,,0.0,0.49183774172168016,9.0
Jharkhand,Kodarma,AKLESHWAR SAW,MALE,49.0,GENERAL,LKHAP,Apple,1373091.0,1327812.0,5574.0,27.0,5601.0,0.25,0.41,0.42,2207845.0,2024,10.0,False,0.408842860104353,5333.0,,0.0,0.408842860104353,10.0
Jharkhand,Kodarma,JITLAL KISKU,MALE,40.0,GENERAL,IND,Air conditioner,1373091.0,1327812.0,5299.0,34.0,5333.0,0.24,0.39,0.4,2207845.0,2024,11.0,False,0.3892803022561176,5044.0,,0.0,0.3892803022561176,11.0
Jharkhand,Kodarma,MD. SAGIR,MALE,50.0,GENERAL,IND,Auto- rickshaw,1373091.0,1327812.0,5041.0,3.0,5044.0,0.23,0.37,0.38,2207845.0,2024,12.0,False,0.3681848574123115,4541.0,,0.0,0.3681848574123115,12.0
Jharkhand,Kodarma,AJAY KRISHNA,MALE,55.0,GENERAL,MOSP,Batsman,1373091.0,1327812.0,4526.0,15.0,4541.0,0.21,0.33,0.34,2207845.0,2024,13.0,False,0.3314685641374518,4233.0,,0.0,0.3314685641374518,13.0
Jharkhand,Kodarma,RAJESH,MALE,37.0,GENERAL,IND,Almirah,1373091.0,1327812.0,4230.0,3.0,4233.0,0.19,0.31,0.32,2207845.0,2024,14.0,False,0.3089862215357483,4229.0,,0.0,0.3089862215357483,14.0
Jharkhand,Kodarma,RAMESHWAR PRASAD YADAV,MALE,62.0,GENERAL,IND,Bat,1373091.0,1327812.0,4227.0,2.0,4229.0,0.19,0.31,0.32,2207845.0,2024,15.0,False,0.3086942430604016,2896.0,,0.0,0.3086942430604016,15.0
Jharkhand,Kodarma,ASHISH KUMAR,MALE,25.0,GENERAL,RTORP,Pressure cooker,1373091.0,1327812.0,2892.0,4.0,2896.0,0.13,0.21,0.22,2207845.0,2024,16.0,False,0.2113924161510813,,,0.0,0.2113924161510813,16.0
Jharkhand,Lohardaga,SUKHDEO BHAGAT,MALE,63.0,ST,INC,Hand,971662.0,955741.0,476112.0,6926.0,483038.0,33.35,49.71,50.54,1448225.0,2024,1.0,True,49.94576709318858,343900.0,139138.0,0.0,49.945767093188586,1.0
Jharkhand,Lohardaga,SAMIR ORAON,MALE,53.0,ST,BJP,Lotus,971662.0,955741.0,339685.0,4215.0,343900.0,23.75,35.39,35.98,1448225.0,2024,2.0,False,35.559002197234065,45998.0,,0.0,35.559002197234065,2.0
Jharkhand,Lohardaga,CHAMRA LINDA,MALE,54.0,ST,IND,Batsman,971662.0,955741.0,45082.0,916.0,45998.0,3.18,4.73,4.81,1448225.0,2024,3.0,False,4.756158717849296,16793.0,,0.0,4.756158717849297,3.0
Jharkhand,Lohardaga,MAHENDRA ORAON,MALE,45.0,ST,CPI,Ears of corn and sickle,971662.0,955741.0,16776.0,17.0,16793.0,1.16,1.73,1.76,1448225.0,2024,4.0,False,1.736383611218819,11384.0,,0.0,1.736383611218819,4.0
Jharkhand,Lohardaga,NOTA,,,,NOTA,NOTA,971662.0,955741.0,11304.0,80.0,11384.0,0.79,1.17,1.19,1448225.0,2024,5.0,False,1.1770970660462712,10911.0,,0.0,1.1770970660462712,5.0
Jharkhand,Lohardaga,SHANIYA ORAON,MALE,55.0,ST,IND,Almirah,971662.0,955741.0,10894.0,17.0,10911.0,0.75,1.12,1.14,1448225.0,2024,6.0,False,1.1281892206281503,9148.0,,0.0,1.1281892206281503,6.0
Jharkhand,Lohardaga,GIRJANANDAN URAON,MALE,48.0,ST,BSP,Elephant,971662.0,955741.0,9103.0,45.0,9148.0,0.63,0.94,0.96,1448225.0,2024,7.0,False,0.9458963422515186,9131.0,,0.0,0.9458963422515189,7.0
Jharkhand,Lohardaga,MARIANUS TIGGA,MALE,63.0,ST,IND,Hockey and ball,971662.0,955741.0,9100.0,31.0,9131.0,0.63,0.94,0.96,1448225.0,2024,8.0,False,0.9441385549954764,7602.0,,0.0,0.9441385549954766,8.0
Jharkhand,Lohardaga,BIHARI BHAGAT,MALE,48.0,ST,PPID,Basket containing Fruits,971662.0,955741.0,7558.0,44.0,7602.0,0.52,0.78,0.8,1448225.0,2024,9.0,False,0.7860411012020162,7599.0,,0.0,0.7860411012020164,9.0
Jharkhand,Lohardaga,STEPHAN KINDO,MALE,63.0,ST,IND,Saw,971662.0,955741.0,7594.0,5.0,7599.0,0.52,0.78,0.8,1448225.0,2024,10.0,False,0.7857309034509499,5527.0,,0.0,0.7857309034509499,10.0
Jharkhand,Lohardaga,RANJEET BHAGAT,MALE,36.0,ST,IND,Football player,971662.0,955741.0,5510.0,17.0,5527.0,0.38,0.57,0.58,1448225.0,2024,11.0,False,0.5714876567144889,4310.0,,0.0,0.571487656714489,11.0
Jharkhand,Lohardaga,RAMCHANDRA BHAGAT,MALE,56.0,ST,LKHAP,Apple,971662.0,955741.0,4303.0,7.0,4310.0,0.3,0.44,0.45,1448225.0,2024,12.0,False,0.4456507690319246,3713.0,,0.0,0.44565076903192463,12.0
Jharkhand,Lohardaga,PAWAN TIGGA,MALE,41.0,ST,IND,Cauliflower,971662.0,955741.0,3685.0,28.0,3713.0,0.26,0.38,0.39,1448225.0,2024,13.0,False,0.3839214165697299,2814.0,,0.0,0.38392141656972995,13.0
Jharkhand,Lohardaga,ARPAN DEO BHAGAT,MALE,34.0,ST,IND,Scissors,971662.0,955741.0,2796.0,18.0,2814.0,0.19,0.29,0.29,1448225.0,2024,14.0,False,0.2909654905001939,2747.0,,0.0,0.29096549050019394,14.0
Jharkhand,Lohardaga,ARJUN TOPPO,MALE,47.0,ST,IND,Kettle,971662.0,955741.0,2706.0,41.0,2747.0,0.19,0.28,0.29,1448225.0,2024,15.0,False,0.2840377407263797,2510.0,,0.0,0.2840377407263798,15.0
Jharkhand,Lohardaga,MANI MUNDA,MALE,59.0,ST,BGDRPP,Air conditioner,971662.0,955741.0,2490.0,20.0,2510.0,0.17,0.26,0.26,1448225.0,2024,16.0,False,0.2595321183921416,,,0.0,0.25953211839214163,16.0
Jharkhand,Palamu,VISHNU DAYAL RAM,MALE,72.0,SC,BJP,Lotus,1392035.0,1366395.0,762290.0,8072.0,770362.0,34.27,55.34,56.38,2248082.0,2024,1.0,True,55.392316884992,481555.0,288807.0,0.0,55.392316884992,1.0
Jharkhand,Palamu,MAMTA BHUIYAN,FEMALE,34.0,SC,RJD,Hurricane lamp,1392035.0,1366395.0,473668.0,7887.0,481555.0,21.42,34.59,35.24,2248082.0,2024,2.0,False,34.62586051434562,40000.0,,0.0,34.62586051434562,2.0
Jharkhand,Palamu,KAMESHWAR BAITHA,MALE,67.0,SC,BSP,Elephant,1392035.0,1366395.0,39267.0,733.0,40000.0,1.78,2.87,2.93,2248082.0,2024,3.0,False,2.8761707812686503,24343.0,,0.0,2.8761707812686503,3.0
Jharkhand,Palamu,NOTA,,,,NOTA,NOTA,1392035.0,1366395.0,24226.0,117.0,24343.0,1.08,1.75,1.78,2248082.0,2024,4.0,False,1.7503656332105686,17875.0,,0.0,1.7503656332105686,4.0
Jharkhand,Palamu,SANAN RAM,MALE,64.0,SC,LKHAP,Apple,1392035.0,1366395.0,17849.0,26.0,17875.0,0.8,1.28,1.31,2248082.0,2024,5.0,False,1.2852888178794282,17699.0,,0.0,1.2852888178794282,5.0
Jharkhand,Palamu,GANESH RAVI,MALE,53.0,SC,IND,Kettle,1392035.0,1366395.0,17669.0,30.0,17699.0,0.79,1.27,1.3,2248082.0,2024,6.0,False,1.2726336664418458,17566.0,,0.0,1.2726336664418458,6.0
Jharkhand,Palamu,BRAJESH KUMAR TURI,MALE,29.0,SC,RSMD,Scissors,1392035.0,1366395.0,17542.0,24.0,17566.0,0.78,1.26,1.29,2248082.0,2024,7.0,False,1.2630703985941276,11270.0,,0.0,1.2630703985941276,7.0
Jharkhand,Palamu,VRINDA RAM,MALE,51.0,SC,PPID,Basket containing Fruits,1392035.0,1366395.0,11205.0,65.0,11270.0,0.5,0.81,0.82,2248082.0,2024,8.0,False,0.8103611176224422,5115.0,,0.0,0.8103611176224422,8.0
Jharkhand,Palamu,MAHENDRA BAITHA,MALE,65.0,SC,SUCI,Battery Torch,1392035.0,1366395.0,5097.0,18.0,5115.0,0.23,0.37,0.37,2248082.0,2024,9.0,False,0.3677903386547286,4953.0,,0.0,0.3677903386547286,9.0
Jharkhand,Palamu,RAM VACHAN RAM,MALE,47.0,SC,BMUP,Cot,1392035.0,1366395.0,4924.0,29.0,4953.0,0.22,0.36,0.36,2248082.0,2024,10.0,False,0.3561418469905906,,,0.0,0.3561418469905906,10.0
Jharkhand,Rajmahal,VIJAY KUMAR HANSDAK,MALE,41.0,ST,JMM,Bow & arrow,1218620.0,1200032.0,607293.0,6078.0,613371.0,35.96,50.33,51.11,1705708.0,2024,1.0,True,50.34857405998281,435107.0,178264.0,0.0,50.348574059982795,1.0
Jharkhand,Rajmahal,TALA MARANDI,MALE,60.0,ST,BJP,Lotus,1218620.0,1200032.0,430544.0,4563.0,435107.0,25.51,35.7,36.26,1705708.0,2024,2.0,False,35.71576910795741,42140.0,,0.0,35.7157691079574,2.0
Jharkhand,Rajmahal,LOBIN HEMBRAM,MALE,73.0,ST,IND,Scissors,1218620.0,1200032.0,41592.0,548.0,42140.0,2.47,3.46,3.51,1705708.0,2024,3.0,False,3.459062966602066,37291.0,,0.0,3.4590629666020645,3.0
Jharkhand,Rajmahal,GOPIN SOREN,MALE,59.0,ST,CPI(M),"Hammer, Sickle and Star",1218620.0,1200032.0,37191.0,100.0,37291.0,2.19,3.06,3.11,1705708.0,2024,4.0,False,3.0610326788694264,18217.0,,0.0,3.0610326788694255,4.0
Jharkhand,Rajmahal,NOTA,,,,NOTA,NOTA,1218620.0,1200032.0,18119.0,98.0,18217.0,1.07,1.49,1.52,1705708.0,2024,5.0,False,1.4953429060889851,14978.0,,0.0,1.4953429060889847,5.0
Jharkhand,Rajmahal,MAHESH PAHARIYA,MALE,53.0,ST,IND,Bat,1218620.0,1200032.0,14950.0,28.0,14978.0,0.88,1.23,1.25,1705708.0,2024,6.0,False,1.2294695091069232,11251.0,,0.0,1.2294695091069228,6.0
Jharkhand,Rajmahal,AJIT MARANDI,MALE,52.0,ST,RJBP,Cauliflower,1218620.0,1200032.0,11243.0,8.0,11251.0,0.66,0.92,0.94,1705708.0,2024,7.0,False,0.9235386197731336,9493.0,,0.0,0.9235386197731333,7.0
Jharkhand,Rajmahal,SEBASTION HEMBROM,MALE,62.0,ST,IND,Almirah,1218620.0,1200032.0,9492.0,1.0,9493.0,0.56,0.78,0.79,1705708.0,2024,8.0,False,0.7792331452765404,8259.0,,0.0,0.7792331452765402,8.0
Jharkhand,Rajmahal,MARIYAM MARANDI,FEMALE,31.0,ST,BSP,Elephant,1218620.0,1200032.0,8225.0,34.0,8259.0,0.48,0.68,0.69,1705708.0,2024,9.0,False,0.677940224042868,7902.0,,0.0,0.6779402240428678,9.0
Jharkhand,Rajmahal,PAUL SOREN,MALE,35.0,ST,AIMIM,Kite,1218620.0,1200032.0,7854.0,48.0,7902.0,0.46,0.65,0.66,1705708.0,2024,10.0,False,0.6486358700068705,6856.0,,0.0,0.6486358700068703,10.0
Jharkhand,Rajmahal,DIPA TUDU,FEMALE,28.0,ST,IND,Auto- rickshaw,1218620.0,1200032.0,6847.0,9.0,6856.0,0.4,0.56,0.57,1705708.0,2024,11.0,False,0.5627749335316508,4107.0,,0.0,0.5627749335316506,11.0
Jharkhand,Rajmahal,KHALIFA KISKU,MALE,74.0,ST,PPID,Basket containing Fruits,1218620.0,1200032.0,4092.0,15.0,4107.0,0.24,0.34,0.34,1705708.0,2024,12.0,False,0.3371231989519384,3809.0,,0.0,0.33712319895193826,12.0
Jharkhand,Rajmahal,VINOD KUMAR MANDAL,MALE,44.0,ST,LKHAP,Apple,1218620.0,1200032.0,3774.0,35.0,3809.0,0.22,0.31,0.32,1705708.0,2024,13.0,False,0.312661861409285,2779.0,,0.0,0.31266186140928487,13.0
Jharkhand,Rajmahal,MUNSHI KISKU,MALE,50.0,ST,NPM,Boat with man and sail,1218620.0,1200032.0,2777.0,2.0,2779.0,0.16,0.23,0.23,1705708.0,2024,14.0,False,0.2281142853390399,2689.0,,0.0,0.22811428533903985,14.0
Jharkhand,Rajmahal,LILI HANSDA,FEMALE,44.0,ST,SAP,Air conditioner,1218620.0,1200032.0,2682.0,7.0,2689.0,0.16,0.22,0.22,1705708.0,2024,15.0,False,0.2207266330610573,,,0.0,0.22072663306105725,15.0
Jharkhand,Ranchi,SANJAY SETH,MALE,65.0,GENERAL,BJP,Lotus,1452196.0,1439628.0,658975.0,5757.0,664732.0,30.18,45.77,46.17,2202528.0,2024,1.0,True,45.91385023011077,544220.0,120512.0,0.0,45.91385023011077,1.0
Jharkhand,Ranchi,YASHASWINI SAHAY,FEMALE,27.0,GENERAL,INC,Hand,1452196.0,1439628.0,537646.0,6574.0,544220.0,24.71,37.48,37.8,2202528.0,2024,2.0,False,37.589939362375944,132647.0,,0.0,37.589939362375944,2.0
Jharkhand,Ranchi,DEVENDRA NATH MAHTO,MALE,33.0,GENERAL,IND,Helmet,1452196.0,1439628.0,130526.0,2121.0,132647.0,6.02,9.13,9.21,2202528.0,2024,3.0,False,9.162090122746465,10341.0,,0.0,9.162090122746465,3.0
Jharkhand,Ranchi,SOMA SINGH,MALE,49.0,SC,JMBP,Flute,1452196.0,1439628.0,10340.0,1.0,10341.0,0.47,0.71,0.72,2202528.0,2024,4.0,False,0.714265486285564,8153.0,,0.0,0.714265486285564,4.0
Jharkhand,Ranchi,NOTA,,,,NOTA,NOTA,1452196.0,1439628.0,8046.0,107.0,8153.0,0.37,0.56,0.57,2202528.0,2024,5.0,False,0.5631376568693747,7803.0,,0.0,0.5631376568693747,5.0
Jharkhand,Ranchi,NIPU SINGH,MALE,36.0,GENERAL,RJANSWP,Water melon,1452196.0,1439628.0,7793.0,10.0,7803.0,0.35,0.54,0.54,2202528.0,2024,6.0,False,0.5389627298603863,6799.0,,0.0,0.5389627298603863,6.0
Jharkhand,Ranchi,DHANANJAY BHAGAT “GANDHI“,MALE,40.0,GENERAL,MARD,Boat with man and sail,1452196.0,1439628.0,6784.0,15.0,6799.0,0.31,0.47,0.47,2202528.0,2024,7.0,False,0.4696152249546029,6530.0,,0.0,0.4696152249546029,7.0
Jharkhand,Ranchi,SHYAM BIHARI PRAJAPATI,MALE,54.0,SC,BGDRPP,Pot,1452196.0,1439628.0,6524.0,6.0,6530.0,0.3,0.45,0.45,2202528.0,2024,8.0,False,0.4510350667676948,6427.0,,0.0,0.45103506676769484,8.0
Jharkhand,Ranchi,MANOJ KUMAR,MALE,40.0,GENERAL,BSP,Elephant,1452196.0,1439628.0,6383.0,44.0,6427.0,0.29,0.44,0.45,2202528.0,2024,9.0,False,0.4439207311050497,6309.0,,0.0,0.44392073110504965,9.0
Jharkhand,Ranchi,RAMHARI GOPE,MALE,31.0,GENERAL,APoI,Coat,1452196.0,1439628.0,6304.0,5.0,6309.0,0.29,0.43,0.44,2202528.0,2024,10.0,False,0.4357703271420193,5397.0,,0.0,0.4357703271420193,10.0
Jharkhand,Ranchi,ANJANI PANDEY,MALE,66.0,GENERAL,IND,Almirah,1452196.0,1439628.0,5386.0,11.0,5397.0,0.25,0.37,0.37,2202528.0,2024,11.0,False,0.3727773744785986,4802.0,,0.0,0.3727773744785986,11.0
Jharkhand,Ranchi,SARWESHWARI SAHU,FEMALE,43.0,GENERAL,ESBD,Triangle,1452196.0,1439628.0,4794.0,8.0,4802.0,0.22,0.33,0.33,2202528.0,2024,12.0,False,0.3316799985633186,4136.0,,0.0,0.3316799985633186,12.0
Jharkhand,Ranchi,HARINATH SAHU,MALE,47.0,GENERAL,LKHAP,Apple,1452196.0,1439628.0,4120.0,16.0,4136.0,0.19,0.28,0.29,2202528.0,2024,13.0,False,0.2856785660262153,4080.0,,0.0,0.2856785660262153,13.0
Jharkhand,Ranchi,HEMNTI DEVI,FEMALE,38.0,ST,SAP,Batsman,1452196.0,1439628.0,4069.0,11.0,4080.0,0.19,0.28,0.28,2202528.0,2024,14.0,False,0.2818105777047772,3208.0,,0.0,0.2818105777047772,14.0
Jharkhand,Ranchi,RANJANA GIRI,FEMALE,35.0,GENERAL,RPI(A),Sewing machine,1452196.0,1439628.0,3206.0,2.0,3208.0,0.15,0.22,0.22,2202528.0,2024,15.0,False,0.2215804738423836,3155.0,,0.0,0.2215804738423836,15.0
Jharkhand,Ranchi,BIRENDRA NATH MANJHI,MALE,62.0,ST,ABUAJP,Diamond,1452196.0,1439628.0,3130.0,25.0,3155.0,0.14,0.22,0.22,2202528.0,2024,16.0,False,0.2179196991810225,3094.0,,0.0,0.2179196991810225,16.0
Jharkhand,Ranchi,DHARMENDRA TIWARY,MALE,63.0,GENERAL,BHRTJNTM,Gas cylinder,1452196.0,1439628.0,3072.0,22.0,3094.0,0.14,0.21,0.21,2202528.0,2024,17.0,False,0.213706354759456,2944.0,,0.0,0.213706354759456,17.0
Jharkhand,Ranchi,PRAWEEN KACHHAP,MALE,45.0,ST,SBKP,Auto- rickshaw,1452196.0,1439628.0,2870.0,74.0,2944.0,0.13,0.2,0.2,2202528.0,2024,18.0,False,0.2033456717556039,2859.0,,0.0,0.2033456717556039,18.0
Jharkhand,Ranchi,PRABEEN CHANDRA MAHATO,MALE,40.0,GENERAL,IND,Bucket,1452196.0,1439628.0,2852.0,7.0,2859.0,0.13,0.2,0.2,2202528.0,2024,19.0,False,0.197474618053421,2787.0,,0.0,0.19747461805342104,19.0
Jharkhand,Ranchi,SANTOSH KUMAR JAISWAL,MALE,52.0,GENERAL,IND,Ganna kisan,1452196.0,1439628.0,2782.0,5.0,2787.0,0.13,0.19,0.19,2202528.0,2024,20.0,False,0.192501490211572,2763.0,,0.0,0.192501490211572,20.0
Jharkhand,Ranchi,PANKAJ KUMAR RAVI,MALE,37.0,SC,PPID,Basket containing Fruits,1452196.0,1439628.0,2756.0,7.0,2763.0,0.13,0.19,0.19,2202528.0,2024,21.0,False,0.1908437809309557,2589.0,,0.0,0.1908437809309557,21.0
Jharkhand,Ranchi,BINOD ORAON,MALE,32.0,ST,BMUP,Cot,1452196.0,1439628.0,2523.0,66.0,2589.0,0.12,0.18,0.18,2202528.0,2024,22.0,False,0.1788253886464872,2539.0,,0.0,0.1788253886464872,22.0
Jharkhand,Ranchi,MANORANJAN BHATTACHARYA,MALE,42.0,GENERAL,IND,Black board,1452196.0,1439628.0,2537.0,2.0,2539.0,0.12,0.17,0.18,2202528.0,2024,23.0,False,0.1753718276452032,2537.0,,0.0,0.1753718276452032,23.0
Jharkhand,Ranchi,AINUL ANSARI,MALE,35.0,GENERAL,IND,Truck,1452196.0,1439628.0,2533.0,4.0,2537.0,0.12,0.17,0.18,2202528.0,2024,24.0,False,0.1752336852051519,2164.0,,0.0,0.1752336852051519,24.0
Jharkhand,Ranchi,MINTU PASWAN,MALE,39.0,SC,SUCI,Battery Torch,1452196.0,1439628.0,2151.0,13.0,2164.0,0.1,0.15,0.15,2202528.0,2024,25.0,False,0.1494701201355729,1708.0,,0.0,0.1494701201355729,25.0
Jharkhand,Ranchi,KOLESHWAR MAHTO,MALE,69.0,GENERAL,IND,Gas Stove,1452196.0,1439628.0,1702.0,6.0,1708.0,0.08,0.12,0.12,2202528.0,2024,26.0,False,0.1179736438038626,1646.0,,0.0,0.1179736438038626,26.0
Jharkhand,Ranchi,KAMESHWAR PRASAD SAW,MALE,73.0,GENERAL,IND,Computer,1452196.0,1439628.0,1644.0,2.0,1646.0,0.07,0.11,0.11,2202528.0,2024,27.0,False,0.1136912281622704,1412.0,,0.0,0.1136912281622704,27.0
Jharkhand,Ranchi,ARSHAD AYUB,MALE,53.0,GENERAL,IND,Scissors,1452196.0,1439628.0,1411.0,1.0,1412.0,0.06,0.1,0.1,2202528.0,2024,28.0,False,0.0975285626762611,,,0.0,0.0975285626762611,28.0
Jharkhand,Singhbhum,JOBA MAJHI,FEMALE,60.0,ST,JMM,Bow & arrow,1011759.0,983615.0,515989.0,4175.0,520164.0,35.89,51.41,52.88,1449471.0,2024,1.0,True,51.62421087002046,351762.0,168402.0,0.0,51.62421087002045,1.0
Jharkhand,Singhbhum,GEETA KORA,FEMALE,40.0,ST,BJP,Lotus,1011759.0,983615.0,349006.0,2756.0,351762.0,24.27,34.77,35.76,1449471.0,2024,2.0,False,34.91098127525191,44292.0,,0.0,34.9109812752519,2.0
Jharkhand,Singhbhum,DAMODAR SINGH HANSDA,MALE,48.0,ST,IND,Helmet,1011759.0,983615.0,43838.0,454.0,44292.0,3.06,4.38,4.5,1449471.0,2024,3.0,False,4.39580506889163,23982.0,,0.0,4.3958050688916295,3.0
Jharkhand,Singhbhum,NOTA,,,,NOTA,NOTA,1011759.0,983615.0,23907.0,75.0,23982.0,1.65,2.37,2.44,1449471.0,2024,4.0,False,2.3801182417176707,19834.0,,0.0,2.38011824171767,4.0
Jharkhand,Singhbhum,MADHAV CHANDRA KUNKAL,MALE,33.0,ST,IND,Gas cylinder,1011759.0,983615.0,19729.0,105.0,19834.0,1.37,1.96,2.02,1449471.0,2024,5.0,False,1.968445717881256,16111.0,,0.0,1.9684457178812553,5.0
Jharkhand,Singhbhum,SANGRAM MARDI,MALE,57.0,ST,IND,Scissors,1011759.0,983615.0,16097.0,14.0,16111.0,1.11,1.59,1.64,1449471.0,2024,6.0,False,1.5989527559133263,8742.0,,0.0,1.5989527559133256,6.0
