state,nfhs4_state_raw,sdist_code,district_code_nfhs4,census_district,district_resolved,nfhs5_state,mapping_method,match_cost,confidence,state_key,district_key_resolved
Uttar Pradesh,Uttar Pradesh,12,12,ALIGARH,Aligarh,Uttar Pradesh,census_rank_nfhs5,19.47404279253926,medium,UTTAR PRADESH,ALIGARH
Uttar Pradesh,Uttar Pradesh,13,13,MAHAMAYA NAGAR,Mahamaya Nagar,Uttar Pradesh,census_rank_nfhs5,21.4666129280054,medium,UTTAR PRADESH,MAHAMAYA NAGAR
Uttar Pradesh,Uttar Pradesh,14,14,MATHURA,Mathura,Uttar Pradesh,census_rank_nfhs5,15.554701877685744,medium,UTTAR PRADESH,MATHURA
Uttar Pradesh,Uttar Pradesh,15,15,AGRA,Agra,Uttar Pradesh,census_rank_nfhs5,13.967194694946304,high,UTTAR PRADESH,AGRA
Uttar Pradesh,Uttar Pradesh,16,16,FIROZABAD,Firozabad,Uttar Pradesh,census_rank_nfhs5,16.91793729247129,medium,UTTAR PRADESH,FIROZABAD
Uttar Pradesh,Uttar Pradesh,17,17,MAINPURI,Mainpuri,Uttar Pradesh,census_rank_nfhs5,19.09805886170335,medium,UTTAR PRADESH,MAINPURI
Uttar Pradesh,Uttar Pradesh,18,18,BUDAUN,Budaun,Uttar Pradesh,census_rank_nfhs5,25.72876271928336,medium,UTTAR PRADESH,BUDAUN
Uttar Pradesh,Uttar Pradesh,19,19,BAREILLY,Bareilly,Uttar Pradesh,census_rank_nfhs5,29.28324181679265,medium,UTTAR PRADESH,BAREILLY
Uttar Pradesh,Uttar Pradesh,20,20,PILIBHIT,Pilibhit,Uttar Pradesh,census_rank_nfhs5,19.82960360580413,medium,UTTAR PRADESH,PILIBHIT
Uttar Pradesh,Uttar Pradesh,21,21,SHAHJAHANPUR,Shahjahanpur,Uttar Pradesh,census_rank_nfhs5,26.524602590906415,medium,UTTAR PRADESH,SHAHJAHANPUR
Uttar Pradesh,Uttar Pradesh,22,22,KHERI,Kheri,Uttar Pradesh,census_rank_nfhs5,45.85956155066751,medium,UTTAR PRADESH,KHERI
Uttar Pradesh,Uttar Pradesh,23,23,SITAPUR,Sitapur,Uttar Pradesh,census_rank_nfhs5,24.030175192402588,medium,UTTAR PRADESH,SITAPUR
Uttar Pradesh,Uttar Pradesh,24,24,HARDOI,Hardoi,Uttar Pradesh,census_rank_nfhs5,27.121593717831228,medium,UTTAR PRADESH,HARDOI
Uttar Pradesh,Uttar Pradesh,25,25,UNNAO,Unnao,Uttar Pradesh,census_rank_nfhs5,20.972432167093586,medium,UTTAR PRADESH,UNNAO
Uttar Pradesh,Uttar Pradesh,26,26,LUCKNOW,Lucknow,Uttar Pradesh,census_rank_nfhs5,38.33384822502124,medium,UTTAR PRADESH,LUCKNOW
Uttar Pradesh,Uttar Pradesh,27,27,RAE BARELI,Rae Bareli,Uttar Pradesh,census_rank_nfhs5,28.37675778643354,medium,UTTAR PRADESH,RAE BARELI
Uttar Pradesh,Uttar Pradesh,28,28,FARRUKHABAD,Farrukhabad,Uttar Pradesh,census_rank_nfhs5,49.04130511731821,medium,UTTAR PRADESH,FARRUKHABAD
Uttar Pradesh,Uttar Pradesh,29,29,KANNAUJ,Kannauj,Uttar Pradesh,census_rank_nfhs5,51.36856401447293,medium,UTTAR PRADESH,KANNAUJ
Uttar Pradesh,Uttar Pradesh,30,30,ETAWAH,Etawah,Uttar Pradesh,census_rank_nfhs5,19.5707255389082,medium,UTTAR PRADESH,ETAWAH
Uttar Pradesh,Uttar Pradesh,31,31,AURAIYA,Auraiya,Uttar Pradesh,census_rank_nfhs5,42.56179982025461,medium,UTTAR PRADESH,AURAIYA
Uttar Pradesh,Uttar Pradesh,32,32,KANPUR DEHAT,Kanpur Dehat,Uttar Pradesh,census_rank_nfhs5,49.260795142927996,medium,UTTAR PRADESH,KANPUR DEHAT
Uttar Pradesh,Uttar Pradesh,33,33,KANPUR NAGAR,Kanpur Nagar,Uttar Pradesh,census_rank_nfhs5,15.775868139685613,medium,UTTAR PRADESH,KANPUR NAGAR
Uttar Pradesh,Uttar Pradesh,34,34,JALAUN,Jalaun,Uttar Pradesh,census_rank_nfhs5,21.705035936096856,medium,UTTAR PRADESH,JALAUN
Uttar Pradesh,Uttar Pradesh,35,35,JHANSI,Jhansi,Uttar Pradesh,census_rank_nfhs5,15.991793694119389,medium,UTTAR PRADESH,JHANSI
Uttar Pradesh,Uttar Pradesh,36,36,LALITPUR,Lalitpur,Uttar Pradesh,census_rank_nfhs5,34.374774622610644,medium,UTTAR PRADESH,LALITPUR
Uttar Pradesh,Uttar Pradesh,37,37,HAMIRPUR,Hamirpur,Uttar Pradesh,census_rank_nfhs5,26.163744549854773,medium,UTTAR PRADESH,HAMIRPUR
Uttar Pradesh,Uttar Pradesh,38,38,MAHOBA,Mahoba,Uttar Pradesh,census_rank_nfhs5,35.76235773908037,medium,UTTAR PRADESH,MAHOBA
Uttar Pradesh,Uttar Pradesh,39,39,BANDA,Banda,Uttar Pradesh,census_rank_nfhs5,27.581364436317635,medium,UTTAR PRADESH,BANDA
Uttar Pradesh,Uttar Pradesh,41,41,FATEHPUR,Fatehpur,Uttar Pradesh,census_rank_nfhs5,27.981107501629975,medium,UTTAR PRADESH,FATEHPUR
Uttar Pradesh,Uttar Pradesh,42,42,PRATAPGARH,Pratapgarh,Uttar Pradesh,census_rank_nfhs5,37.747836281472914,medium,UTTAR PRADESH,PRATAPGARH
Uttar Pradesh,Uttar Pradesh,43,43,KAUSHAMBI,Kaushambi,Uttar Pradesh,census_rank_nfhs5,39.478183505291454,medium,UTTAR PRADESH,KAUSHAMBI
Uttar Pradesh,Uttar Pradesh,44,44,ALLAHABAD,Allahabad,Uttar Pradesh,census_rank_nfhs5,19.79017059989014,medium,UTTAR PRADESH,ALLAHABAD
Uttar Pradesh,Uttar Pradesh,45,45,BARA BANKI,Bara Banki,Uttar Pradesh,census_rank_nfhs5,19.481763074163382,medium,UTTAR PRADESH,BARA BANKI
Uttar Pradesh,Uttar Pradesh,46,46,FAIZABAD,Faizabad,Uttar Pradesh,census_rank_nfhs5,43.90991182081093,medium,UTTAR PRADESH,FAIZABAD
Uttar Pradesh,Uttar Pradesh,47,47,AMBEDKAR NAGAR,Ambedkar Nagar,Uttar Pradesh,census_rank_nfhs5,27.591327470122508,medium,UTTAR PRADESH,AMBEDKAR NAGAR
Uttar Pradesh,Uttar Pradesh,48,48,SULTANPUR,Sultanpur,Uttar Pradesh,census_rank_nfhs5,35.521904453362495,medium,UTTAR PRADESH,SULTANPUR
Uttar Pradesh,Uttar Pradesh,49,49,BAHRAICH,Bahraich,Uttar Pradesh,census_rank_nfhs5,37.04764459871987,medium,UTTAR PRADESH,BAHRAICH
Uttar Pradesh,Uttar Pradesh,50,50,SHRAWASTI,Shrawasti,Uttar Pradesh,census_rank_nfhs5,57.085584845486025,medium,UTTAR PRADESH,SHRAWASTI
Uttar Pradesh,Uttar Pradesh,51,51,BALRAMPUR,Balrampur,Uttar Pradesh,census_rank_nfhs5,37.509358253779524,medium,UTTAR PRADESH,BALRAMPUR
Uttar Pradesh,Uttar Pradesh,52,52,GONDA,Gonda,Uttar Pradesh,census_rank_nfhs5,20.06295748326972,medium,UTTAR PRADESH,GONDA
Uttar Pradesh,Uttar Pradesh,53,53,SIDDHARTHNAGAR,Siddharth Nagar,Uttar Pradesh,census_rank_fuzzy_nfhs5,,medium,UTTAR PRADESH,SIDDHARTH NAGAR
Uttar Pradesh,Uttar Pradesh,54,54,BASTI,Basti,Uttar Pradesh,census_rank_nfhs5,19.54008243216239,medium,UTTAR PRADESH,BASTI
Uttar Pradesh,Uttar Pradesh,55,55,SANT KABIR NAGAR,Sant Kabir Nagar,Uttar Pradesh,census_rank_nfhs5,20.18220046469029,medium,UTTAR PRADESH,SANT KABIR NAGAR
Uttar Pradesh,Uttar Pradesh,56,56,MAHRAJGANJ,Mahrajganj,Uttar Pradesh,census_rank_nfhs5,35.50461284110982,medium,UTTAR PRADESH,MAHRAJGANJ
Uttar Pradesh,Uttar Pradesh,57,57,GORAKHPUR,Gorakhpur,Uttar Pradesh,census_rank_nfhs5,27.167817066338028,medium,UTTAR PRADESH,GORAKHPUR
Uttar Pradesh,Uttar Pradesh,58,58,KUSHINAGAR,Kushinagar,Uttar Pradesh,census_rank_nfhs5,41.610943692687066,medium,UTTAR PRADESH,KUSHINAGAR
Uttar Pradesh,Uttar Pradesh,59,59,DEORIA,Deoria,Uttar Pradesh,census_rank_nfhs5,37.54962669115106,medium,UTTAR PRADESH,DEORIA
Uttar Pradesh,Uttar Pradesh,60,60,AZAMGARH,Azamgarh,Uttar Pradesh,census_rank_nfhs5,25.595413054063407,medium,UTTAR PRADESH,AZAMGARH
Uttar Pradesh,Uttar Pradesh,61,61,MAU,Mau,Uttar Pradesh,census_rank_nfhs5,7.648989918545924,high,UTTAR PRADESH,MAU
Uttar Pradesh,Uttar Pradesh,62,62,BALLIA,Ballia,Uttar Pradesh,census_rank_nfhs5,34.00944074171809,medium,UTTAR PRADESH,BALLIA
Uttar Pradesh,Uttar Pradesh,63,63,JAUNPUR,Jaunpur,Uttar Pradesh,census_rank_nfhs5,37.81756275609901,medium,UTTAR PRADESH,JAUNPUR
West Bengal,West Bengal,1,1,DARJILING,Darjiling,West Bengal,census_rank,,medium,WEST BENGAL,DARJILING
West Bengal,West Bengal,2,2,JALPAIGURI,Jalpaiguri,West Bengal,census_rank,,medium,WEST BENGAL,JALPAIGURI
West Bengal,West Bengal,3,3,KOCH BIHAR,Koch Bihar,West Bengal,census_rank,,medium,WEST BENGAL,KOCH BIHAR
West Bengal,West Bengal,4,4,UTTAR DINAJPUR,Uttar Dinajpur,West Bengal,census_rank,,medium,WEST BENGAL,UTTAR DINAJPUR
West Bengal,West Bengal,5,5,DAKSHIN DINAJPUR,Dakshin Dinajpur,West Bengal,census_rank,,medium,WEST BENGAL,DAKSHIN DINAJPUR
West Bengal,West Bengal,6,6,MALDAH,Maldah,West Bengal,census_rank,,medium,WEST BENGAL,MALDAH
West Bengal,West Bengal,7,7,MURSHIDABAD,Murshidabad,West Bengal,census_rank,,medium,WEST BENGAL,MURSHIDABAD
West Bengal,West Bengal,8,8,BIRBHUM,Birbhum,West Bengal,census_rank,,medium,WEST BENGAL,BIRBHUM
West Bengal,West Bengal,9,9,BARDDHAMAN,Barddhaman,West Bengal,census_rank,,medium,WEST BENGAL,BARDDHAMAN
West Bengal,West Bengal,10,10,NADIA,Nadia,West Bengal,census_rank,,medium,WEST BENGAL,NADIA
West Bengal,West Bengal,11,11,NORTH TWENTY FOUR PARGANAS,North Twenty Four Parganas,West Bengal,census_rank,,medium,WEST BENGAL,NORTH TWENTY FOUR PARGANAS
West Bengal,West Bengal,12,12,HUGLI,Hugli,West Bengal,census_rank,,medium,WEST BENGAL,HUGLI
West Bengal,West Bengal,13,13,BANKURA,Bankura,West Bengal,census_rank,,medium,WEST BENGAL,BANKURA
West Bengal,West Bengal,14,14,PURULIYA,Puruliya,West Bengal,census_rank,,medium,WEST BENGAL,PURULIYA
West Bengal,West Bengal,15,15,HAORA,Haora,West Bengal,census_rank,,medium,WEST BENGAL,HAORA
West Bengal,West Bengal,16,16,KOLKATA,Kolkata,West Bengal,census_rank,,medium,WEST BENGAL,KOLKATA
West Bengal,West Bengal,17,17,SOUTH TWENTY FOUR PARGANAS,South Twenty Four Parganas,West Bengal,census_rank,,medium,WEST BENGAL,SOUTH TWENTY FOUR PARGANAS
